DATE,XUDLGPD
03 Jan 1995,381
04 Jan 1995,376
05 Jan 1995,375
06 Jan 1995,375
09 Jan 1995,372
10 Jan 1995,374
11 Jan 1995,376
12 Jan 1995,381
13 Jan 1995,379
16 Jan 1995,378
17 Jan 1995,380
18 Jan 1995,383
19 Jan 1995,382
20 Jan 1995,384
23 Jan 1995,382
24 Jan 1995,381
25 Jan 1995,381
26 Jan 1995,381
27 Jan 1995,378
30 Jan 1995,376
31 Jan 1995,375
01 Feb 1995,376
02 Feb 1995,376
03 Feb 1995,376
06 Feb 1995,375
07 Feb 1995,375
08 Feb 1995,375
09 Feb 1995,377
10 Feb 1995,376
13 Feb 1995,375
14 Feb 1995,376
15 Feb 1995,377
16 Feb 1995,377
17 Feb 1995,378
20 Feb 1995,379
21 Feb 1995,379
22 Feb 1995,379
23 Feb 1995,380
24 Feb 1995,378
27 Feb 1995,376
28 Feb 1995,376
01 Mar 1995,376
02 Mar 1995,375
03 Mar 1995,377
06 Mar 1995,379
07 Mar 1995,379
08 Mar 1995,380
09 Mar 1995,381
10 Mar 1995,381
13 Mar 1995,386
14 Mar 1995,385
15 Mar 1995,386
16 Mar 1995,384
17 Mar 1995,383
20 Mar 1995,382
21 Mar 1995,383
22 Mar 1995,382
23 Mar 1995,383
24 Mar 1995,382
27 Mar 1995,382
28 Mar 1995,382
29 Mar 1995,383
30 Mar 1995,383
31 Mar 1995,392
03 Apr 1995,392
04 Apr 1995,392
05 Apr 1995,392
06 Apr 1995,393
07 Apr 1995,393
10 Apr 1995,389
11 Apr 1995,390
12 Apr 1995,390
13 Apr 1995,389
18 Apr 1995,393
19 Apr 1995,396
20 Apr 1995,393
21 Apr 1995,390
24 Apr 1995,391
25 Apr 1995,390
26 Apr 1995,389
27 Apr 1995,386
28 Apr 1995,390
01 May 1995,387
02 May 1995,389
03 May 1995,389
04 May 1995,390
05 May 1995,391
09 May 1995,388
10 May 1995,383
11 May 1995,384
12 May 1995,385
15 May 1995,384
16 May 1995,384
17 May 1995,383
18 May 1995,383
19 May 1995,383
22 May 1995,382
23 May 1995,382
24 May 1995,383
25 May 1995,386
26 May 1995,386
30 May 1995,386
31 May 1995,384
01 Jun 1995,384
02 Jun 1995,384
05 Jun 1995,383
06 Jun 1995,384
07 Jun 1995,386
08 Jun 1995,385
09 Jun 1995,386
12 Jun 1995,388
13 Jun 1995,387
14 Jun 1995,388
15 Jun 1995,389
16 Jun 1995,391
19 Jun 1995,391
20 Jun 1995,391
21 Jun 1995,391
22 Jun 1995,390
23 Jun 1995,389
26 Jun 1995,389
27 Jun 1995,389
28 Jun 1995,388
29 Jun 1995,387
30 Jun 1995,387
03 Jul 1995,385
04 Jul 1995,385
05 Jul 1995,384
06 Jul 1995,384
07 Jul 1995,386
10 Jul 1995,386
11 Jul 1995,385
12 Jul 1995,387
13 Jul 1995,389
14 Jul 1995,388
17 Jul 1995,388
18 Jul 1995,390
19 Jul 1995,390
20 Jul 1995,387
21 Jul 1995,386
24 Jul 1995,387
25 Jul 1995,387
26 Jul 1995,386
27 Jul 1995,386
28 Jul 1995,383
31 Jul 1995,383
01 Aug 1995,383
02 Aug 1995,383
03 Aug 1995,384
04 Aug 1995,384
07 Aug 1995,384
08 Aug 1995,385
09 Aug 1995,384
10 Aug 1995,384
11 Aug 1995,384
14 Aug 1995,384
15 Aug 1995,386
16 Aug 1995,382
17 Aug 1995,384
18 Aug 1995,385
21 Aug 1995,385
22 Aug 1995,384
23 Aug 1995,383
24 Aug 1995,384
25 Aug 1995,383
29 Aug 1995,383
30 Aug 1995,382
31 Aug 1995,382
01 Sep 1995,382
04 Sep 1995,380
05 Sep 1995,379
06 Sep 1995,380
07 Sep 1995,381
08 Sep 1995,382
11 Sep 1995,382
12 Sep 1995,383
13 Sep 1995,385
14 Sep 1995,385.1
15 Sep 1995,385
18 Sep 1995,385.4
19 Sep 1995,384.85
20 Sep 1995,384.5
21 Sep 1995,383.4
22 Sep 1995,383.5
25 Sep 1995,382.75
26 Sep 1995,383.8
27 Sep 1995,383.75
28 Sep 1995,383.5
29 Sep 1995,384
02 Oct 1995,383.25
03 Oct 1995,382.2
04 Oct 1995,382.5
05 Oct 1995,383.25
06 Oct 1995,383.05
09 Oct 1995,384.5
10 Oct 1995,385.1
11 Oct 1995,384.5
12 Oct 1995,384.45
13 Oct 1995,383.8
16 Oct 1995,383.85
17 Oct 1995,383.4
18 Oct 1995,383.65
19 Oct 1995,381.75
20 Oct 1995,381.75
23 Oct 1995,382.55
24 Oct 1995,382.5
25 Oct 1995,382.65
26 Oct 1995,382.9
27 Oct 1995,382.6
30 Oct 1995,382.15
31 Oct 1995,382.65
01 Nov 1995,381.95
02 Nov 1995,382.05
03 Nov 1995,382.55
06 Nov 1995,382.2
07 Nov 1995,384.8
08 Nov 1995,384.8
09 Nov 1995,385
10 Nov 1995,389.4
13 Nov 1995,388.3
14 Nov 1995,385.85
15 Nov 1995,385.3
16 Nov 1995,385.2
17 Nov 1995,386.35
20 Nov 1995,386
21 Nov 1995,386.3
22 Nov 1995,384.35
23 Nov 1995,382.8
24 Nov 1995,383.45
27 Nov 1995,385
28 Nov 1995,388.9
29 Nov 1995,388.5
30 Nov 1995,388
01 Dec 1995,386.2
04 Dec 1995,386
05 Dec 1995,386.55
06 Dec 1995,388.4
07 Dec 1995,387.8
08 Dec 1995,388.8
11 Dec 1995,389.6
12 Dec 1995,388.8
13 Dec 1995,387.6
14 Dec 1995,385.7
15 Dec 1995,386.2
18 Dec 1995,387.2
19 Dec 1995,388.1
20 Dec 1995,387.6
21 Dec 1995,388.05
22 Dec 1995,387.2
27 Dec 1995,387.05
28 Dec 1995,387
29 Dec 1995,386.7
02 Jan 1996,389.15
03 Jan 1996,393.4
04 Jan 1996,394.25
05 Jan 1996,395.9
08 Jan 1996,396.6
09 Jan 1996,394.55
10 Jan 1996,400
11 Jan 1996,399
12 Jan 1996,399.6
15 Jan 1996,395.55
16 Jan 1996,397.6
17 Jan 1996,397.7
18 Jan 1996,397.5
19 Jan 1996,399.1
22 Jan 1996,402.2
23 Jan 1996,403.65
24 Jan 1996,402.5
25 Jan 1996,406.6
26 Jan 1996,406.5
29 Jan 1996,404.5
30 Jan 1996,406.55
31 Jan 1996,405.55
01 Feb 1996,409.1
02 Feb 1996,414.5
05 Feb 1996,414.8
06 Feb 1996,412.3
07 Feb 1996,414.2
08 Feb 1996,407.9
09 Feb 1996,408
12 Feb 1996,404.5
13 Feb 1996,403.2
14 Feb 1996,403.1
15 Feb 1996,404.6
16 Feb 1996,404.85
19 Feb 1996,405.35
20 Feb 1996,402.2
21 Feb 1996,396.8
22 Feb 1996,399.65
23 Feb 1996,398.25
26 Feb 1996,399
27 Feb 1996,399.5
28 Feb 1996,397.55
29 Feb 1996,400.65
01 Mar 1996,398.35
04 Mar 1996,393.7
05 Mar 1996,393.6
06 Mar 1996,393.6
07 Mar 1996,393.9
08 Mar 1996,396.8
11 Mar 1996,395.75
12 Mar 1996,396.25
13 Mar 1996,396.5
14 Mar 1996,395.5
15 Mar 1996,395.7
18 Mar 1996,394
19 Mar 1996,395.1
20 Mar 1996,394.9
21 Mar 1996,396
22 Mar 1996,397.7
25 Mar 1996,397.9
26 Mar 1996,399.9
27 Mar 1996,400.35
28 Mar 1996,398.7
29 Mar 1996,396.35
01 Apr 1996,394.2
02 Apr 1996,394.35
03 Apr 1996,394.65
04 Apr 1996,393.75
09 Apr 1996,396.3
10 Apr 1996,394.55
11 Apr 1996,394.3
12 Apr 1996,394.75
15 Apr 1996,393.2
16 Apr 1996,393.5
17 Apr 1996,391.1
18 Apr 1996,390.5
19 Apr 1996,390.9
22 Apr 1996,391
23 Apr 1996,391.75
24 Apr 1996,390.8
25 Apr 1996,393.3
26 Apr 1996,391.9
29 Apr 1996,390.85
30 Apr 1996,391.3
01 May 1996,392.3
02 May 1996,392.4
03 May 1996,394
07 May 1996,393.7
08 May 1996,394.8
09 May 1996,393
10 May 1996,393.2
13 May 1996,391
14 May 1996,390.7
15 May 1996,392.2
16 May 1996,391.9
17 May 1996,391.95
20 May 1996,390.85
21 May 1996,391
22 May 1996,390.8
23 May 1996,391.4
24 May 1996,390.85
28 May 1996,392
29 May 1996,391
30 May 1996,391.3
31 May 1996,390.55
03 Jun 1996,390.7
04 Jun 1996,389.7
05 Jun 1996,387.65
06 Jun 1996,384.85
07 Jun 1996,386.6
10 Jun 1996,385.65
11 Jun 1996,384.9
12 Jun 1996,384.8
13 Jun 1996,384.7
14 Jun 1996,384.1
17 Jun 1996,385
18 Jun 1996,384.85
19 Jun 1996,386.3
20 Jun 1996,384.4
21 Jun 1996,383.2
24 Jun 1996,384.2
25 Jun 1996,385.1
26 Jun 1996,383.8
27 Jun 1996,382.95
28 Jun 1996,382
01 Jul 1996,381.55
02 Jul 1996,382
03 Jul 1996,381.95
04 Jul 1996,381
05 Jul 1996,381.5
08 Jul 1996,381.9
09 Jul 1996,382.9
10 Jul 1996,383
11 Jul 1996,382.7
12 Jul 1996,383.6
15 Jul 1996,382.75
16 Jul 1996,384.25
17 Jul 1996,383.4
18 Jul 1996,384
19 Jul 1996,384.5
22 Jul 1996,384.85
23 Jul 1996,385.1
24 Jul 1996,384.4
25 Jul 1996,384.8
26 Jul 1996,385.2
29 Jul 1996,384.5
30 Jul 1996,384.8
31 Jul 1996,385.3
01 Aug 1996,386.25
02 Aug 1996,386.35
05 Aug 1996,389.75
06 Aug 1996,388.5
07 Aug 1996,388
08 Aug 1996,387.6
09 Aug 1996,388
12 Aug 1996,387.15
13 Aug 1996,387.6
14 Aug 1996,386.7
15 Aug 1996,386.2
16 Aug 1996,386.2
19 Aug 1996,386.4
20 Aug 1996,387.1
21 Aug 1996,386.8
22 Aug 1996,387
23 Aug 1996,387.5
27 Aug 1996,388.8
28 Aug 1996,388.5
29 Aug 1996,388
30 Aug 1996,386
02 Sep 1996,387
03 Sep 1996,386.6
04 Sep 1996,385.6
05 Sep 1996,386
06 Sep 1996,385.4
09 Sep 1996,384.6
10 Sep 1996,383.1
11 Sep 1996,383.5
12 Sep 1996,382.1
13 Sep 1996,382.8
16 Sep 1996,382.8
17 Sep 1996,383.45
18 Sep 1996,383
19 Sep 1996,382.75
20 Sep 1996,381.75
23 Sep 1996,381
24 Sep 1996,382.3
25 Sep 1996,382.4
26 Sep 1996,380.45
27 Sep 1996,380.7
30 Sep 1996,379
01 Oct 1996,378.65
02 Oct 1996,380.3
03 Oct 1996,378.85
04 Oct 1996,380.7
07 Oct 1996,380.1
08 Oct 1996,380.85
09 Oct 1996,381.35
10 Oct 1996,381.75
11 Oct 1996,380.75
14 Oct 1996,380.9
15 Oct 1996,381
16 Oct 1996,381.5
17 Oct 1996,380.6
18 Oct 1996,380
21 Oct 1996,381
22 Oct 1996,383.35
23 Oct 1996,383.5
24 Oct 1996,383
25 Oct 1996,382.55
28 Oct 1996,382.9
29 Oct 1996,381.7
30 Oct 1996,379.7
31 Oct 1996,379.5
01 Nov 1996,377.6
04 Nov 1996,378.7
05 Nov 1996,379.3
06 Nov 1996,378
07 Nov 1996,378.6
08 Nov 1996,378.15
11 Nov 1996,380.5
12 Nov 1996,381.9
13 Nov 1996,383.6
14 Nov 1996,383
15 Nov 1996,379.85
18 Nov 1996,379.1
19 Nov 1996,378.2
20 Nov 1996,379.1
21 Nov 1996,377
22 Nov 1996,377
25 Nov 1996,375.4
26 Nov 1996,373.5
27 Nov 1996,373
28 Nov 1996,372.65
29 Nov 1996,371.3
02 Dec 1996,370.75
03 Dec 1996,367.4
04 Dec 1996,370.9
05 Dec 1996,369
06 Dec 1996,370.25
09 Dec 1996,369
10 Dec 1996,368.25
11 Dec 1996,368.25
12 Dec 1996,368.6
13 Dec 1996,369
16 Dec 1996,368.25
17 Dec 1996,368.2
18 Dec 1996,368.7
19 Dec 1996,369
20 Dec 1996,369
23 Dec 1996,368.75
24 Dec 1996,368.9
27 Dec 1996,369.4
30 Dec 1996,369.25
31 Dec 1996,370
02 Jan 1997,366.55
03 Jan 1997,364
06 Jan 1997,358.5
07 Jan 1997,359
08 Jan 1997,356.6
09 Jan 1997,356.5
10 Jan 1997,358.25
13 Jan 1997,359.6
14 Jan 1997,357.4
15 Jan 1997,357.4
16 Jan 1997,353.05
17 Jan 1997,355.75
20 Jan 1997,353.1
21 Jan 1997,354.7
22 Jan 1997,351.2
23 Jan 1997,348
24 Jan 1997,352.5
27 Jan 1997,353.6
28 Jan 1997,353.7
29 Jan 1997,351.1
30 Jan 1997,349.25
31 Jan 1997,345.5
03 Feb 1997,344.3
04 Feb 1997,345.7
05 Feb 1997,343.4
06 Feb 1997,342.8
07 Feb 1997,339.75
10 Feb 1997,340.4
11 Feb 1997,339.4
12 Feb 1997,337.7
13 Feb 1997,342.65
14 Feb 1997,342.4
17 Feb 1997,344.1
18 Feb 1997,345
19 Feb 1997,346.25
20 Feb 1997,345
21 Feb 1997,353.3
24 Feb 1997,353.05
25 Feb 1997,353.1
26 Feb 1997,354.75
27 Feb 1997,360
28 Feb 1997,358.6
03 Mar 1997,362.15
04 Mar 1997,359.4
05 Mar 1997,354.5
06 Mar 1997,353.1
07 Mar 1997,350.3
10 Mar 1997,350.25
11 Mar 1997,352.6
12 Mar 1997,351.4
13 Mar 1997,352.9
14 Mar 1997,352.8
17 Mar 1997,351.4
18 Mar 1997,346.3
19 Mar 1997,349.1
20 Mar 1997,352
21 Mar 1997,352.8
24 Mar 1997,350.2
25 Mar 1997,349.6
26 Mar 1997,346.05
27 Mar 1997,348.15
01 Apr 1997,350
02 Apr 1997,351.05
03 Apr 1997,348.75
04 Apr 1997,347.4
07 Apr 1997,349
08 Apr 1997,349.1
09 Apr 1997,347.8
10 Apr 1997,347.6
11 Apr 1997,347.95
14 Apr 1997,346.75
15 Apr 1997,343
16 Apr 1997,339.9
17 Apr 1997,340.4
18 Apr 1997,342.1
21 Apr 1997,342.25
22 Apr 1997,341.6
23 Apr 1997,341
24 Apr 1997,340.9
25 Apr 1997,342.25
28 Apr 1997,340
29 Apr 1997,339.25
30 Apr 1997,340
01 May 1997,339.25
02 May 1997,339.65
06 May 1997,342.45
07 May 1997,341.1
08 May 1997,343.75
09 May 1997,345.85
12 May 1997,348.2
13 May 1997,348.9
14 May 1997,349.1
15 May 1997,346.4
16 May 1997,344.5
19 May 1997,340.7
20 May 1997,343
21 May 1997,342.7
22 May 1997,342.75
23 May 1997,342.55
27 May 1997,343.65
28 May 1997,342.8
29 May 1997,343.9
30 May 1997,345.6
02 Jun 1997,343.9
03 Jun 1997,343.8
04 Jun 1997,341.75
05 Jun 1997,340.8
06 Jun 1997,344
09 Jun 1997,344.25
10 Jun 1997,343.75
11 Jun 1997,343.8
12 Jun 1997,342.2
13 Jun 1997,341.4
16 Jun 1997,341.5
17 Jun 1997,342.15
18 Jun 1997,341.6
19 Jun 1997,340.2
20 Jun 1997,338.2
23 Jun 1997,338
24 Jun 1997,338.35
25 Jun 1997,338.45
26 Jun 1997,336.95
27 Jun 1997,336.55
30 Jun 1997,334.55
01 Jul 1997,333.7
02 Jul 1997,332.15
03 Jul 1997,332.55
04 Jul 1997,324.45
07 Jul 1997,318
08 Jul 1997,320.8
09 Jul 1997,317.3
10 Jul 1997,319.8
11 Jul 1997,319.52
14 Jul 1997,321.7
15 Jul 1997,319.75
16 Jul 1997,319.5
17 Jul 1997,319.4
18 Jul 1997,324.2
21 Jul 1997,326.2
22 Jul 1997,328.25
23 Jul 1997,324.9
24 Jul 1997,321.95
25 Jul 1997,324.1
28 Jul 1997,325.75
29 Jul 1997,326.55
30 Jul 1997,327.55
31 Jul 1997,326.35
01 Aug 1997,324.1
04 Aug 1997,323.55
05 Aug 1997,321.1
06 Aug 1997,319.35
07 Aug 1997,321
08 Aug 1997,323.7
11 Aug 1997,327.7
12 Aug 1997,326.15
13 Aug 1997,326.2
14 Aug 1997,326.15
15 Aug 1997,324.65
18 Aug 1997,322.6
19 Aug 1997,323.45
20 Aug 1997,322.05
21 Aug 1997,323
22 Aug 1997,324
26 Aug 1997,325.5
27 Aug 1997,324.75
28 Aug 1997,325.85
29 Aug 1997,325.35
01 Sep 1997,324.5
02 Sep 1997,322.4
03 Sep 1997,327.7
04 Sep 1997,322
05 Sep 1997,321
08 Sep 1997,322
09 Sep 1997,322
10 Sep 1997,321
11 Sep 1997,322
12 Sep 1997,323
15 Sep 1997,322
16 Sep 1997,321
17 Sep 1997,320
18 Sep 1997,321
19 Sep 1997,322
22 Sep 1997,321
23 Sep 1997,323
24 Sep 1997,325
25 Sep 1997,327
26 Sep 1997,327
29 Sep 1997,327
30 Sep 1997,322
01 Oct 1997,337
02 Oct 1997,333
03 Oct 1997,332
06 Oct 1997,333
07 Oct 1997,331.95
08 Oct 1997,333
09 Oct 1997,333
10 Oct 1997,329
13 Oct 1997,328
14 Oct 1997,328
15 Oct 1997,327
16 Oct 1997,327
17 Oct 1997,324
20 Oct 1997,324
21 Oct 1997,323
22 Oct 1997,323
23 Oct 1997,324
24 Oct 1997,317
27 Oct 1997,312
28 Oct 1997,312
29 Oct 1997,314
30 Oct 1997,317
31 Oct 1997,311
03 Nov 1997,314
04 Nov 1997,315
05 Nov 1997,314
06 Nov 1997,312.05
07 Nov 1997,309
10 Nov 1997,311
11 Nov 1997,313
12 Nov 1997,308.15
13 Nov 1997,308
14 Nov 1997,302
17 Nov 1997,304
18 Nov 1997,304
19 Nov 1997,306
20 Nov 1997,303
21 Nov 1997,304
24 Nov 1997,305
25 Nov 1997,301
26 Nov 1997,297
27 Nov 1997,296
28 Nov 1997,297
01 Dec 1997,294
02 Dec 1997,295
03 Dec 1997,293
04 Dec 1997,289
05 Dec 1997,287.4
08 Dec 1997,287.5
09 Dec 1997,283.25
10 Dec 1997,286.3
11 Dec 1997,284.8
12 Dec 1997,283
15 Dec 1997,283.6
16 Dec 1997,285.5
17 Dec 1997,287.85
18 Dec 1997,290
19 Dec 1997,288.9
22 Dec 1997,290.45
23 Dec 1997,292.5
24 Dec 1997,296.1
29 Dec 1997,293.05
30 Dec 1997,290.2
31 Dec 1997,289.2
02 Jan 1998,288
05 Jan 1998,284.4
06 Jan 1998,282.8
07 Jan 1998,281.6
08 Jan 1998,281.65
09 Jan 1998,278.7
12 Jan 1998,278.9
13 Jan 1998,279.5
14 Jan 1998,282.5
15 Jan 1998,282.5
16 Jan 1998,290
19 Jan 1998,287.25
20 Jan 1998,288.4
21 Jan 1998,291
22 Jan 1998,293.8
23 Jan 1998,291
26 Jan 1998,302.75
27 Jan 1998,298.9
28 Jan 1998,300
29 Jan 1998,302.59
30 Jan 1998,304.85
02 Feb 1998,301.5
03 Feb 1998,298.35
04 Feb 1998,298.15
05 Feb 1998,298.5
06 Feb 1998,299.1
09 Feb 1998,300.6
10 Feb 1998,299.5
11 Feb 1998,299.5
12 Feb 1998,299.45
13 Feb 1998,299.15
16 Feb 1998,298.2
17 Feb 1998,299.3
18 Feb 1998,298.15
19 Feb 1998,298
20 Feb 1998,296.7
23 Feb 1998,292.7
24 Feb 1998,291.4
25 Feb 1998,292.25
26 Feb 1998,293
27 Feb 1998,297.4
02 Mar 1998,298.35
03 Mar 1998,297
04 Mar 1998,297
05 Mar 1998,293.7
06 Mar 1998,294.9
09 Mar 1998,293.85
10 Mar 1998,294.4
11 Mar 1998,294.1
12 Mar 1998,293.85
13 Mar 1998,294.55
16 Mar 1998,294.2
17 Mar 1998,293.8
18 Mar 1998,290.4
19 Mar 1998,291.5
20 Mar 1998,292.4
23 Mar 1998,293
24 Mar 1998,300.3
25 Mar 1998,299.25
26 Mar 1998,299.6
27 Mar 1998,301.95
30 Mar 1998,301.85
31 Mar 1998,301
01 Apr 1998,301
02 Apr 1998,300.3
03 Apr 1998,306
06 Apr 1998,310.6
07 Apr 1998,309.2
08 Apr 1998,308.8
09 Apr 1998,307.65
14 Apr 1998,309.5
15 Apr 1998,307.2
16 Apr 1998,306.3
17 Apr 1998,306.3
20 Apr 1998,307.45
21 Apr 1998,307.5
22 Apr 1998,312.8
23 Apr 1998,312.75
24 Apr 1998,313.15
27 Apr 1998,309.65
28 Apr 1998,308.45
29 Apr 1998,308.25
30 Apr 1998,310.7
01 May 1998,306.9
05 May 1998,303.8
06 May 1998,301
07 May 1998,298.1
08 May 1998,300.4
11 May 1998,298.9
12 May 1998,299.35
13 May 1998,299.1
14 May 1998,296.15
15 May 1998,300.9
18 May 1998,300.3
19 May 1998,299.7
20 May 1998,299.6
21 May 1998,300.6
22 May 1998,299.8
26 May 1998,297.95
27 May 1998,292.75
28 May 1998,294
29 May 1998,293.6
01 Jun 1998,288.75
02 Jun 1998,291.45
03 Jun 1998,292.4
04 Jun 1998,292.8
05 Jun 1998,290.7
08 Jun 1998,291.7
09 Jun 1998,297.6
10 Jun 1998,293
11 Jun 1998,290.3
12 Jun 1998,288.15
15 Jun 1998,285.85
16 Jun 1998,287
17 Jun 1998,290.9
18 Jun 1998,292.45
19 Jun 1998,297.75
22 Jun 1998,295.15
23 Jun 1998,294.45
24 Jun 1998,293.85
25 Jun 1998,293.15
26 Jun 1998,293.65
29 Jun 1998,293.65
30 Jun 1998,296.3
01 Jul 1998,296.8
02 Jul 1998,294.05
03 Jul 1998,294.6
06 Jul 1998,293.25
07 Jul 1998,293.75
08 Jul 1998,292
09 Jul 1998,291.8
10 Jul 1998,290.6
13 Jul 1998,291.5
14 Jul 1998,293.35
15 Jul 1998,293.15
16 Jul 1998,294.95
17 Jul 1998,293.8
20 Jul 1998,294.85
21 Jul 1998,294.9
22 Jul 1998,293.95
23 Jul 1998,293.3
24 Jul 1998,294.6
27 Jul 1998,290.65
28 Jul 1998,290.6
29 Jul 1998,290.75
30 Jul 1998,290
31 Jul 1998,288.85
03 Aug 1998,286.15
04 Aug 1998,286.1
05 Aug 1998,287.9
06 Aug 1998,287.8
07 Aug 1998,285.7
10 Aug 1998,285.6
11 Aug 1998,284.8
12 Aug 1998,285.05
13 Aug 1998,283.4
14 Aug 1998,284.4
17 Aug 1998,284.15
18 Aug 1998,284.25
19 Aug 1998,285.5
20 Aug 1998,285.3
21 Aug 1998,283.5
24 Aug 1998,284.5
25 Aug 1998,283.05
26 Aug 1998,283.15
27 Aug 1998,278.5
28 Aug 1998,273.4
01 Sep 1998,279
02 Sep 1998,280.15
03 Sep 1998,279.15
04 Sep 1998,285
07 Sep 1998,288.25
08 Sep 1998,285.4
09 Sep 1998,283.45
10 Sep 1998,290.5
11 Sep 1998,293.35
14 Sep 1998,290.2
15 Sep 1998,290.65
16 Sep 1998,288.25
17 Sep 1998,290.5
18 Sep 1998,290.1
21 Sep 1998,292.95
22 Sep 1998,288.9
23 Sep 1998,288.9
24 Sep 1998,292.7
25 Sep 1998,298.1
28 Sep 1998,292.25
29 Sep 1998,296
30 Sep 1998,293.85
01 Oct 1998,297.6
02 Oct 1998,300.8
05 Oct 1998,298.75
06 Oct 1998,294.65
07 Oct 1998,298
08 Oct 1998,300.25
09 Oct 1998,298.7
12 Oct 1998,296.45
13 Oct 1998,296.45
14 Oct 1998,295.3
15 Oct 1998,298.15
16 Oct 1998,297.95
19 Oct 1998,298.55
20 Oct 1998,295.4
21 Oct 1998,295.25
22 Oct 1998,292.9
23 Oct 1998,292.25
26 Oct 1998,291.45
27 Oct 1998,293
28 Oct 1998,293.15
29 Oct 1998,294
30 Oct 1998,292.3
02 Nov 1998,292.7
03 Nov 1998,288.3
04 Nov 1998,289.4
05 Nov 1998,290.6
06 Nov 1998,290.6
09 Nov 1998,292.05
10 Nov 1998,292.25
11 Nov 1998,293.5
12 Nov 1998,294.45
13 Nov 1998,297.1
16 Nov 1998,294.85
17 Nov 1998,293.8
18 Nov 1998,296.5
19 Nov 1998,297.85
20 Nov 1998,296.05
23 Nov 1998,295.5
24 Nov 1998,296.45
25 Nov 1998,296.3
26 Nov 1998,296.4
27 Nov 1998,296.15
30 Nov 1998,294.7
01 Dec 1998,293.3
02 Dec 1998,294.15
03 Dec 1998,292.85
04 Dec 1998,292.3
07 Dec 1998,295.55
08 Dec 1998,294.4
09 Dec 1998,294.2
10 Dec 1998,293.95
11 Dec 1998,290.8
14 Dec 1998,291.4
15 Dec 1998,292.55
16 Dec 1998,294.1
17 Dec 1998,293.3
18 Dec 1998,291.6
21 Dec 1998,289.65
22 Dec 1998,287.25
23 Dec 1998,285.8
24 Dec 1998,286.65
29 Dec 1998,286.65
30 Dec 1998,287.8
31 Dec 1998,287.45
04 Jan 1999,287.15
05 Jan 1999,286.4
06 Jan 1999,287.65
07 Jan 1999,289.95
08 Jan 1999,290.9
11 Jan 1999,291.15
12 Jan 1999,289.8
13 Jan 1999,285.45
14 Jan 1999,285.65
15 Jan 1999,285.95
18 Jan 1999,286.75
19 Jan 1999,286.5
20 Jan 1999,286
21 Jan 1999,287.75
22 Jan 1999,287
25 Jan 1999,287.7
26 Jan 1999,287.1
27 Jan 1999,283.8
28 Jan 1999,283.55
29 Jan 1999,285.4
01 Feb 1999,286.9
02 Feb 1999,288.55
03 Feb 1999,286.85
04 Feb 1999,287.25
05 Feb 1999,289.4
08 Feb 1999,288.85
09 Feb 1999,287
10 Feb 1999,288.2
11 Feb 1999,287.3
12 Feb 1999,289.15
15 Feb 1999,289.2
16 Feb 1999,285.3
17 Feb 1999,285.75
18 Feb 1999,285.7
19 Feb 1999,286.35
22 Feb 1999,287.2
23 Feb 1999,286.7
24 Feb 1999,287.4
25 Feb 1999,286.45
26 Feb 1999,287.05
01 Mar 1999,286.7
02 Mar 1999,288.25
03 Mar 1999,286.65
04 Mar 1999,287.7
05 Mar 1999,287.9
08 Mar 1999,289.5
09 Mar 1999,292.95
10 Mar 1999,291.8
11 Mar 1999,294
12 Mar 1999,292.5
15 Mar 1999,289.7
16 Mar 1999,283
17 Mar 1999,284.7
18 Mar 1999,283.7
19 Mar 1999,283.7
22 Mar 1999,284.3
23 Mar 1999,284.1
24 Mar 1999,284.25
25 Mar 1999,283.75
26 Mar 1999,279.8
29 Mar 1999,280.15
30 Mar 1999,279.6
31 Mar 1999,279.45
01 Apr 1999,280.55
06 Apr 1999,278.5
07 Apr 1999,280.15
08 Apr 1999,281
09 Apr 1999,280.6
12 Apr 1999,283.2
13 Apr 1999,283.45
14 Apr 1999,283.4
15 Apr 1999,283.65
16 Apr 1999,284.2
19 Apr 1999,284.2
20 Apr 1999,284.35
21 Apr 1999,283.25
22 Apr 1999,283.4
23 Apr 1999,283.3
26 Apr 1999,281.5
27 Apr 1999,281.05
28 Apr 1999,283
29 Apr 1999,283
30 Apr 1999,286.6
04 May 1999,285.3
05 May 1999,286
06 May 1999,287.95
07 May 1999,282.4
10 May 1999,278
11 May 1999,279.45
12 May 1999,277.55
13 May 1999,277.85
14 May 1999,276
17 May 1999,276.1
18 May 1999,275.05
19 May 1999,272.5
20 May 1999,274
21 May 1999,273.3
24 May 1999,272.2
25 May 1999,271.7
26 May 1999,269.5
27 May 1999,268.95
28 May 1999,268.6
01 Jun 1999,266.85
02 Jun 1999,267.15
03 Jun 1999,264.75
04 Jun 1999,265.3
07 Jun 1999,265.6
08 Jun 1999,262.35
09 Jun 1999,261.3
10 Jun 1999,255.6
11 Jun 1999,259.7
14 Jun 1999,260.35
15 Jun 1999,260
16 Jun 1999,258.7
17 Jun 1999,258.15
18 Jun 1999,258.95
21 Jun 1999,259.3
22 Jun 1999,258.55
23 Jun 1999,259.15
24 Jun 1999,260.15
25 Jun 1999,260.7
28 Jun 1999,260.3
29 Jun 1999,262
30 Jun 1999,261
01 Jul 1999,262.6
02 Jul 1999,263.1
05 Jul 1999,261.8
06 Jul 1999,257.6
07 Jul 1999,257.1
08 Jul 1999,257.2
09 Jul 1999,257.3
12 Jul 1999,256
13 Jul 1999,254.65
14 Jul 1999,255.25
