fold,train_start,train_end,oos_start,oos_end,train_cagr,train_mdd,oos_cagr,oos_vol,oos_mdd,oos_sharpe,oos_net
11,2000-12-20,2003-12-26,2003-12-29,2004-12-28,-0.14173889414344032,-0.7310800099068615,-0.06290175482751581,0.44294114574146765,-0.35920092611825083,-0.1420092836988998,-0.06290175482751581
12,2001-12-27,2004-12-28,2004-12-29,2005-12-27,0.20601334855531084,-0.5068424426911717,0.0674101880777187,0.36052010206368384,-0.2933044611626072,0.18698038664654287,0.0674101880777187
13,2002-12-27,2005-12-27,2005-12-28,2006-12-27,0.32250948469376817,-0.39379689875076906,0.9081804907644895,0.4685063611950572,-0.32746280290973107,1.9384592526084807,0.9081804907644895
14,2003-12-29,2006-12-27,2006-12-28,2007-12-28,0.24044821893207713,-0.35920092611825083,0.3281502622102239,0.464257747925397,-0.30511264425108653,0.7068277560829322,0.3281502622102239
15,2004-12-29,2007-12-28,2007-12-31,2008-12-29,0.39336854578439784,-0.3274628029097306,1.2237248725629968,0.5406184143193276,-0.24566622889635448,2.263564910388306,1.2237248725629968
16,2005-12-28,2008-12-29,2008-12-30,2009-12-29,0.7795734009942157,-0.32746280290973107,2.8800084555421233,0.6648489128541964,-0.21437267467664345,4.331823967611298,2.8800084555421233
17,2006-12-28,2009-12-29,2009-12-30,2010-12-29,1.2545176832574936,-0.30511264425108653,1.5864824499706542,0.5847683035419873,-0.3014338401636162,2.7130103330861233,1.5864824499706542
18,2007-12-31,2010-12-29,2010-12-30,2011-12-28,1.8154063592572043,-0.3014338401636163,0.5751330985218612,0.5828400473441838,-0.33276645385194215,0.9867769058467402,0.5751330985218612
19,2008-12-30,2011-12-28,2011-12-29,2012-12-31,1.5096885068830277,-0.3327664538519425,1.0132480778742283,0.6322171827747266,-0.3809373463286534,1.602689875379853,1.0132480778742283
20,2009-12-30,2012-12-31,2013-01-02,2013-12-31,1.0167002967006136,-0.3809373463286533,5.052055438304759,0.4751874095862966,-0.16004831212738657,10.631711481377703,5.052055438304759
21,2010-12-30,2013-12-31,2014-01-02,2014-12-31,1.6773541149009445,-0.3809373463286535,0.9235205581663388,0.4171570019928009,-0.2166013098715308,2.2138440773008443,0.9235205581663388
22,2011-12-29,2014-12-31,2015-01-02,2015-12-31,1.86175428000438,-0.3809373463286534,0.19284039252857466,0.41658804143679357,-0.2207221529586978,0.46290429236393044,0.19284039252857466
23,2013-01-02,2015-12-31,2016-01-04,2016-12-30,1.4035916630034317,-0.2207221529586978,1.1127569228165846,0.4575987376073728,-0.21750603376558175,2.431730753093441,1.1127569228165846
24,2014-01-02,2016-12-30,2017-01-03,2018-01-02,0.692425528408531,-0.29100901713674354,0.8758969421892784,0.4387863776718697,-0.24971732004225022,1.996180799496665,0.8758969421892784
25,2015-01-02,2018-01-02,2018-01-03,2019-01-03,0.6783413011503363,-0.29100901713674376,-0.0989446636256458,0.6174589138620642,-0.4957203814894846,-0.16024493517596106,-0.0989446636256458
26,2016-01-04,2019-01-03,2019-01-04,2020-01-03,0.5285160053353712,-0.49572038148948483,2.7955124892537264,0.5405393780219839,-0.30427706657319487,5.1717092277040955,2.7955124892537264
27,2017-01-03,2020-01-03,2020-01-06,2021-01-04,0.8581336763918244,-0.4957203814894846,5.7999685705257455,0.8862015685919153,-0.4962479572623473,6.544750964209316,5.7999685705257455
28,2018-01-03,2021-01-04,2021-01-05,2022-01-03,1.8543655936036152,-0.49624795726234716,3.3269722815727176,0.6002340532916737,-0.304332194441595,5.542791621581042,3.3269722815727176
29,2019-01-04,2022-01-03,2022-01-04,2023-01-04,3.8156377966128066,-0.4962479572623473,-0.6655968484737359,0.5252615847612814,-0.6729657298251956,-1.2671721439066088,-0.6655968484737359
30,2020-01-06,2023-01-04,2023-01-05,2024-01-05,1.1428270830347076,-0.6963385654929706,1.0741926920217826,0.5725710406452558,-0.2541884394049002,1.876086312034271,1.0741926920217826
31,2021-01-05,2024-01-05,2024-01-08,2025-01-07,0.4424514066457088,-0.6963385654929708,1.6532618589468542,0.5701770349464008,-0.34825610009967034,2.899558834568404,1.6532618589468542
32,2022-01-04,2025-01-07,2025-01-08,2026-01-09,0.22546202715576436,-0.6729657298251956,1.9493051392772394,0.6155252351623375,-0.26534876680625963,3.1668971927091394,1.9493051392772394
