split_id,train_years,test_years,selected_train_cagr,selected_test_cagr,selected_test_rank,selected_test_rank_pct,is_oos_below_median,is_oos_loss
1056,"2011,2014,2015,2016,2018,2019,2021,2025","2010,2012,2013,2017,2020,2022,2023,2024",1.5623817888608769,1.0954950571060524,124,0.5740740740740741,True,False
1057,"2010,2011,2012,2014,2018,2019,2021,2024","2013,2015,2016,2017,2020,2022,2023,2025",1.7956128699588083,1.403868352306524,2,0.009259259259259259,False,False
1058,"2012,2015,2017,2018,2020,2021,2023,2024","2010,2011,2013,2014,2016,2019,2022,2025",1.6156054784051865,1.4389393679628224,8,0.037037037037037035,False,False
1059,"2010,2011,2014,2015,2016,2019,2021,2024","2012,2013,2017,2018,2020,2022,2023,2025",2.0507073382850898,1.1086536322106761,6,0.027777777777777776,False,False
1060,"2010,2011,2013,2017,2018,2020,2022,2024","2012,2014,2015,2016,2019,2021,2023,2025",1.4386906278610119,1.572837996949925,25,0.11574074074074074,False,False
1061,"2011,2012,2013,2016,2018,2022,2023,2024","2010,2014,2015,2017,2019,2020,2021,2025",0.902053912248898,2.366957299647213,3,0.013888888888888888,False,False
1062,"2010,2015,2016,2017,2018,2022,2023,2025","2011,2012,2013,2014,2019,2020,2021,2024",0.7813405967616001,2.7451417557746116,4,0.018518518518518517,False,False
1063,"2014,2015,2016,2017,2018,2019,2023,2025","2010,2011,2012,2013,2020,2021,2022,2024",1.2852497441607857,1.9422976909921132,2,0.009259259259259259,False,False
1064,"2012,2016,2017,2018,2022,2023,2024,2025","2010,2011,2013,2014,2015,2019,2020,2021",0.6993765782198147,2.965786328470898,1,0.004629629629629629,False,False
1065,"2012,2013,2015,2017,2019,2020,2024,2025","2010,2011,2014,2016,2018,2021,2022,2023",2.2928623491483693,1.0319755220390374,5,0.023148148148148147,False,False
1066,"2011,2012,2013,2018,2021,2022,2023,2024","2010,2014,2015,2016,2017,2019,2020,2025",1.0502396501278675,2.120772174881494,3,0.013888888888888888,False,False
1067,"2011,2012,2013,2014,2015,2016,2018,2019","2010,2017,2020,2021,2022,2023,2024,2025",1.4296456424599064,1.7659276920216826,1,0.004629629629629629,False,False
1068,"2012,2013,2014,2016,2018,2020,2022,2023","2010,2011,2015,2017,2019,2021,2024,2025",1.199507600166272,1.906921976886295,6,0.027777777777777776,False,False
1069,"2011,2014,2017,2018,2019,2020,2023,2025","2010,2012,2013,2015,2016,2021,2022,2024",1.9129770539325999,1.1165457162597043,21,0.09722222222222222,False,False
1070,"2010,2011,2012,2017,2019,2021,2022,2023","2013,2014,2015,2016,2018,2020,2024,2025",1.3696671922303785,1.8291590984007464,3,0.013888888888888888,False,False
1071,"2010,2012,2015,2016,2020,2021,2022,2024","2011,2013,2014,2017,2018,2019,2023,2025",1.4849752775575458,1.5678121405760859,13,0.06018518518518518,False,False
1072,"2011,2013,2014,2015,2018,2020,2021,2023","2010,2012,2016,2017,2019,2022,2024,2025",2.0880637750711033,1.0256110397389175,9,0.041666666666666664,False,False
1073,"2010,2011,2014,2016,2019,2020,2022,2023","2012,2013,2015,2017,2018,2021,2024,2025",1.7124602560621716,1.4764817199384441,1,0.004629629629629629,False,False
1074,"2011,2014,2015,2016,2022,2023,2024,2025","2010,2012,2013,2017,2018,2019,2020,2021",0.9844595152928726,1.4974679496991463,191,0.8842592592592593,True,False
1075,"2013,2015,2016,2018,2020,2021,2022,2023","2010,2011,2012,2014,2017,2019,2024,2025",1.3842747840465877,1.6343759605976342,11,0.05092592592592592,False,False
1076,"2012,2013,2015,2016,2019,2020,2022,2025","2010,2011,2014,2017,2018,2021,2023,2024",1.6170122272320584,1.35909670049048,61,0.2824074074074074,False,False
1077,"2012,2013,2014,2016,2018,2020,2021,2025","2010,2011,2015,2017,2019,2022,2023,2024",2.2251803645042227,1.0752256828460838,1,0.004629629629629629,False,False
1078,"2010,2012,2013,2014,2015,2019,2020,2023","2011,2016,2017,2018,2021,2022,2024,2025",2.6136854525403277,0.8658580044031008,28,0.12962962962962962,False,False
1079,"2010,2011,2015,2018,2019,2020,2022,2024","2012,2013,2014,2016,2017,2021,2023,2025",1.25381611456101,1.9742633869669763,2,0.009259259259259259,False,False
1080,"2013,2014,2015,2018,2020,2021,2023,2024","2010,2011,2012,2016,2017,2019,2022,2025",2.066385832276035,0.9277147864856543,33,0.1527777777777778,False,False
1081,"2011,2013,2016,2018,2020,2021,2022,2025","2010,2012,2014,2015,2017,2019,2023,2024",1.6580469354984841,1.2200327766564842,77,0.35648148148148145,False,False
1082,"2015,2016,2019,2020,2022,2023,2024,2025","2010,2011,2012,2013,2014,2017,2018,2021",1.4707377426069437,1.500790858294693,21,0.09722222222222222,False,False
1083,"2010,2012,2014,2015,2016,2021,2022,2025","2011,2013,2017,2018,2019,2020,2023,2024",1.0803789579459244,2.2166056068399467,1,0.004629629629629629,False,False
1084,"2011,2012,2015,2017,2020,2021,2022,2025","2010,2013,2014,2016,2018,2019,2023,2024",1.256138999054885,1.7419049244965987,21,0.09722222222222222,False,False
1085,"2011,2012,2014,2015,2017,2019,2023,2024","2010,2013,2016,2018,2020,2021,2022,2025",1.3612727798817659,1.5743276190270423,16,0.07407407407407407,False,False
1086,"2011,2013,2017,2018,2019,2020,2021,2025","2010,2012,2014,2015,2016,2022,2023,2024",2.586332905836018,0.7131993491540876,38,0.17592592592592593,False,False
1087,"2010,2012,2014,2018,2020,2021,2023,2025","2011,2013,2015,2016,2017,2019,2022,2024",2.2335524708209307,1.0835776049498307,6,0.027777777777777776,False,False
1088,"2010,2013,2014,2015,2016,2020,2022,2023","2011,2012,2017,2018,2019,2021,2024,2025",1.6029490394998218,1.412356574634408,29,0.13425925925925927,False,False
1089,"2012,2014,2015,2018,2019,2020,2022,2024","2010,2011,2013,2016,2017,2021,2023,2025",0.9618703211370216,2.059941978425088,31,0.14351851851851852,False,False
1090,"2011,2012,2014,2015,2016,2021,2022,2023","2010,2013,2017,2018,2019,2020,2024,2025",0.8945569845925845,1.8898506802118704,83,0.38425925925925924,False,False
1091,"2011,2012,2016,2017,2018,2021,2022,2025","2010,2013,2014,2015,2019,2020,2023,2024",0.8381893985924354,2.3723130373768884,18,0.08333333333333333,False,False
1092,"2011,2013,2014,2015,2016,2017,2021,2022","2010,2012,2018,2019,2020,2023,2024,2025",1.124498042654067,1.5739557854696615,103,0.47685185185185186,False,False
1093,"2010,2012,2014,2017,2021,2022,2023,2024","2011,2013,2015,2016,2018,2019,2020,2025",1.096523965164332,2.1915364637846486,1,0.004629629629629629,False,False
1094,"2012,2013,2016,2019,2020,2021,2022,2024","2010,2011,2014,2015,2017,2018,2023,2025",1.9665371524643454,1.0767165224708597,37,0.1712962962962963,False,False
1095,"2010,2012,2014,2015,2017,2019,2020,2025","2011,2013,2016,2018,2021,2022,2023,2024",2.1525390552041967,1.1354334142881068,8,0.037037037037037035,False,False
1096,"2010,2012,2015,2018,2019,2023,2024,2025","2011,2013,2014,2016,2017,2020,2021,2022",1.6132143239961745,1.569498755398091,18,0.08333333333333333,False,False
1097,"2011,2012,2014,2015,2017,2020,2022,2024","2010,2013,2016,2018,2019,2021,2023,2025",0.9848663626123473,1.6746701698111406,131,0.6064814814814815,True,False
1098,"2010,2012,2016,2017,2021,2022,2024,2025","2011,2013,2014,2015,2018,2019,2020,2023",1.2307024578467352,2.00252110340677,1,0.004629629629629629,False,False
1099,"2014,2016,2017,2018,2020,2022,2023,2024","2010,2011,2012,2013,2015,2019,2021,2025",1.0384808589840868,1.6428335361617612,106,0.49074074074074076,False,False
1100,"2012,2016,2017,2020,2021,2023,2024,2025","2010,2011,2013,2014,2015,2018,2019,2022",2.344606418002447,0.8406209895719219,35,0.16203703703703703,False,False
1101,"2010,2011,2012,2015,2018,2020,2023,2025","2013,2014,2016,2017,2019,2021,2022,2024",1.8405476315429579,1.366973148766835,4,0.018518518518518517,False,False
1102,"2010,2013,2016,2019,2020,2022,2023,2025","2011,2012,2014,2015,2017,2018,2021,2024",2.261703474666883,1.0649416062348354,15,0.06944444444444445,False,False
1103,"2010,2011,2012,2015,2016,2018,2022,2025","2013,2014,2017,2019,2020,2021,2023,2024",0.7618885987492965,2.7872262782040655,1,0.004629629629629629,False,False
1104,"2014,2015,2016,2019,2020,2021,2022,2024","2010,2011,2012,2013,2017,2018,2023,2025",1.4859556513713925,1.0821984315923738,138,0.6388888888888888,True,False
1105,"2013,2014,2017,2018,2020,2021,2024,2025","2010,2011,2012,2015,2016,2019,2022,2023",2.1535303420981924,1.1226254697955835,1,0.004629629629629629,False,False
1106,"2010,2011,2014,2017,2019,2020,2021,2022","2012,2013,2015,2016,2018,2023,2024,2025",1.7463303661409348,1.4461612002248816,1,0.004629629629629629,False,False
1107,"2011,2012,2014,2017,2018,2019,2021,2024","2010,2013,2015,2016,2020,2022,2023,2025",1.4300980874570133,1.7652247736599578,1,0.004629629629629629,False,False
1108,"2010,2013,2014,2016,2018,2021,2024,2025","2011,2012,2015,2017,2019,2020,2022,2023",2.092649786753873,1.1758249267086769,4,0.018518518518518517,False,False
1109,"2010,2011,2014,2017,2020,2021,2023,2024","2012,2013,2015,2016,2018,2019,2022,2025",2.5507279968192225,0.6784978691617436,65,0.30092592592592593,False,False
1110,"2013,2014,2016,2018,2019,2021,2024,2025","2010,2011,2012,2015,2017,2020,2022,2023",2.054744113113198,1.1923235982182083,2,0.009259259259259259,False,False
1111,"2010,2011,2012,2015,2017,2023,2024,2025","2013,2014,2016,2018,2019,2020,2021,2022",1.5609855416112648,1.6210081436605308,1,0.004629629629629629,False,False
1112,"2010,2011,2012,2013,2015,2018,2020,2021","2014,2016,2017,2019,2022,2023,2024,2025",2.2768406097544114,0.9537294809696377,49,0.22685185185185186,False,False
1113,"2011,2017,2018,2019,2020,2021,2023,2024","2010,2012,2013,2014,2015,2016,2022,2025",2.1439132034100865,1.1292169021911862,1,0.004629629629629629,False,False
1114,"2012,2013,2016,2018,2020,2021,2022,2023","2010,2011,2014,2015,2017,2019,2024,2025",1.4818115342869782,1.5721904913607068,11,0.05092592592592592,False,False
1115,"2010,2011,2014,2018,2019,2020,2023,2024","2012,2013,2015,2016,2017,2021,2022,2025",2.2115169214069788,1.0958687317909797,2,0.009259259259259259,False,False
1116,"2011,2012,2014,2017,2019,2020,2022,2023","2010,2013,2015,2016,2018,2021,2024,2025",1.3398500852957982,1.3532520812604814,160,0.7407407407407407,True,False
1117,"2011,2013,2014,2015,2019,2021,2022,2025","2010,2012,2016,2017,2018,2020,2023,2024",1.3976044827054457,1.5782590044930416,22,0.10185185185185185,False,False
1118,"2010,2014,2017,2019,2020,2022,2023,2025","2011,2012,2013,2015,2016,2018,2021,2024",1.6740777681268004,1.5118352190545248,4,0.018518518518518517,False,False
1119,"2010,2011,2013,2017,2019,2020,2021,2022","2012,2014,2015,2016,2018,2023,2024,2025",2.1760454870051174,1.1185684512443297,1,0.004629629629629629,False,False
1120,"2013,2014,2017,2018,2019,2021,2023,2024","2010,2011,2012,2015,2016,2020,2022,2025",1.8550316182301536,1.348310927566569,1,0.004629629629629629,False,False
1121,"2010,2011,2015,2019,2020,2021,2022,2025","2012,2013,2014,2016,2017,2018,2023,2024",1.8537504642766955,1.3552978176722772,2,0.009259259259259259,False,False
1122,"2012,2013,2014,2015,2018,2019,2022,2024","2010,2011,2016,2017,2020,2021,2023,2025",0.8051198882570627,2.7382678686927657,1,0.004629629629629629,False,False
1123,"2010,2013,2019,2021,2022,2023,2024,2025","2011,2012,2014,2015,2016,2017,2018,2020",1.9574160015737534,1.2745977190911901,10,0.046296296296296294,False,False
1124,"2010,2012,2014,2015,2017,2023,2024,2025","2011,2013,2016,2018,2019,2020,2021,2022",1.475988841083809,1.7094396088050101,3,0.013888888888888888,False,False
1125,"2013,2015,2016,2017,2018,2021,2024,2025","2010,2011,2012,2014,2019,2020,2022,2023",1.5840154820295158,1.4842084515898386,3,0.013888888888888888,False,False
1126,"2010,2012,2013,2018,2022,2023,2024,2025","2011,2014,2015,2016,2017,2019,2020,2021",1.149544909659638,2.1129042190199403,14,0.06481481481481481,False,False
1127,"2010,2011,2013,2014,2017,2020,2021,2022","2012,2015,2016,2018,2019,2023,2024,2025",1.894492684087795,1.1718167382872853,21,0.09722222222222222,False,False
1128,"2011,2017,2020,2021,2022,2023,2024,2025","2010,2012,2013,2014,2015,2016,2018,2019",1.6245964669256856,0.8814350710317556,186,0.8611111111111112,True,False
1129,"2011,2013,2015,2019,2020,2021,2022,2023","2010,2012,2014,2016,2017,2018,2024,2025",1.8489840480604722,1.1638168596638847,18,0.08333333333333333,False,False
1130,"2010,2011,2016,2018,2019,2020,2021,2022","2012,2013,2014,2015,2017,2023,2024,2025",1.680983115092928,1.5051240891707023,1,0.004629629629629629,False,False
1131,"2010,2013,2017,2018,2020,2022,2024,2025","2011,2012,2014,2015,2016,2019,2021,2023",1.4755683784678357,1.7102574787570508,1,0.004629629629629629,False,False
1132,"2010,2013,2014,2016,2017,2022,2023,2024","2011,2012,2015,2018,2019,2020,2021,2025",1.2467306961835378,1.8531516307221172,7,0.032407407407407406,False,False
1133,"2010,2011,2014,2015,2017,2021,2023,2024","2012,2013,2016,2018,2019,2020,2022,2025",1.785518259029904,1.15051747886737,51,0.2361111111111111,False,False
1134,"2010,2014,2015,2018,2020,2022,2023,2024","2011,2012,2013,2016,2017,2019,2021,2025",1.0543845451999325,1.8816809942504547,47,0.2175925925925926,False,False
1135,"2011,2013,2015,2017,2018,2019,2020,2022","2010,2012,2014,2016,2021,2023,2024,2025",1.1896896570403381,2.074388348776708,1,0.004629629629629629,False,False
1136,"2010,2011,2013,2014,2018,2019,2021,2022","2012,2015,2016,2017,2020,2023,2024,2025",1.400740385868683,1.7939604797027267,1,0.004629629629629629,False,False
1137,"2012,2014,2016,2019,2020,2021,2023,2025","2010,2011,2013,2015,2017,2018,2022,2024",2.6739345618301638,0.6730659944703152,55,0.25462962962962965,False,False
1138,"2013,2014,2015,2016,2017,2021,2022,2023","2010,2011,2012,2018,2019,2020,2024,2025",1.1257876912586733,1.7963939918614886,29,0.13425925925925927,False,False
1139,"2010,2013,2014,2017,2018,2019,2020,2022","2011,2012,2015,2016,2021,2023,2024,2025",1.5160397233316578,1.6674188439142918,3,0.013888888888888888,False,False
1140,"2010,2014,2015,2017,2019,2020,2024,2025","2011,2012,2013,2016,2018,2021,2022,2023",2.2490594724119313,1.0719386898537993,2,0.009259259259259259,False,False
1141,"2011,2012,2015,2017,2019,2021,2022,2023","2010,2013,2014,2016,2018,2020,2024,2025",1.003920536930703,2.0911301129328264,13,0.06018518518518518,False,False
1142,"2010,2011,2012,2015,2017,2018,2023,2025","2013,2014,2016,2019,2020,2021,2022,2024",1.2870043260316462,1.9290448224147547,4,0.018518518518518517,False,False
1143,"2010,2013,2014,2018,2019,2021,2022,2024","2011,2012,2015,2016,2017,2020,2023,2025",1.4056037058416573,1.7883794099449273,3,0.013888888888888888,False,False
1144,"2010,2014,2016,2018,2020,2022,2023,2025","2011,2012,2013,2015,2017,2019,2021,2024",1.3049065292402728,1.9077047111152319,2,0.009259259259259259,False,False
1145,"2013,2015,2018,2019,2020,2022,2024,2025","2010,2011,2012,2014,2016,2017,2021,2023",1.3718426383815503,1.8343670364644091,1,0.004629629629629629,False,False
1146,"2010,2014,2015,2016,2018,2023,2024,2025","2011,2012,2013,2017,2019,2020,2021,2022",1.4041846620268648,1.7893867880895922,4,0.018518518518518517,False,False
1147,"2011,2012,2015,2020,2021,2022,2023,2025","2010,2013,2014,2016,2017,2018,2019,2024",1.4020394338495579,1.573158841833275,26,0.12037037037037036,False,False
1148,"2012,2013,2016,2017,2018,2020,2021,2023","2010,2011,2014,2015,2019,2022,2024,2025",2.176767403026877,1.0030055868273644,11,0.05092592592592592,False,False
1149,"2011,2016,2017,2019,2021,2023,2024,2025","2010,2012,2013,2014,2015,2018,2020,2022",2.2132823645961723,0.9162743513402487,40,0.18518518518518517,False,False
1150,"2013,2016,2018,2019,2020,2022,2023,2025","2010,2011,2012,2014,2015,2017,2021,2024",1.6390660708843177,1.5433518829691701,5,0.023148148148148147,False,False
1151,"2015,2018,2019,2020,2021,2022,2023,2024","2010,2011,2012,2013,2014,2016,2017,2025",1.2829146236999103,1.946479119063528,1,0.004629629629629629,False,False
1152,"2011,2013,2014,2015,2020,2021,2024,2025","2010,2012,2016,2017,2018,2019,2022,2023",2.5356138932188412,0.6605490459441641,39,0.18055555555555555,False,False
1153,"2010,2014,2017,2020,2021,2022,2024,2025","2011,2012,2013,2015,2016,2018,2019,2023",1.6421233874040282,1.26568294375772,43,0.19907407407407407,False,False
1154,"2013,2015,2018,2019,2020,2022,2023,2024","2010,2011,2012,2014,2016,2017,2021,2025",1.335699335008707,1.878895594440667,1,0.004629629629629629,False,False
1155,"2010,2011,2012,2015,2019,2020,2024,2025","2013,2014,2016,2017,2018,2021,2022,2023",2.40136270893375,0.9807788728867466,6,0.027777777777777776,False,False
1156,"2010,2013,2016,2017,2018,2021,2024,2025","2011,2012,2014,2015,2019,2020,2022,2023",2.0723435275133957,1.1903877422662301,4,0.018518518518518517,False,False
1157,"2010,2011,2012,2014,2019,2021,2023,2025","2013,2015,2016,2017,2018,2020,2022,2024",2.317245990592846,1.0318341037046546,11,0.05092592592592592,False,False
1158,"2010,2012,2014,2016,2018,2019,2020,2021","2011,2013,2015,2017,2022,2023,2024,2025",2.3686858808675537,0.9992243908747536,9,0.041666666666666664,False,False
1159,"2012,2013,2014,2016,2018,2019,2021,2024","2010,2011,2015,2017,2020,2022,2023,2025",1.85921373527776,1.3445931466606313,1,0.004629629629629629,False,False
1160,"2011,2014,2015,2017,2020,2021,2024,2025","2010,2012,2013,2016,2018,2019,2022,2023",2.1666948281268517,0.5538539110473355,200,0.9259259259259259,True,False
1161,"2010,2012,2013,2014,2017,2019,2020,2021","2011,2015,2016,2018,2022,2023,2024,2025",2.9910779209645444,0.6908730861349521,21,0.09722222222222222,False,False
1162,"2010,2011,2012,2013,2018,2020,2022,2025","2014,2015,2016,2017,2019,2021,2023,2024",1.5003848286108545,1.6836361999873413,9,0.041666666666666664,False,False
1163,"2014,2017,2018,2020,2021,2022,2023,2024","2010,2011,2012,2013,2015,2016,2019,2025",1.2068843481308869,1.4384303729056582,109,0.5046296296296297,True,False
1164,"2012,2014,2015,2017,2018,2019,2020,2024","2010,2011,2013,2016,2021,2022,2023,2025",1.503037059181175,1.3895473997778467,33,0.1527777777777778,False,False
1165,"2010,2012,2013,2015,2016,2018,2022,2025","2011,2014,2017,2019,2020,2021,2023,2024",0.9707003808531687,2.3919696925825464,10,0.046296296296296294,False,False
1166,"2010,2012,2013,2014,2017,2020,2021,2024","2011,2015,2016,2018,2019,2022,2023,2025",2.6695148731998195,0.7470204964046729,21,0.09722222222222222,False,False
1167,"2010,2011,2012,2015,2017,2018,2019,2023","2013,2014,2016,2020,2021,2022,2024,2025",1.4092961894139862,1.7833574077855694,15,0.06944444444444445,False,False
1168,"2011,2012,2013,2016,2018,2020,2024,2025","2010,2014,2015,2017,2019,2021,2022,2023",2.085718695776717,0.9961141657996142,39,0.18055555555555555,False,False
1169,"2010,2011,2012,2013,2017,2019,2020,2023","2014,2015,2016,2018,2021,2022,2024,2025",2.86776515395101,0.7455094052805795,31,0.14351851851851852,False,False
1170,"2010,2014,2016,2017,2018,2021,2022,2025","2011,2012,2013,2015,2019,2020,2023,2024",0.9924999805427599,1.9922217678565532,49,0.22685185185185186,False,False
1171,"2010,2011,2012,2013,2016,2017,2024,2025","2014,2015,2018,2019,2020,2021,2022,2023",2.0537061418488713,1.2039267164157486,1,0.004629629629629629,False,False
1172,"2010,2011,2014,2016,2019,2020,2021,2023","2012,2013,2015,2017,2018,2022,2024,2025",2.9612942941716662,0.7027184114916194,1,0.004629629629629629,False,False
1173,"2013,2015,2019,2020,2021,2022,2023,2025","2010,2011,2012,2014,2016,2017,2018,2024",1.9677370181903604,1.0766114247787018,41,0.18981481481481483,False,False
1174,"2011,2015,2016,2017,2019,2022,2024,2025","2010,2012,2013,2014,2018,2020,2021,2023",1.0085372182601495,1.4642077979241903,198,0.9166666666666666,True,False
1175,"2013,2016,2017,2019,2020,2021,2023,2025","2010,2011,2012,2014,2015,2018,2022,2024",3.190430562059353,0.4635495228924724,63,0.2916666666666667,False,False
1176,"2010,2012,2016,2018,2020,2021,2023,2024","2011,2013,2014,2015,2017,2019,2022,2025",2.2791297358495135,0.9533884684150957,37,0.1712962962962963,False,False
1177,"2010,2013,2015,2017,2020,2022,2024,2025","2011,2012,2014,2016,2018,2019,2021,2023",1.567432511303518,1.6146321087146633,1,0.004629629629629629,False,False
1178,"2012,2013,2016,2017,2018,2020,2024,2025","2010,2011,2014,2015,2019,2021,2022,2023",1.9417442223908554,1.278421982273311,1,0.004629629629629629,False,False
1179,"2010,2015,2016,2017,2019,2020,2022,2023","2011,2012,2013,2014,2018,2021,2024,2025",1.5012368090147197,1.682922619672282,2,0.009259259259259259,False,False
1180,"2012,2016,2017,2020,2021,2022,2023,2025","2010,2011,2013,2014,2015,2018,2019,2024",1.5239680058419567,1.4474270412315349,39,0.18055555555555555,False,False
1181,"2011,2012,2014,2016,2017,2021,2023,2024","2010,2013,2015,2018,2019,2020,2022,2025",1.6578695807567883,1.0508015061504912,101,0.4675925925925926,False,False
1182,"2012,2013,2014,2016,2017,2018,2022,2024","2010,2011,2015,2019,2020,2021,2023,2025",0.7301717464863553,2.645233469124548,6,0.027777777777777776,False,False
1183,"2010,2011,2012,2015,2016,2019,2022,2025","2013,2014,2017,2018,2020,2021,2023,2024",1.1559724040767474,2.1054752974651745,7,0.032407407407407406,False,False
1184,"2010,2011,2014,2017,2018,2021,2022,2025","2012,2013,2015,2016,2019,2020,2023,2024",0.9751498075505443,2.2388470122704693,9,0.041666666666666664,False,False
1185,"2011,2012,2013,2014,2015,2018,2023,2024","2010,2016,2017,2019,2020,2021,2022,2025",1.249713224413521,1.7937896728665872,5,0.023148148148148147,False,False
1186,"2013,2014,2016,2017,2018,2021,2023,2024","2010,2011,2012,2015,2019,2020,2022,2025",1.713631923699464,1.1830862924816432,34,0.1574074074074074,False,False
1187,"2010,2013,2014,2015,2020,2022,2023,2025","2011,2012,2016,2017,2018,2019,2021,2024",1.6398679165764607,1.5438508936866921,1,0.004629629629629629,False,False
1188,"2011,2015,2017,2019,2020,2022,2023,2024","2010,2012,2013,2014,2016,2018,2021,2025",1.2633688642355225,1.4340079657558782,84,0.3888888888888889,False,False
1189,"2012,2013,2016,2017,2018,2019,2023,2025","2010,2011,2014,2015,2020,2021,2022,2024",1.761428970232326,1.42967969301192,6,0.027777777777777776,False,False
1190,"2014,2015,2017,2018,2020,2022,2024,2025","2010,2011,2012,2013,2016,2019,2021,2023",0.9002164578324907,1.8379442885567894,101,0.4675925925925926,False,False
1191,"2012,2014,2015,2018,2019,2021,2024,2025","2010,2011,2013,2016,2017,2020,2022,2023",1.4412580040618002,1.7522395620282385,4,0.018518518518518517,False,False
1192,"2011,2012,2014,2015,2021,2023,2024,2025","2010,2013,2016,2017,2018,2019,2020,2022",1.5877839818355541,1.386315145851841,12,0.05555555555555555,False,False
1193,"2012,2013,2014,2016,2017,2020,2021,2025","2010,2011,2015,2018,2019,2022,2023,2024",2.5231116459944998,0.7450296947052868,30,0.1388888888888889,False,False
1194,"2010,2011,2015,2016,2022,2023,2024,2025","2012,2013,2014,2017,2018,2019,2020,2021",1.0839559193157111,2.0721966996506866,8,0.037037037037037035,False,False
1195,"2010,2011,2012,2013,2014,2017,2018,2019","2015,2016,2020,2021,2022,2023,2024,2025",1.742523016656019,1.4499326094752525,12,0.05555555555555555,False,False
1196,"2010,2011,2012,2017,2018,2020,2021,2023","2013,2014,2015,2016,2019,2022,2024,2025",2.103633231145094,1.0626834086021981,28,0.12962962962962962,False,False
1197,"2011,2012,2016,2018,2019,2021,2022,2025","2010,2013,2014,2015,2017,2020,2023,2024",1.0923851183911881,1.9588942162240572,32,0.14814814814814814,False,False
1198,"2011,2013,2016,2018,2020,2021,2022,2023","2010,2012,2014,2015,2017,2019,2024,2025",1.6032809458003876,1.409548331907712,17,0.0787037037037037,False,False
1199,"2010,2012,2013,2016,2017,2021,2023,2024","2011,2014,2015,2018,2019,2020,2022,2025",2.2854706290170466,1.050691260606348,1,0.004629629629629629,False,False
1200,"2010,2011,2012,2013,2015,2016,2017,2024","2014,2018,2019,2020,2021,2022,2023,2025",1.7399775789977618,1.3458210788910545,5,0.023148148148148147,False,False
1201,"2011,2015,2016,2019,2020,2021,2023,2024","2010,2012,2013,2014,2017,2018,2022,2025",2.4328848060509407,0.946278181154834,1,0.004629629629629629,False,False
1202,"2010,2012,2013,2015,2017,2018,2020,2023","2011,2014,2016,2019,2021,2022,2024,2025",1.9484577109717538,1.1695821090933807,60,0.2777777777777778,False,False
1203,"2012,2014,2015,2019,2021,2023,2024,2025","2010,2011,2013,2016,2017,2018,2020,2022",1.7865807954947512,1.407175186460842,4,0.018518518518518517,False,False
1204,"2011,2012,2016,2017,2019,2021,2022,2025","2010,2013,2014,2015,2018,2020,2023,2024",1.304876629685063,1.6829695945743572,60,0.2777777777777778,False,False
1205,"2010,2012,2016,2019,2020,2022,2023,2025","2011,2013,2014,2015,2017,2018,2021,2024",1.8351385099019795,1.3714172444789758,20,0.09259259259259259,False,False
1206,"2015,2017,2019,2020,2021,2022,2024,2025","2010,2011,2012,2013,2014,2016,2018,2023",1.5013045478879259,1.469785930063944,17,0.0787037037037037,False,False
1207,"2010,2012,2018,2019,2020,2021,2024,2025","2011,2013,2014,2015,2016,2017,2022,2023",2.5843561312220054,0.8815302742331477,20,0.09259259259259259,False,False
1208,"2014,2017,2019,2020,2022,2023,2024,2025","2010,2011,2012,2013,2015,2016,2018,2021",1.4893254796352777,1.481858732457047,25,0.11574074074074074,False,False
1209,"2011,2012,2013,2018,2019,2020,2022,2025","2010,2014,2015,2016,2017,2021,2023,2024",1.5154176756126074,1.4557792159614191,72,0.3333333333333333,False,False
1210,"2010,2011,2012,2017,2018,2021,2023,2024","2013,2014,2015,2016,2019,2020,2022,2025",1.5958679780131613,1.5863735223060775,2,0.009259259259259259,False,False
1211,"2010,2012,2014,2017,2019,2020,2022,2025","2011,2013,2015,2016,2018,2021,2023,2024",1.539691862207893,1.6427155831803497,6,0.027777777777777776,False,False
1212,"2011,2015,2016,2018,2021,2022,2024,2025","2010,2012,2013,2014,2017,2019,2020,2023",0.9135675536612495,1.8178652988412676,118,0.5462962962962963,True,False
1213,"2012,2013,2014,2015,2018,2019,2020,2022","2010,2011,2016,2017,2021,2023,2024,2025",1.1432120206859318,2.1415414623545477,1,0.004629629629629629,False,False
1214,"2011,2013,2015,2016,2018,2021,2023,2024","2010,2012,2014,2017,2019,2020,2022,2025",1.7114197567235139,1.3120249516932816,8,0.037037037037037035,False,False
1215,"2010,2012,2014,2015,2017,2018,2019,2023","2011,2013,2016,2020,2021,2022,2024,2025",1.3293735833104456,1.8773138599246635,16,0.07407407407407407,False,False
1216,"2010,2013,2015,2016,2019,2020,2023,2025","2011,2012,2014,2017,2018,2021,2022,2024",3.0478264852488692,0.6681844786570585,17,0.0787037037037037,False,False
1217,"2011,2012,2013,2014,2015,2016,2018,2021","2010,2017,2019,2020,2022,2023,2024,2025",1.4762876695836935,1.5350362779270332,8,0.037037037037037035,False,False
1218,"2011,2012,2013,2014,2015,2018,2019,2021","2010,2016,2017,2020,2022,2023,2024,2025",1.6186423431044834,1.5633941658523969,1,0.004629629629629629,False,False
1219,"2011,2012,2013,2014,2017,2019,2022,2024","2010,2015,2016,2018,2020,2021,2023,2025",1.1323420835824032,1.90368795882672,20,0.09259259259259259,False,False
