Date,gspc_open_implied_rsi14,GSPC_OPEN,GSPC_SMA200_PREV_CLOSE,TQQQ_OPEN,base_target_regime_at_open,tqqq_running_drawdown_pct,selected_leg,action,strategy_return,strategy_equity
2010-03-26,67.79620546881337,1167.5799560546875,1055.2695977783203,0.2755760561890299,above,1.6119798270951113,TQQQ,exit_uvix,0.0016149607936886134,1.3801477070524328
2010-03-29,67.88870883319825,1167.7099609375,1056.4067974853515,0.2772385178890121,above,1.0184365507433735,TQQQ,,0.013716039710269579,1.3990778678084015
2010-03-30,70.45936744234211,1173.75,1057.548447265625,0.2791488268082483,above,0.33640519039409567,UVIX,enter_uvix_high_rsi,-0.023283971171399576,1.3665017790678076
2010-03-31,68.65273213254297,1171.75,1058.683747253418,0.2766430813121662,above,1.231023328943781,TQQQ,exit_uvix,0.010643505653165075,1.3810461484783758
2010-04-01,67.2619164156747,1171.22998046875,1059.912297668457,0.2790744652516145,above,0.36295425432713024,TQQQ,,-0.00197798153883888,1.378314464692401
2010-04-05,70.6238940743174,1178.7099609375,1061.242947692871,0.2774615473895696,above,0.9388090558751339,UVIX,enter_uvix_high_rsi,-0.08267684121182761,1.2643597785550622
2010-04-06,72.50948036313265,1186.010009765625,1062.6265972900392,0.2812571955398377,above,0.0,UVIX,,-0.06410208764479652,1.18331167721557
2010-04-07,73.36974312601969,1188.22998046875,1063.9819470214843,0.2846070697167064,above,0.0,UVIX,,0.03501441607363298,1.2247446446263845
2010-04-08,67.04644152163763,1181.75,1065.288046875,0.2810837925093422,above,1.2379443739297336,TQQQ,exit_uvix,0.058291834783241736,1.296137257102606
2010-04-09,69.92047396119202,1187.469970703125,1066.7550466918944,0.285921805492033,above,0.0,UVIX,enter_uvix_high_rsi,-0.01328009280756981,1.2789244340369343
2010-04-12,72.85692306176897,1194.93994140625,1068.2513967895509,0.2911075866955647,above,0.0,UVIX,,0.0007274749143857395,1.2798548194800912
2010-04-13,72.84916717108857,1195.93994140625,1069.7290966796875,0.2903387684031547,above,0.26410108411705213,UVIX,,0.0036129068826957766,1.2844788157662421
2010-04-14,74.30749867670012,1198.68994140625,1071.114296875,0.2998909400037151,above,0.0,UVIX,,-0.04305982024819033,1.2291693888467394
2010-04-15,78.33122397440651,1210.77001953125,1072.573046875,0.3057712315459674,above,0.0,UVIX,,0.004175917570484522,1.2343022988947263
2010-04-16,76.8886363631673,1210.1700439453125,1073.9952471923827,0.306911742306367,above,0.0,UVIX,,0.07635671953464263,1.3285495733523955
2010-04-19,60.88063885294641,1192.06005859375,1075.3592971801759,0.2963429673345857,above,3.44358768822578,TQQQ,exit_uvix,0.09377706804013153,1.4531370570873507
2010-04-20,64.06172467864843,1199.0400390625,1076.7302471923829,0.3033141251635642,above,1.1721992504319156,TQQQ,,0.014785054735754644,1.4746217680149407
2010-04-21,67.3140171290026,1207.1600341796875,1078.2839974975586,0.309243981226011,above,0.0,TQQQ,,0.017599911740855623,1.5005749809831481
2010-04-22,63.568878187315875,1202.52001953125,1079.8200973510743,0.2994193308256137,above,3.1769900133373663,TQQQ,,0.014802817999693518,1.5227877193215351
2010-04-23,66.76496779077948,1207.8699951171875,1081.4582974243165,0.3132883545227196,above,0.0,TQQQ,,0.013238130767937228,1.5429465822817225
2010-04-26,70.61925629618503,1217.0699462890625,1083.1468975830078,0.3173575755928351,above,0.0,UVIX,enter_uvix_high_rsi,-0.02106538152633497,1.5104438238512035
2010-04-27,64.57722705183807,1209.9200439453125,1084.7937478637696,0.3117259213233566,above,1.7745454032280228,TQQQ,exit_uvix,-0.07786914009938639,1.3928268621194813
2010-04-28,49.00483312842423,1184.5899658203125,1086.3166476440429,0.2998908962089435,above,5.503785233821268,TQQQ,,0.002351390562511435,1.3961019420582814
2010-04-29,53.196361982142285,1193.300048828125,1087.7681976318358,0.3001634026634915,above,5.417917910805903,TQQQ,,0.0510412680829293,1.4673607555539765
2010-04-30,58.74626615816405,1206.77001953125,1089.272897644043,0.3106836160410073,above,2.102977860024491,TQQQ,,-0.058927174243170954,1.3808933326338564
2010-05-03,50.15818684189317,1188.5799560546875,1090.5429473876952,0.2962437863637162,above,6.6529967623043635,TQQQ,,0.04084008420627527,1.437289132618507
2010-05-04,53.25216937767974,1197.5,1091.8505474853516,0.2932407766183118,above,7.59925107490258,TQQQ,,-0.08840672023511842,1.3102231143741268
2010-05-05,43.49478287655045,1169.239990234375,1093.0166473388672,0.2691250195905832,above,15.198173830308537,TQQQ,,-0.016432503518346797,1.2886928684373546
2010-05-06,42.05126539850304,1164.3800048828125,1094.090347290039,0.2676358334018413,above,15.667419344917743,TQQQ,,-0.09796646813242393,1.1624441796091045
2010-05-07,33.140155447297076,1127.0400390625,1094.9581973266602,0.2399720424199286,above,24.384334619505342,TQQQ,,-0.07277244987396725,1.077850268817216
2010-05-10,34.61904317244988,1122.27001953125,1095.7422473144532,0.2574139024773716,above,18.888370004556098,TQQQ,,0.1491521246758123,1.2386139264936993
2010-05-11,45.19846528296013,1156.3900146484375,1096.6594473266603,0.2552311292096585,above,19.57616618009581,TQQQ,,-0.0006602713727821286,1.2377961051761062
2010-05-12,44.98073436950152,1155.4300537109375,1097.5420974731446,0.2660733896663055,above,16.159748457470712,TQQQ,,0.05388133650285276,1.3044902136410206
2010-05-13,48.885940456091646,1170.0400390625,1098.4895477294922,0.2739629409800893,above,13.673735228057227,TQQQ,,-0.0452061455095466,1.245519239227385
2010-05-14,45.82735476271297,1157.18994140625,1099.3786474609376,0.2576377208808326,above,18.81784438277352,TQQQ,,-0.06153358949314469,1.1688779696549532
2010-05-17,41.43807588076074,1136.52001953125,1100.1812976074218,0.2502683303164811,above,21.13995393083935,TQQQ,,0.013515265897702022,1.1846756662168059
2010-05-18,42.13926676698403,1138.780029296875,1100.9322473144532,0.2573395332519116,above,18.91180389464713,TQQQ,,-0.038221865053618465,1.1393951527703616
2010-05-19,37.96622033325971,1119.5699462890625,1101.59884765625,0.2374415118868967,below,25.18170979742721,TQQQ,,-0.026392619682778395,1.1093235298348922
2010-05-20,35.535337475155,1107.3399658203125,1102.1609478759765,0.2209914723196527,below,30.365149813476854,TQQQ,,-0.10114980026884202,0.9971156763585661
2010-05-21,29.19167614004111,1067.260009765625,1102.4906475830078,0.1985619883109076,below,37.432724604104116,TQQQ,,0.007745685931241697,1.0048390212247573
2010-05-24,34.41091206597525,1084.780029296875,1102.9154974365235,0.2142431922421827,below,32.49154621818343,TQQQ,,0.008267576283516043,1.0131466044853865
2010-05-25,31.705178684114912,1067.4200439453125,1103.2983474731445,0.1988849909258826,below,37.3309458410254,TQQQ,,-0.00704667740587428,1.0060072871987211
2010-05-26,33.315174208139766,1075.510009765625,1103.6160977172851,0.2166250654993175,below,31.74101324203329,TQQQ,,-0.030937038954862994,0.9748844005657783
2010-05-27,34.066719942258715,1074.27001953125,1103.920347595215,0.2204950649400647,below,30.521568760987616,TQQQ,,0.10825904980759482,1.0804244594432761
2010-05-28,42.700315301344354,1102.5899658203125,1104.4638980102538,0.2306179736333846,below,27.33182020231214,TQQQ,,-0.01397251325075588,1.0653282143672642
2010-06-01,39.67026807071593,1087.300048828125,1104.8818981933593,0.2235219627238945,below,29.56778728021614,TQQQ,,-0.02767499915073368,1.0358452569393974
2010-06-02,37.37127862600245,1073.010009765625,1105.171798095703,0.2232990268929929,below,29.63803480163898,TQQQ,,0.07037175179171973,1.1087395022553668
2010-06-03,44.36868359714668,1098.8199462890625,1105.64324798584,0.2368461033692955,below,25.369324199411768,TQQQ,,0.025959396774312804,1.1375217109137679
2010-06-04,44.42615768522862,1098.4300537109375,1106.2587478637695,0.2260781492065235,below,28.762327861812796,TQQQ,,-0.09874536478592666,1.0251967146176764
2010-06-07,38.50820015848743,1065.8399658203125,1106.6347979736329,0.2195032844664128,below,30.83408075059405,TQQQ,,-0.05797682289749562,0.9657590662591929
2010-06-08,36.030269143234385,1050.81005859375,1106.904847717285,0.206253504703487,below,35.0091125701984,TQQQ,,-0.005573363519353891,0.9603765399108187
2010-06-09,39.3154322981399,1062.75,1107.1779977416993,0.2077674117157106,below,34.53207747519694,TQQQ,,-0.022053862433250693,0.9391965278155042
2010-06-10,38.90666233707114,1058.77001953125,1107.3257974243163,0.2061048184780168,below,35.0559638940379,TQQQ,,0.08297111856444817,1.0171227142802024
2010-06-11,45.26059205802117,1082.6500244140625,1107.6321475219727,0.2089831031525857,below,34.14901069804371,TQQQ,,0.02611557964999278,1.043685463538804
2010-06-14,48.09940452628364,1095.0,1107.9501473999023,0.2278893234365756,below,28.1916232782941,TQQQ,,0.000559581981285362,1.0442694911183297
2010-06-15,47.24104600141844,1091.2099609375,1108.2576974487304,0.2251101747531843,below,29.067338527315577,TQQQ,,0.0730525395934678,1.1205560294645018
2010-06-16,52.6431333186442,1114.02001953125,1108.6789474487305,0.237416767673048,below,25.189506748170377,TQQQ,,0.020152308431723442,1.1431378201852977
