method,method_label,candidate_id,parameters,delay,cagr,post_2008_cagr,volatility,max_drawdown,dotcom_max_drawdown,trailing_252_return,return_2026_ytd,ending_value_1000,average_tqqq_weight,weight_changes,total_turnover
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",1,0.3090701503922315,0.36547812049474837,0.5157820011103939,-0.889192025011745,-0.8891920250117451,0.5664174409837064,0.06580260888283984,3489348.131166504,0.7684638593729503,242,246.73114632107286
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",0,0.35683567346164824,0.4136341878893912,0.4809204851404469,-0.6561095403195096,-0.5938249281795019,0.46504862416257975,0.015829543454872974,10331886.625411032,0.7292404565131838,146,151.53237442814068
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",1,0.37351422976062487,0.41283552836232995,0.48327496926853547,-0.6406619194969545,-0.45538554717232793,0.510654033459178,0.0503564299159065,14958663.759547735,0.72910927456382,146,151.5174819808797
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",0,0.35469921531182647,0.42967870982423273,0.49571166295905766,-0.7118085474135347,-0.7071071660620785,0.492971682253732,0.015829543454872974,9850319.226399802,0.745507018234291,168,173.2503378931894
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",1,0.36317720057152014,0.42024924752086923,0.4970555627521322,-0.6956164672936476,-0.6956164672936487,0.53646402717287,0.0503564299159065,11899196.307306396,0.7453758362849272,168,173.24264631453332
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",0,0.30564824857045236,0.4345773968389224,0.5059748893617989,-0.9245627009610112,-0.9245627009610111,0.535724349918534,0.015829543454872974,3223393.8184050727,0.7549521185884822,184,189.0952850743194
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",1,0.3528928066602435,0.4278563712008012,0.5083492721859352,-0.812326152788789,-0.8123261527887887,0.5437160852835909,0.0503564299159065,9460145.463185547,0.7548209366391184,184,189.0913736840107
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",0,0.36690638747508775,0.43862523206463955,0.48345191124151676,-0.6312311211322221,-0.6312311211322222,0.46504862416257975,0.015829543454872974,12925722.918756096,0.7329135510953693,152,157.44756433127753
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",1,0.39168057451308114,0.44415000901574486,0.48591418694281885,-0.6272339715772342,-0.4570563769127687,0.510654033459178,0.0503564299159065,22270843.685928978,0.7327823691460055,152,157.4223189507354
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",0,0.35058615739558285,0.4300312905140631,0.4990886334107787,-0.7340807708469449,-0.7340807708469452,0.492971682253732,0.015829543454872974,8983601.72275091,0.7508854781582054,184,189.1290150213163
