method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements,passes_original_hard_requirements,solves_2026,passes_all_requirements,tqqq_2026_capture_ratio,keeps_full_max_drawdown_near_60pct,strong_2026_solution
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.04_0.05,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.04, ""spy_trend_floor"": 0.05}",0.40227750051359434,0.4037670830904463,0.3845153000248096,0.4286744696665792,-0.009391422010590178,0.4556683504656977,-0.5808036696279634,-0.3707790080622211,0.6775547684638594,0.6776859504132231,146.4844035166249,146.50922008964187,0.40227750051359434,0.40525666566729823,0.002979165153703889,True,True,False,False,-0.08297748643046521,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.04_0.08,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.04, ""spy_trend_floor"": 0.08}",0.3865953609912194,0.3910735360773352,0.3589742714966684,0.4286744696665792,-0.009391422010590178,0.45660358654298505,-0.6448225191966888,-0.3707790080622211,0.6791289518562246,0.6792601338055884,156.4442859789898,156.4497389179451,0.3865953609912194,0.395551711163451,0.00895635017223162,True,True,False,False,-0.08297748643046521,False,False
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.06_0.05,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.06, ""spy_trend_floor"": 0.05}",0.39553082184540944,0.4042339636291227,0.365635443947691,0.33408353067595264,-0.07497850818989038,0.45022120527907006,-0.6149627710584818,-0.3707790080622211,0.667584940312213,0.6677161222615768,88.69485995094415,88.70209364647187,0.39553082184540944,0.4129371054128359,0.01740628356742646,True,True,False,False,-0.6624692340401152,False,False
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.06_0.08,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.06, ""spy_trend_floor"": 0.08}",0.3887790158887261,0.3984176801793088,0.3547136998476996,0.33408353067595264,-0.07497850818989038,0.45043899904461826,-0.6149627710584816,-0.3707790080622211,0.6681096681096681,0.6682408500590319,94.68117612753784,94.6855162896521,0.3887790158887261,0.4080563444698915,0.019277328581165376,True,True,False,False,-0.6624692340401152,False,False
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.08_0.05,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.08, ""spy_trend_floor"": 0.05}",0.40952942708198026,0.41181668609795097,0.3922114116360236,0.33408353067595264,-0.07497850818989038,0.44806140121723015,-0.5986999094008923,-0.3707790080622211,0.6650924832743015,0.6652236652236653,64.7425181257612,64.75934222874426,0.40952942708198026,0.4141039451139217,0.004574518031941421,True,True,False,False,-0.6624692340401152,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.08_0.08,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.08, ""spy_trend_floor"": 0.08}",0.40952942708198026,0.41181668609795097,0.3922114116360236,0.33408353067595264,-0.07497850818989038,0.44806140121723015,-0.5986999094008923,-0.3707790080622211,0.6650924832743015,0.6652236652236653,64.7425181257612,64.75934222874426,0.40952942708198026,0.4141039451139217,0.004574518031941421,True,True,False,False,-0.6624692340401152,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.10_0.05,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.1, ""spy_trend_floor"": 0.05}",0.4127043078648789,0.41413398335223406,0.4020930336319135,0.33408353067595264,-0.07497850818989038,0.4480229656623937,-0.5986999094008923,-0.3707790080622211,0.6649613013249377,0.6650924832743015,62.74608793307884,62.76080831459778,0.4127043078648789,0.41556365883958923,0.0028593509747103507,True,True,False,False,-0.6624692340401152,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_5_0.10_0.08,"{""ndx_low_lookback"": 5, ""rebound_threshold"": 0.1, ""spy_trend_floor"": 0.08}",0.4127043078648789,0.41413398335223406,0.4020930336319135,0.33408353067595264,-0.07497850818989038,0.4480229656623937,-0.5986999094008923,-0.3707790080622211,0.6649613013249377,0.6650924832743015,62.74608793307884,62.76080831459778,0.4127043078648789,0.41556365883958923,0.0028593509747103507,True,True,False,False,-0.6624692340401152,True,False
Baseline,Baseline,baseline,"{""ma_window"": 150, ""tolerance"": 0.03, ""vol_threshold"": 0.32, ""vol_window"": 40}",0.41195425197017665,0.414017528706345,0.4020930336319135,0.33408353067595264,-0.07497850818989038,0.44801752701271347,-0.5986999094008929,-0.3707790080622211,0.6648301193755739,0.6649613013249377,60.74721931334652,60.763536591864685,0.41195425197017665,0.41608080544251336,0.0041265534723367026,True,True,False,False,-0.6624692340401152,True,False
C_ndx_short_trend,C: Nasdaq short trend,short_10_confirm_1_floor_0.05,"{""confirmation_days"": 1, ""ndx_sma"": 10, ""spy_floor_vs_sma150"": -0.05}",0.3766505493304484,0.390403472425241,0.3636483327033537,0.6313832931502643,0.13116200960770108,0.4731876036565831,-0.7243401386255375,-0.39016590941324203,0.7184835366653548,0.7186147186147186,203.72106151919888,203.7542726182897,0.3766505493304484,0.4041563955200336,0.02750584618958518,True,True,True,True,1.1588760317812212,False,False
