ma_window,vol_window,vol_threshold,tolerance,min_delay_cagr,mean_delay_cagr,worst_max_drawdown,worst_dotcom_drawdown
150,41,0.31,0.02,0.3959923233969085,0.39660134266398017,-0.5610086004421946,-0.23101357618880636
164,41,0.31,0.02,0.39595644667086893,0.39845509716079164,-0.5686347421536155,-0.23101357618880647
158,40,0.31,0.03,0.3958989085862552,0.39963072000698774,-0.6047313813609767,-0.23117217122010736
153,39,0.31,0.03,0.39575976567925,0.4052957518765016,-0.6047313813609775,-0.23101357618880647
163,41,0.31,0.03,0.39573266554168907,0.3999326900974711,-0.604731381360977,-0.23101357618880658
151,43,0.31,0.03,0.3956989990345732,0.3968513885825161,-0.5986999094008927,-0.3392857563953483
163,38,0.31,0.03,0.3956936552982744,0.39686542445340156,-0.6047313813609771,-0.23101357618880636
164,38,0.31,0.03,0.3956922163552794,0.3968507357943042,-0.6047313813609771,-0.2310135761888069
160,40,0.31,0.03,0.39567400692478105,0.4024478005344284,-0.6047313813609775,-0.2311721712201078
151,48,0.34,0.03,0.3955777296269316,0.4078669972974439,-0.5986999094008931,-0.33154928761238545
147,47,0.33,0.03,0.3952618770413512,0.3979618170461413,-0.5986999094008927,-0.33154928761238545
148,47,0.33,0.03,0.3952618770413512,0.3979618170461413,-0.5986999094008927,-0.33154928761238545
160,41,0.31,0.03,0.3952144726733624,0.3978511502138483,-0.6047313813609771,-0.23101357618880614
150,49,0.34,0.03,0.3951578893383527,0.4048823222184009,-0.5986999094008927,-0.33154928761238545
152,45,0.32,0.03,0.39507163540655466,0.40159773864319526,-0.5986999094008927,-0.3392857563953485
152,39,0.32,0.03,0.39501259843502434,0.3981783508566502,-0.5986999094008929,-0.23101357618880647
147,52,0.33,0.03,0.3949025341108596,0.3974619667094105,-0.5986999094008927,-0.33154928761238533
148,52,0.33,0.03,0.3949025341108596,0.3974619667094105,-0.5986999094008927,-0.33154928761238533
135,40,0.32,0.04,0.39484820530290454,0.3967965389677748,-0.5434282273265439,-0.37077900806222086
144,41,0.31,0.03,0.39475471425762865,0.3949634603395852,-0.5986999094008927,-0.23101357618880636
145,41,0.31,0.03,0.39475471425762865,0.3949634603395852,-0.5986999094008927,-0.23101357618880636
146,41,0.31,0.03,0.39475471425762865,0.3949634603395852,-0.5986999094008927,-0.23101357618880636
158,41,0.31,0.03,0.3946650770596227,0.3950521886721019,-0.6047313813609771,-0.23101357618880636
149,39,0.32,0.03,0.39456050981606294,0.3975775788083036,-0.5986999094008922,-0.2310135761888068
159,40,0.31,0.03,0.39445141164593345,0.40160449243014174,-0.6047313813609778,-0.2311721712201078
152,46,0.32,0.03,0.3944433336509887,0.3998163548235828,-0.5986999094008929,-0.3392857563953485
149,45,0.32,0.03,0.39436944011991315,0.40201720223508286,-0.5986999094008933,-0.33928575639534875
161,41,0.31,0.03,0.39425409473897677,0.39810108816250067,-0.6047313813609774,-0.23101357618880702
151,38,0.32,0.03,0.3942517886878165,0.3976953266680018,-0.5986999094008927,-0.2676676716739719
147,54,0.33,0.03,0.39422955294111706,0.3947373267175862,-0.5986999094008929,-0.33154928761238533
148,54,0.33,0.03,0.39422955294111706,0.3947373267175862,-0.5986999094008929,-0.33154928761238533
149,41,0.31,0.02,0.39421379572010773,0.3945782457234489,-0.5610086004421951,-0.23101357618880658
150,43,0.31,0.03,0.3941904199782975,0.3972567018580089,-0.5986999094008931,-0.33928575639534864
155,39,0.31,0.03,0.3941518048565327,0.39921892201999376,-0.604731381360978,-0.23101357618880658
150,48,0.34,0.03,0.3940692816479787,0.40829075094451794,-0.5986999094008927,-0.33154928761238545
156,39,0.31,0.03,0.3940001057240874,0.4002448298439193,-0.6047313813609774,-0.23101357618880636
159,41,0.31,0.03,0.3939922799415303,0.3970094812869509,-0.6047313813609775,-0.23101357618880647
147,45,0.33,0.03,0.39395259983417374,0.40513674724946414,-0.5986999094008929,-0.3392857563953482
148,45,0.33,0.03,0.39395259983417374,0.40513674724946414,-0.5986999094008929,-0.3392857563953482
154,42,0.31,0.03,0.39390557563363426,0.39996848890141656,-0.6047313813609767,-0.23101357618880636
147,47,0.35,0.03,0.3938864355117315,0.4009871177468698,-0.5986999094008927,-0.33154928761238545
148,47,0.35,0.03,0.3938864355117315,0.4009871177468698,-0.5986999094008927,-0.33154928761238545
140,40,0.32,0.04,0.39383315679469155,0.3969487000292232,-0.5434282273265443,-0.3707790080622203
149,46,0.32,0.03,0.39374145461372123,0.4002343707256766,-0.5986999094008933,-0.33928575639534897
164,40,0.31,0.02,0.39366154503181217,0.399654419864499,-0.5686347421536153,-0.3006261821366083
156,38,0.31,0.03,0.3936260263462119,0.398195743264931,-0.6047313813609769,-0.23101357618880647
161,38,0.31,0.03,0.39352215222077547,0.3950391668612333,-0.6047313813609777,-0.23101357618880725
164,41,0.31,0.03,0.39339155375491,0.39992693480717856,-0.6047313813609776,-0.2310135761888069
151,53,0.33,0.03,0.3933363341863514,0.40014237074511905,-0.5986999094008927,-0.33154928761238545
157,42,0.31,0.03,0.3933107430545544,0.39473284441386947,-0.6047313813609775,-0.23101357618880658
162,39,0.31,0.03,0.3932405289882439,0.4040552207387752,-0.6047313813609774,-0.23101357618880636
149,39,0.31,0.03,0.3931110186635347,0.4037886045619601,-0.5986999094008927,-0.23101357618880658
