tqqq_drop_exit_pct,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_day_share
43.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
44.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
44.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
45.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
45.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
46.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
46.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
47.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
47.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
48.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
48.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
49.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
49.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
50.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
50.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
51.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
51.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
52.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
52.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
53.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
53.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
54.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
54.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
55.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
55.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
56.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
56.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
57.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
57.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
58.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
58.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
59.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
59.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
60.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
60.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
61.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
61.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
62.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
62.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
63.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
63.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
64.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
64.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
65.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
65.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
