condition,total_episodes,baseline_win_rate,baseline_avg_return_pct,skipped_n,skipped_loss_n,skipped_win_n,skipped_loss_rate,skipped_avg_return_pct,loss_recall,win_cost_rate,kept_n,kept_win_rate,kept_avg_return_pct,kept_median_return_pct,win_rate_improvement,avg_return_improvement_pct
entry_rsi <= 70.302 AND pre5_tqqq_open_return <= 1.456%,97,0.6701030927835051,3.6372703711577916,11,3,8,0.2727272727272727,-0.7959459130694998,0.09375,0.12307692307692308,86,0.6627906976744186,4.2043096633263985,3.368681227295678,-0.007312395109086545,0.5670392921686069
entry_rsi <= 70.302 AND GSPC_SMA20_RATIO <= 1.899%,97,0.6701030927835051,3.6372703711577916,16,6,10,0.375,0.15365029367836658,0.1875,0.15384615384615385,81,0.6790123456790124,4.325392855598173,3.4312482302532477,0.008909252895507258,0.688122484440381
entry_rsi <= 70.302 AND GSPC_SMA160_SLOPE_20D >= 1.474%,97,0.6701030927835051,3.6372703711577916,15,4,11,0.26666666666666666,2.7103739516613086,0.125,0.16923076923076924,82,0.6585365853658537,3.806824594236417,2.970274973487108,-0.011566507417651417,0.16955422307862555
entry_rsi <= 70.302 AND pre5_tqqq_open_return >= 3.805%,97,0.6701030927835051,3.6372703711577916,11,5,6,0.45454545454545453,-1.164941428364777,0.15625,0.09230769230769231,86,0.686046511627907,4.2515067641199815,3.2087335467704703,0.01594341884440187,0.6142363929621899
entry_rsi <= 70.302 AND pre20_tqqq_open_return >= 15.976%,97,0.6701030927835051,3.6372703711577916,10,4,6,0.4,0.23952652802213467,0.125,0.09230769230769231,87,0.6781609195402298,4.0278156404837295,3.323316802816323,0.008057826756724729,0.3905452693259379
entry_rsi <= 70.302 AND pre10_tqqq_open_return >= 8.575%,97,0.6701030927835051,3.6372703711577916,13,6,7,0.46153846153846156,1.7317381376796137,0.1875,0.1076923076923077,84,0.6904761904761905,3.932174169196082,3.2087335467704703,0.02037309769268536,0.29490379803829025
entry_rsi <= 70.302 AND GSPC_BB20_Z <= 1.548,97,0.6701030927835051,3.6372703711577916,8,3,5,0.375,0.2732346332824709,0.09375,0.07692307692307693,89,0.6741573033707865,3.9396556060229897,3.0941502907246177,0.004054210587281393,0.3023852348651981
entry_rsi <= 70.302 AND GSPC_CLOSE_RET_10D >= 3.009%,97,0.6701030927835051,3.6372703711577916,10,4,6,0.4,0.5607425319654701,0.125,0.09230769230769231,87,0.6781609195402298,3.9908942607201285,3.0941502907246177,0.008057826756724729,0.3536238895623369
entry_rsi <= 70.302 AND GSPC_SMA160_Z >= 2.236,97,0.6701030927835051,3.6372703711577916,8,3,5,0.375,0.9872903668661365,0.09375,0.07692307692307693,89,0.6741573033707865,3.8754708209817608,3.0941502907246177,0.004054210587281393,0.23820044982396915
entry_rsi <= 70.302 AND pre5_tqqq_open_return >= 4.942%,97,0.6701030927835051,3.6372703711577916,10,5,5,0.5,-2.4217412630881525,0.15625,0.07692307692307693,87,0.6896551724137931,4.333708490036637,3.323316802816323,0.019552079630288044,0.6964381188788451
entry_rsi <= 70.302 AND GSPC_CLOSE_RET_5D >= 1.548%,97,0.6701030927835051,3.6372703711577916,11,5,6,0.45454545454545453,-1.2266827798647775,0.15625,0.09230769230769231,86,0.686046511627907,4.259403913730447,3.2087335467704703,0.01594341884440187,0.6221335425726551
entry_rsi <= 70.302 AND GSPC_SMA160_Z >= 2.209,97,0.6701030927835051,3.6372703711577916,9,3,6,0.3333333333333333,1.1456505177856544,0.09375,0.09230769230769231,88,0.6704545454545454,3.8920951288890335,3.2087335467704703,0.00035145267104030875,0.2548247577312419
entry_rsi <= 70.302 AND pre5_tqqq_open_return >= 4.259%,97,0.6701030927835051,3.6372703711577916,11,5,6,0.45454545454545453,-1.164941428364777,0.15625,0.09230769230769231,86,0.686046511627907,4.2515067641199815,3.2087335467704703,0.01594341884440187,0.6142363929621899
entry_rsi <= 70.302 AND GSPC_SMA160_SLOPE_20D <= 0.494%,97,0.6701030927835051,3.6372703711577916,8,5,3,0.625,-2.4392096505052656,0.15625,0.046153846153846156,89,0.6966292134831461,4.183470822543235,3.414045651775033,0.026526120699640998,0.5462004513854435
entry_rsi <= 70.302 AND GSPC_SMA20_RATIO <= 1.711%,97,0.6701030927835051,3.6372703711577916,11,4,7,0.36363636363636365,-1.9364679805740876,0.125,0.1076923076923077,86,0.6744186046511628,4.350190392890939,3.4359824594554222,0.004315511867657662,0.7129200217331473
entry_rsi <= 70.302 AND GSPC_CLOSE_RET_5D >= 1.675%,97,0.6701030927835051,3.6372703711577916,10,4,6,0.4,-0.44636484180255886,0.125,0.09230769230769231,87,0.6781609195402298,4.106653728969326,3.0941502907246177,0.008057826756724729,0.46938335781153473
entry_rsi <= 70.302 AND GSPC_SMA50_RATIO <= 3.691%,97,0.6701030927835051,3.6372703711577916,11,3,8,0.2727272727272727,0.8060565132231706,0.09375,0.12307692307692308,86,0.6627906976744186,3.9994023762424527,3.0370105505238443,-0.007312395109086545,0.36213200508466103
