Date,TQQQ_OPEN,TQQQ_CLOSE,TQQQ_CTO_RETURN,TQQQ_OTC_RETURN,TQQQ_RETURN,TQQQ_CC_RETURN_REBUILT,TQQQ_SOURCE,TMF_OPEN,TMF_CLOSE,TMF_CTO_RETURN,TMF_OTC_RETURN,TMF_RETURN,TMF_CC_RETURN_REBUILT,TMF_SOURCE,GLD_OPEN,GLD_CLOSE,GLD_CTO_RETURN,GLD_OTC_RETURN,GLD_RETURN,GLD_CC_RETURN_REBUILT,GLD_SOURCE
2007-03-30,0.5188995005014748,0.5182963066166218,0.0020333116797299766,-0.0011624483821435216,0.0008684996777139,0.0008684996777139631,synthetic_calibrated,64.6630485242253,63.84414578584255,0.0063634597936357284,-0.012664152975651266,-0.0063812810102967,-0.006381281010296558,synthetic_calibrated,2.3541490362881663,2.3541490362881663,0.0013708505072180799,0.0,0.0013708505072180799,0.0013708505072180799,actual
2007-04-02,0.5214256709934524,0.5190357139441172,0.006037790230956297,-0.0045835047683435715,0.0014266112222989,0.0014266112222989236,synthetic_calibrated,64.16254951234238,64.12279978645742,0.004987203173927313,-0.0006195159978378273,0.0043645975239387,0.004364597523938807,synthetic_calibrated,2.3541490362881663,2.3580881576642705,0.0,0.0016732676289328285,0.0016732676289328285,0.0016732676289328285,actual
2007-04-03,0.5271255259572908,0.5391019497380167,0.015586233848341013,0.022720250094085293,0.0386606070734855,0.03866060707348562,synthetic_calibrated,63.928122282622375,63.8429064799127,-0.0030360106620946903,-0.0013329939886697062,-0.0043649576668023,-0.004364957666802227,synthetic_calibrated,2.3516423475223345,2.3573720779634266,-0.0027334898913706773,0.002436480380245243,-0.00030366960561534206,-0.00030366960561523104,actual
2007-04-04,0.5400823719698499,0.5438741723576155,0.0018186211945803166,0.0070207816151002245,0.0088521709519288,0.008852170951928251,synthetic_calibrated,64.211999335556,63.99953579152873,0.00578126648666033,-0.003308782567522761,0.0024533549653683,0.0024533549653682485,synthetic_calibrated,2.3666824801173236,2.3924657206850677,0.003949483512140528,0.010894254207884257,0.014886764397396002,0.01488676439739578,actual
2007-04-05,0.5435052110372188,0.553899590231659,-0.0006783946345479963,0.0191247093557827,0.0184333406210206,0.018433340621020422,synthetic_calibrated,64.01629014877086,63.240590472027115,0.00026178873072946196,-0.012117223208984118,-0.0118586066307385,-0.011858606630738566,synthetic_calibrated,2.388526599308963,2.394256329750055,-0.0016464693065598723,0.0023988556136447237,0.0007484366649461727,0.0007484366649461727,actual
2007-04-09,0.5591431083238237,0.5494270426835597,0.009466549866866236,-0.017376706420276666,-0.0080746540112599,-0.008074654011259952,synthetic_calibrated,62.205719554558414,61.94798119868629,-0.016364029964686222,-0.004143322474488342,-0.0204395509860488,-0.02043955098604866,synthetic_calibrated,2.394972409450899,2.3824389656217413,0.0002990823045745383,-0.005233230988256454,-0.004935713850466206,-0.004935713850466317,actual
2007-04-10,0.5485972348321838,0.5572761683820555,-0.0015103149042735575,0.015820228391283386,0.0142860199602812,0.01428601996028167,synthetic_calibrated,62.39639545942994,62.46416498116451,0.007238561323014592,0.0010861127671810689,0.0083325359840645,0.008332535984064693,synthetic_calibrated,2.4049994377228097,2.4049994377228097,0.009469485861595128,0.0,0.009469485861595128,0.009469485861595128,actual
2007-04-11,0.5557427532601485,0.5398207298483795,-0.0027516251526760183,-0.02864998835948085,-0.031322779483563,-0.03132277948356299,synthetic_calibrated,62.52852467290343,62.29722004054015,0.0010303458272167276,-0.0036991858287601653,-0.0026726514422263,-0.0026726514422261705,synthetic_calibrated,2.4085803826442,2.402134572502264,0.001488958735383683,-0.0026761864326320106,-0.0011912124284148007,-0.0011912124284146897,actual
2007-04-12,0.5374986252202075,0.5535748851854775,-0.00430162181586502,0.029909397365776913,0.0254791166337036,0.025479116633703836,synthetic_calibrated,62.55301768084848,62.301622670162494,0.00410608435082449,-0.004018910997525715,7.067136574463761e-05,7.067136574434585e-05,synthetic_calibrated,2.401418219592835,2.3989115308270037,-0.00029821514482542,-0.0010438368233320894,-0.0013417406802080922,-0.0013417406802079812,actual
2007-04-13,0.5520598435359405,0.5565330931544304,-0.002736832342076556,0.008102834630823397,0.0053438261888667,0.0053438261888665295,synthetic_calibrated,62.319579523490084,61.68599105222007,0.00028822448851228977,-0.01016676421944085,-0.0098814700413456,-0.009881470041345541,synthetic_calibrated,2.416816528642539,2.4293499724716967,0.007463800805260545,0.005185931029773938,0.012688438591230478,0.012688438591230478,actual
2007-04-16,0.5628825915742262,0.5721371905419471,0.011409022208916264,0.01644143753289362,0.0280380404677694,0.028038040467769143,synthetic_calibrated,62.26174130870505,62.66766868964141,0.009333565800986765,0.00651969206777725,0.0159141098436807,0.0159141098436808,synthetic_calibrated,2.4400930804444516,2.4494037558069333,0.0044222150346764355,0.0038157049979363755,0.008254793900622559,0.008254793900622337,actual
2007-04-17,0.5737875850995042,0.5729038564657701,0.0028846133144986297,-0.0015401668782721867,0.0013400036503428,0.0013400036503425916,synthetic_calibrated,63.27055628325162,63.68101560776012,0.009620392879077455,0.0064873670885861046,0.0161701709878069,0.016170170987806598,synthetic_calibrated,2.446180714131673,2.4350797029127884,-0.0013158474455750024,-0.004538099395009376,-0.005847975394087768,-0.005847975394087657,actual
2007-04-18,0.5673553609050604,0.5704209524870258,-0.009684863346771988,0.0054033006352052215,-0.0043338929398404,-0.0043338929398403225,synthetic_calibrated,64.26820864839026,64.59658816232628,0.009220849181283741,0.005109517144512132,0.0143774804127743,0.014377480412774535,synthetic_calibrated,2.4386606478341784,2.4486874028975043,0.0014705657958984375,0.004111582754341425,0.005588194903205501,0.005588194903205279,actual
2007-04-19,0.562181036297307,0.5703738921835085,-0.01444532525285569,0.014573340894175502,-8.250100791716761e-05,-8.250100791729054e-05,synthetic_calibrated,64.85563360202121,64.22870920752649,0.004010203124721778,-0.009666460100317131,-0.0056950214440946,-0.005695021444094506,synthetic_calibrated,2.435079702912788,2.4182489612528113,-0.005557140518881454,-0.0069117826573988905,-0.01243051342881718,-0.01243051342881718,actual
2007-04-20,0.5853783763861814,0.5827835242495275,0.02630640078078006,-0.004432777569737367,0.0217570127877212,0.021757012787721353,synthetic_calibrated,64.35558220311101,63.68795748791339,0.001975331547993342,-0.010373998530392448,-0.0084191590689751,-0.008419159068975057,synthetic_calibrated,2.4558495659488693,2.460146590571103,0.015548690518853103,0.0017497100318413228,0.01732560625047741,0.017325606250477188,actual
2007-04-23,0.5853098379554376,0.5867227135728209,0.004334909277271093,0.0024138935069308864,0.0067592667935595,0.006759266793559426,synthetic_calibrated,63.65322877986994,64.34305341897037,-0.0005452947372356354,0.010837229349135225,0.0102860251277695,0.010286025127769438,synthetic_calibrated,2.4497619322616475,2.44439037827527,-0.00422115427969072,-0.0021926840790682522,-0.006404582700974548,-0.006404582700974437,actual
2007-04-24,0.5925845620024105,0.594864889042765,0.009990832626700419,0.003848104028645327,0.0138773824186261,0.013877382418626238,synthetic_calibrated,64.28667406588598,65.02398433597844,-0.0008762306121420371,0.011469099635436297,0.0105828194470999,0.010582819447099823,synthetic_calibrated,2.4511940916633357,2.4254111243041763,0.0027833988582732783,-0.010518533577919764,-0.007764411993998022,-0.007764411993998022,actual
2007-04-25,0.6015973476445909,0.6163008955284361,0.011317626449023566,0.0244408455945051,0.0360350844040655,0.036035084404065554,synthetic_calibrated,64.49876286825155,64.3034402319606,-0.008077349813156331,-0.003028316011113752,-0.0110812050565034,-0.011081205056503451,synthetic_calibrated,2.42970814892641,2.4311405815366833,0.00177166855514721,0.0005895492472649533,0.0023622622882752964,0.0023622622882752964,actual
2007-04-26,0.6243813245329448,0.6242680064920293,0.013111175179423062,-0.00018148851745414252,0.0129273071342232,0.01292730713422352,synthetic_calibrated,64.14137034439675,62.86915913503434,-0.002520392174652164,-0.019834487516114496,-0.0223048890036428,-0.02230488900364269,synthetic_calibrated,2.414668016331421,2.3946145062047686,-0.006775653094832634,-0.008304872550189857,-0.01502425470962565,-0.015024254709625762,actual
2007-04-27,0.6212426620179236,0.6256125800365474,-0.004846227009303483,0.0070341563543454555,0.0021538402265297,0.0021538402265297574,synthetic_calibrated,63.1893788390255,62.78820364011769,0.005093430680429112,-0.0063487757955303925,-0.0012876821645213,-0.0012876821645214642,synthetic_calibrated,2.393539976840625,2.419323217408369,-0.0004487274930303764,0.010772011671924098,0.01031845048110136,0.010318450481101138,actual
2007-04-30,0.6261549274425628,0.6023461370172314,0.0008669061705628422,-0.038023801110333655,-0.0371898580075816,-0.03718985800758168,synthetic_calibrated,63.83998466237692,64.72353318256174,0.016751252007267237,0.013840049067328941,0.0308231392243161,0.0308231392243159,synthetic_calibrated,2.406431597124497,2.4024924757483923,-0.005328606029615934,-0.0016369139188545656,-0.0069567974790926135,-0.0069567974790926135,actual
2007-05-01,0.6068197152811129,0.6077149803556517,0.007426922808925651,0.001475339465732528,0.0089132195069871,0.008913219506987202,synthetic_calibrated,65.03937763778774,64.8252713911719,0.0048799013232962984,-0.0032919479612524283,0.0015718889808315,0.0015718889808316039,synthetic_calibrated,2.3985536275808723,2.3881686960628317,-0.0016394840805038502,-0.004329664093654095,-0.005962049758802435,-0.005962049758802546,actual
2007-05-02,0.6090453753364446,0.6234494699198383,0.0021891758863905597,0.02365028151709825,0.0258912320294925,0.025891232029492395,synthetic_calibrated,64.69631630258748,64.67649439957731,-0.0019892718660021735,-0.0003063837965281424,-0.0022950461818637,-0.0022950461818637136,synthetic_calibrated,2.3756349790250892,2.3870944399072735,-0.005248254471472591,0.0048237464860392265,-0.00044982423449801967,-0.0004498242344977976,actual
2007-05-03,0.6263691451850572,0.6291678754126997,0.004683098480449788,0.0044681802243238256,0.0091722036327927,0.009172203632792586,synthetic_calibrated,64.50110505378329,64.19885112720571,-0.0027117942526452277,-0.004686027104893076,-0.0073851138161673,-0.007385113816167466,synthetic_calibrated,2.3946145062047686,2.416816528642538,0.003150301124151156,0.009271647849890208,0.012451157456685458,0.01245115745668568,actual
2007-05-04,0.6358381067355567,0.6290953391812176,0.010601671800998691,-0.010604535152756056,-0.0001152891530492,-0.00011528915304914733,synthetic_calibrated,64.7892636390838,64.94627385841558,0.009196621146821293,0.002423398731716153,0.0116423069585607,0.011642306958560722,synthetic_calibrated,2.425769027550306,2.4418836895094382,0.0037042525990982345,0.006643114730261912,0.010371975104365827,0.010371975104365827,actual
2007-05-07,0.6295758562855958,0.6292222226763751,0.0007638223881987205,-0.0005617013512988489,0.0002016919968323,0.00020169199683239825,synthetic_calibrated,65.14793599332926,65.43512451367278,0.003105060890072009,0.00440825201849715,0.0075270007995055,0.007527000799505412,synthetic_calibrated,2.450119835507777,2.4440322018205554,0.0033728658059031247,-0.002484626914568855,0.0008798585781735202,0.0008798585781735202,actual
2007-05-08,0.6236805630277128,0.6329430627733005,-0.008807158185054176,0.014851352270178309,0.0059133958764191,0.005913395876418592,synthetic_calibrated,65.78377414708585,64.95396842184951,0.005328172537369058,-0.012614139823917458,-0.0073531775999408,-0.007353177599940697,synthetic_calibrated,2.4332890938478005,2.430782405081969,-0.0043956491100045625,-0.0010301647971748817,-0.005421285664205633,-0.005421285664205411,actual
2007-05-09,0.6247572418478569,0.638627515312862,-0.012932949907969116,0.02220106072557204,0.0089809856113351,0.008980985611335202,synthetic_calibrated,64.94936609094212,64.14581782125626,-7.08552690346087e-05,-0.0123719185890242,-0.0124418972424386,-0.012441897242438604,synthetic_calibrated,2.4282757163161377,2.4153840960322657,-0.0010312271310631838,-0.005308960674132002,-0.006334713060910269,-0.006334713060910158,actual
2007-05-10,0.6292068547723457,0.6078804293110359,-0.014751416615522928,-0.03389414037618199,-0.0481455704061908,-0.04814557040619083,synthetic_calibrated,64.3669546066024,64.56514542030392,0.0034474076854449365,0.0030790770654416377,0.0065370995848261,0.006537099584825956,synthetic_calibrated,2.4007021398919908,2.3634597116506475,-0.006078518180355985,-0.015513139936226716,-0.02149736121344592,-0.02149736121344592,actual
2007-05-11,0.6141831069480027,0.6306948261346729,0.010368285164419788,0.026884033441948896,0.0375310599314644,0.03753105993146466,synthetic_calibrated,64.84363450259397,63.84816751392254,0.004313303725673512,-0.015351807410357465,-0.0111047206927828,-0.011104720692782788,synthetic_calibrated,2.368114912727596,2.379574100401195,0.0019696553548176343,0.004838949162479844,0.006818135579427009,0.006818135579427009,actual
2007-05-14,0.6338942314266344,0.6198911723138252,0.005072826285209331,-0.0220905293321475,-0.0171297644647884,-0.017129764464788533,synthetic_calibrated,63.910656474099945,63.31073992583374,0.0009787118818058715,-0.009386799969881787,-0.0084172750607384,-0.008417275060738638,synthetic_calibrated,2.3860199105431312,2.3734864667139735,0.0027088083287043485,-0.0052528664047504225,-0.002558287084312827,-0.002558287084312827,actual
2007-05-15,0.6193137129413765,0.6037176462316495,-0.000931549598122583,-0.02518282153911111,-0.0260909120899494,-0.026090912089949403,synthetic_calibrated,63.78302643456654,63.20862160966786,0.007459816601196989,-0.009005606303237212,-0.001612969873445,-0.0016129698734449471,synthetic_calibrated,2.359520590274543,2.382797142076456,-0.005884118841750108,0.00986494964182727,0.003922784264016599,0.003922784264016821,actual
2007-05-16,0.6103265278944813,0.6227331935036555,0.010946974474050686,0.020327914718003548,0.031497418355583,0.03149741835558295,synthetic_calibrated,63.03991770656247,63.042425203983576,-0.0026690014559593855,3.9776343503161726e-05,-0.0026293312755749,-0.0026293312755749643,synthetic_calibrated,2.3767095083892342,2.3491356587565027,-0.0025548266697670297,-0.011601691134487613,-0.014126877494329837,-0.014126877494329837,actual
2007-05-17,0.6204280657015498,0.6157995937501992,-0.003701629889257152,-0.007460126656451349,-0.0111341419178993,-0.011134141917899187,synthetic_calibrated,62.44252322964602,62.2303277399409,-0.009515845438948123,-0.0033982529649663196,-0.0128817611539372,-0.012881761153937354,synthetic_calibrated,2.3434062015239956,2.3297982283306946,-0.002438963970067154,-0.005806920364233581,-0.00823172146475537,-0.00823172146475537,actual
2007-05-18,0.6219292793288506,0.6276792067569031,0.009954026668516969,0.00924530749582586,0.019291362201715,0.01929136220171479,synthetic_calibrated,61.86215142942545,60.95608299320793,-0.005916348569688479,-0.014646571696608324,-0.0204762660427887,-0.020476266042788738,synthetic_calibrated,2.330156404785409,2.3462707935359566,0.00015373711352295594,0.006915582455089275,0.007070382750297144,0.007070382750297144,actual
2007-05-21,0.6304978777697346,0.6416735243159307,0.004490623526299364,0.017725113660537195,0.0222953339992468,0.022295333999247102,synthetic_calibrated,60.94255843004235,61.46680842741942,-0.00022187388856809154,0.008602362796745311,0.0083785802684926,0.008378580268492586,synthetic_calibrated,2.3380346475376177,2.351642347522334,-0.003510313481730032,0.005820144709595132,0.002289400695425492,0.00228940069542527,actual
2007-05-22,0.6441289217463778,0.6468662648033218,0.003826552502792957,0.004249681957336104,0.008092496091259,0.00809249609125895,synthetic_calibrated,61.41864307312702,60.47811549015007,-0.0007835994014440129,-0.015313389158681523,-0.0160849889975467,-0.016084988997546734,synthetic_calibrated,2.3527166036778926,2.3348116058623574,0.00045681102685124486,-0.007610350429603452,-0.007157015894746599,-0.007157015894746599,actual
2007-05-23,0.6497947187083079,0.6345384658103271,0.00452713963353224,-0.02347857324588265,-0.0190577243918304,-0.01905772439183062,synthetic_calibrated,60.662347348762275,59.91866270780712,0.003046256602393882,-0.012259410877715204,-0.009250499586649,-0.00925049958664903,synthetic_calibrated,2.346270793535956,2.346987146445385,0.004907971009235457,0.0003053155293935017,0.0052147850183958955,0.0052147850183958955,actual
2007-05-24,0.6340458615154115,0.6046072717177892,-0.0007763190436161915,-0.04642974835804814,-0.0471700231038237,-0.04717002310382368,synthetic_calibrated,59.84043791028699,60.048832308183975,-0.0013055164114993412,0.0034825012178121284,0.00217243834382,0.0021724383438199713,synthetic_calibrated,2.344122281224839,2.318697217111809,-0.0012206565446619688,-0.010846304527997952,-0.012053721460052347,-0.012053721460052347,actual
2007-05-25,0.6131375770955537,0.6186556980175167,0.014108836887668508,0.008999808734774462,0.0232356224559022,0.02323562245590205,synthetic_calibrated,59.67793771784835,59.59701213364225,-0.00617654958604541,-0.0013560385512768613,-0.0075242124979696,-0.00752421249796964,synthetic_calibrated,2.3262172834093042,2.3255012037084604,0.0032432291038249073,-0.0003078301008040407,0.002934400639478696,0.00293440063947914,actual
2007-05-29,0.6205970922672979,0.6288800468421353,0.0031380851352413863,0.013346750537577279,0.0165267189122845,0.01652671891228419,synthetic_calibrated,59.86529561643081,59.540456433582676,0.0045016263933994605,-0.0054261685255752035,-0.0009489687156254,-0.0009489687156254423,synthetic_calibrated,2.3319470138503964,2.330156404785409,0.002771793939154721,-0.000767860099029849,0.002001805490156272,0.002001805490156272,actual
2007-05-30,0.6191482933308435,0.6469123500392339,-0.015474737289183915,0.04484233746172106,0.0286736767808842,0.02867367678088395,synthetic_calibrated,60.40633499315356,59.877357742019946,0.014542692673791713,-0.008756983041489974,0.0056583595191797,0.005658359519179701,synthetic_calibrated,2.3226363384879143,2.317622960956251,-0.0032272796289771755,-0.0021584857898705456,-0.005378799381628552,-0.005378799381628663,actual
2007-05-31,0.652514377702868,0.6570098001424043,0.00865963938282266,0.006889384499636719,0.0156086834677958,0.01560868346779598,synthetic_calibrated,59.897973269753464,59.51060776071723,0.0003442958826329612,-0.006467088749258942,-0.0061250194586552,-0.006125019458654957,synthetic_calibrated,2.333379446460669,2.3469871464453855,0.00679855428163223,0.0058317561703720155,0.012669957962885725,0.012669957962885725,actual
2007-06-01,0.6636497111617978,0.6569459784595634,0.010106258716314986,-0.010101311866012597,-9.713962078986842e-05,-9.713962078961025e-05,synthetic_calibrated,59.19278572921774,58.537738867619304,-0.005340594617641914,-0.011066329342818926,-0.0163478231815356,-0.016347823181535603,synthetic_calibrated,2.3527166036778926,2.379216197155066,0.0024411966811086483,0.011263402245620169,0.013732095106908648,0.01373209510690887,actual
2007-06-04,0.6508579219011985,0.6624008217781998,-0.00926721033081046,0.017734899566534734,0.0083033361912455,0.008303336191245458,synthetic_calibrated,59.012601185316385,59.303419142860704,0.008112071406976673,0.004928065391170744,0.0130801136164988,0.013080113616498856,synthetic_calibrated,2.385303830842288,2.3827971420764564,0.002558671925023459,-0.0010508886681099838,0.0015050943775820613,0.0015050943775820613,actual
2007-06-05,0.6574027412092684,0.6608451377562482,-0.007545402126033274,0.0052363586751214,-0.0023485538827918,-0.0023485538827917596,synthetic_calibrated,59.09103173587016,58.15119180230956,-0.003581368664071549,-0.015904950479821878,-0.0194293576526414,-0.01942935765264142,synthetic_calibrated,2.3885265993089635,2.3767095083892347,0.002404509024849011,-0.004947439531612363,-0.0025548266697670297,-0.0025548266697671407,actual
2007-06-06,0.65277230017632,0.6427541648573774,-0.012215929449579721,-0.01534705948189996,-0.0273755103355903,-0.02737551033559038,synthetic_calibrated,57.97210632828225,58.03526725154595,-0.0030796526859866447,0.0010895054063766452,-0.0019935025778613,-0.001993502577861239,synthetic_calibrated,2.3673988330267526,2.378141940999508,-0.003917464599530351,0.004537937513055201,0.0006026957039624303,0.0006026957039626524,actual
2007-06-07,0.6362878998257802,0.609712586586875,-0.010060246024282127,-0.041766177301472585,-0.0514062453066082,-0.05140624530660809,synthetic_calibrated,56.42623081028449,54.88179563216099,-0.02772514916296187,-0.027370872658784906,-0.0543371602945616,-0.05433716029456148,synthetic_calibrated,2.37312829025926,2.33696039138206,-0.0021082218238582806,-0.015240599939604915,-0.017316691198061895,-0.017316691198061895,actual
2007-06-08,0.6123973883858284,0.6329985360195635,0.004403389167316751,0.033640162457315714,0.0381916823515837,0.03819168235158377,synthetic_calibrated,54.36160317965418,54.71220528222721,-0.009478415319960298,0.006449443762987617,-0.0030901020635409,-0.0030901020635409893,synthetic_calibrated,2.323352418188759,2.2997179631407167,-0.005822937026867314,-0.010172565669769318,-0.015936268487339866,-0.015936268487339866,actual
2007-06-11,0.6317279729099502,0.6285857537771312,-0.0020072133461838115,-0.004974006641410678,-0.0069712360950798,-0.006971236095079769,synthetic_calibrated,54.093159501239334,54.210410825738975,-0.011314582875879164,0.0021675813648296405,-0.0091715267900422,-0.009171526790042184,synthetic_calibrated,2.304014987762951,2.316906608046823,0.0018685006992622544,0.005595284905845599,0.007474240398867016,0.007474240398867016,actual
2007-06-12,0.6190437750464975,0.6172640228728299,-0.015180074752404904,-0.002875002132981641,-0.0180114341380945,-0.018011434138094584,synthetic_calibrated,52.91630257969505,51.82408577139339,-0.023871950541084708,-0.020640459651479204,-0.0440196821606186,-0.04401968216061858,synthetic_calibrated,2.310460797904887,2.295420665309898,-0.0027820759453787147,-0.006509581382479035,-0.009273547178079045,-0.009273547178078934,actual
2007-06-13,0.624352906299917,0.6398625674609572,0.011484361900916396,0.02484117716846157,0.0366108241380254,0.03661082413802541,synthetic_calibrated,52.47265313947786,53.64472241233148,0.012514786482590967,0.02233676406142715,0.0351310903769588,0.03513109037695883,synthetic_calibrated,2.2900492479278127,2.3108189743596017,-0.0023400579524537335,0.009069554486910159,0.0067082732513541465,0.0067082732513541465,actual
2007-06-14,0.6404780377212579,0.650435823421404,0.0009618788339862405,0.015547427255389934,0.0165242608305763,0.01652426083057601,synthetic_calibrated,53.26334882078352,53.20847454916934,-0.007109247180302258,-0.0010302444894859653,-0.0081321674070564,-0.008132167407056246,synthetic_calibrated,2.2975694508296,2.3133256631254335,-0.00573369168118143,0.006857774110003101,0.0010847620664558022,0.0010847620664558022,actual
2007-06-15,0.6698920776437899,0.668425693895681,0.02991264244955416,-0.002188985057513526,0.027658179064688,0.027658179064687927,synthetic_calibrated,53.769958682337986,54.27340889454478,0.01055253205294937,0.0093630388518815,0.0200143746724285,0.020014374672428392,synthetic_calibrated,2.3072380294382118,2.322278162033201,-0.0026315506650269604,0.006518674017631065,0.0038699691316579354,0.0038699691316579354,actual
2007-06-18,0.6739679658941877,0.6703151660874737,0.008291530455996732,-0.005419841879083509,0.0028267497929061,0.0028267497929059804,synthetic_calibrated,54.139432175578754,53.91170546917649,-0.0024685517584928096,-0.0042063002372046965,-0.0066644685258501,-0.00666446852585012,synthetic_calibrated,2.3344537026162286,2.3258591069545904,0.005242929456981127,-0.003681630375451883,0.0015419965531842106,0.0015419965531839885,actual
2007-06-19,0.6650486999467418,0.6674706736412819,-0.007856701455035697,0.003641799006199209,-0.0042435149763874,-0.004243514976387419,synthetic_calibrated,54.479562067385,55.39136156432412,0.010533085408199083,0.01673654233511157,0.0274459151731642,0.027445915173164304,synthetic_calibrated,2.3201296497220834,2.3448386341342693,-0.0024633724439178106,0.010649829165859659,0.008160222226242242,0.008160222226242242,actual
2007-06-20,0.6706872934282498,0.6470910159924882,0.0048191177739993485,-0.03518223420507671,-0.0305326637612639,-0.030532663761264067,synthetic_calibrated,54.81577226104373,54.01864857142271,-0.010391318917336578,-0.014541867363009331,-0.0247820770989233,-0.024782077098923216,synthetic_calibrated,2.3426898486145675,2.3172647845015377,-0.0009163895069032035,-0.010852936477300124,-0.011759380467096459,-0.011759380467096459,actual
2007-06-21,0.6476002987770186,0.6663509948790426,0.0007870342377560569,0.028954118979614973,0.029763941100332,0.02976394110033187,synthetic_calibrated,53.84243577986628,53.21235785915365,-0.0032620733064702145,-0.011702255137354678,-0.0149261548297159,-0.01492615482971582,synthetic_calibrated,2.3179811374109667,2.3118932305151603,0.00030913727003500924,-0.0026263832770470064,-0.0023180579199683082,-0.0023180579199683082,actual
2007-06-22,0.661620106239304,0.6462587233990316,-0.007099694719593375,-0.023217829529981526,-0.0301526847478605,-0.030152684747860592,synthetic_calibrated,52.88633484918672,54.21736583021978,-0.006126828862383249,0.025167767530661633,0.0188867400637698,0.01888674006376978,synthetic_calibrated,2.3240687710981884,2.3197714732673695,0.0052664804854829494,-0.0018490407359109673,0.0034077018126195124,0.0034077018126195124,actual
2007-06-25,0.648457274008885,0.6370056834686065,0.0034019666276843274,-0.017659745675274174,-0.0143178569130304,-0.014317856913030447,synthetic_calibrated,54.95610046278231,55.07868341530797,0.013625424644861273,0.0022305613297413096,0.0158863783199166,0.015886378319916572,synthetic_calibrated,2.3090286385031993,2.3072380294382118,-0.00463098839173115,-0.0007754815315534902,-0.005402878677314038,-0.005402878677314149,actual
2007-06-26,0.6476390429401736,0.632617851601566,0.01669272307535241,-0.023193770515152812,-0.0068882146280829,-0.006888214628083089,synthetic_calibrated,55.198216114981115,55.085341775336076,0.0021702170832922363,-0.0020448910778188,0.0001208881479229,0.00012088814792288183,synthetic_calibrated,2.2990016102312882,2.2782318837994993,-0.003569817722243851,-0.009034237444357163,-0.012571804585665092,-0.012571804585665203,actual
2007-06-27,0.6262639311338307,0.6567699288403797,-0.01004385262232077,0.048711088392586754,0.0381779887773778,0.0381779887773781,synthetic_calibrated,55.789489594110734,55.21006288053257,0.012782852862137206,-0.010385947564562903,0.0022641432580227,0.0022641432580225995,synthetic_calibrated,2.275367155183246,2.2800223562601944,-0.0012574350471629137,0.0020459120482354543,0.0007859043995597226,0.0007859043995597226,actual
2007-06-28,0.6555670098367543,0.6552179695730271,-0.0018315683328395949,-0.0005324249977345374,-0.0023630181578088,-0.002363018157808705,synthetic_calibrated,55.193350735035935,55.13846292958352,-0.0003027010770264571,-0.000994464092530123,-0.0012968641442048,-0.0012968641442047124,synthetic_calibrated,2.2911235040833717,2.3011503957509905,0.004868876742676331,0.004376408190020387,0.009266593124749312,0.009266593124749534,actual
2007-06-29,0.6681275336222834,0.6575548611438057,0.019702701465389882,-0.015824332850283063,0.0035665865090687,0.0035665865090686033,synthetic_calibrated,56.19850056671441,56.81318259439249,0.019225012465157842,0.010937694448775792,0.0303729842260516,0.030372984226051614,synthetic_calibrated,2.302224651906549,2.30150829899712,0.00046683439619688016,-0.00031115682339499795,0.00015553231409404233,0.00015553231409404233,actual
2007-07-02,0.6669557988805068,0.6778346934232963,0.014296811250620767,0.01631126764479718,0.0308412780101941,0.030841278010193873,synthetic_calibrated,56.73646866105011,57.674587528439005,-0.0013502840333741162,0.016534671429646375,0.0151620608934438,0.01516206089344374,synthetic_calibrated,2.310102894658758,2.3283657957204227,0.0037343318142206705,0.007905665632423009,0.011669519825327601,0.011669519825327379,actual
2007-07-03,0.6814570868647005,0.6892210901893023,0.0053440661514534415,0.011393238802934746,0.0167981911762302,0.016798191176230493,synthetic_calibrated,57.56704213136502,56.584846210553884,-0.0018646929554710923,-0.017061775009558744,-0.0188946529933618,-0.018894652993361682,synthetic_calibrated,2.3297982283306955,2.3183390406570963,0.0006152094369817895,-0.004918532229209238,-0.004306348719670949,-0.004306348719670949,actual
2007-07-05,0.6920964415375082,0.7057620414578211,0.004171885319725233,0.019745224942862682,0.0239994850766616,0.02399948507666183,synthetic_calibrated,55.63600188020834,54.64820444854414,-0.016768523622293974,-0.017754644443917056,-0.0342254488914478,-0.03422544889144774,synthetic_calibrated,2.327291539564864,2.306879852983497,0.003861600374563956,-0.008770575681800175,-0.00494284376557419,-0.00494284376557419,actual
2007-07-06,0.7056606877513921,0.7133609918120868,-0.00014360889432307733,0.010912190794178933,0.0107670148122012,0.010767014812201214,synthetic_calibrated,54.084610479925146,53.95009532865169,-0.010313128753382306,-0.0024871243423928435,-0.0127746030622065,-0.012774603062206347,synthetic_calibrated,2.298285530530444,2.326217283409305,-0.0037255180160068457,0.01215329971311907,0.008382504360077148,0.008382504360077148,actual
2007-07-09,0.7149934528028902,0.7141670941571374,0.002288407986336116,-0.0011557569408688906,0.0011300062020537,0.0011300062020533908,synthetic_calibrated,54.68588415422058,54.4989349820805,0.013638322992510554,-0.003418600156721685,0.0101730988626692,0.010173098862669372,synthetic_calibrated,2.327649716019578,2.3412574160042943,0.0006157776491857447,0.005846111591045755,0.006465489145083714,0.006465489145083714,actual
