Date,TQQQ_OPEN,TQQQ_CLOSE,TQQQ_CTO_RETURN,TQQQ_OTC_RETURN,TQQQ_RETURN,TQQQ_CC_RETURN_REBUILT,TQQQ_SOURCE,TMF_OPEN,TMF_CLOSE,TMF_CTO_RETURN,TMF_OTC_RETURN,TMF_RETURN,TMF_CC_RETURN_REBUILT,TMF_SOURCE,GLD_OPEN,GLD_CLOSE,GLD_CTO_RETURN,GLD_OTC_RETURN,GLD_RETURN,GLD_CC_RETURN_REBUILT,GLD_SOURCE
1990-05-07,,,,,,,,,,,,,,,,,,,,,missing
1990-05-08,,,,,,,,,,,,,,,,,,,,,missing
1990-05-09,,,,,,,,,,,,,,,,,,,,,missing
1990-05-10,,,,,,,,,,,,,,,,,,,,,missing
1990-05-11,,,,,,,,,,,,,,,,,,,,,missing
1990-05-14,,,,,,,,,,,,,,,,,,,,,missing
1990-05-15,,,,,,,,,,,,,,,,,,,,,missing
1990-05-16,,,,,,,,,,,,,,,,,,,,,missing
1990-05-17,,,,,,,,,,,,,,,,,,,,,missing
1990-05-18,,,,,,,,,,,,,,,,,,,,,missing
1990-05-21,,,,,,,,,,,,,,,,,,,,,missing
1990-05-22,,,,,,,,,,,,,,,,,,,,,missing
1990-05-23,,,,,,,,,,,,,,,,,,,,,missing
1990-05-24,,,,,,,,,,,,,,,,,,,,,missing
1990-05-25,,,,,,,,,,,,,,,,,,,,,missing
1990-05-29,,,,,,,,,,,,,,,,,,,,,missing
1990-05-30,,,,,,,,,,,,,,,,,,,,,missing
1990-05-31,,,,,,,,,,,,,,,,,,,,,missing
1990-06-01,,,,,,,,,,,,,,,,,,,,,missing
1990-06-04,,,,,,,,,,,,,,,,,,,,,missing
1990-06-05,,,,,,,,,,,,,,,,,,,,,missing
1990-06-06,,,,,,,,,,,,,,,,,,,,,missing
1990-06-07,,,,,,,,,,,,,,,,,,,,,missing
1990-06-08,,,,,,,,,,,,,,,,,,,,,missing
1990-06-11,,,,,,,,,,,,,,,,,,,,,missing
1990-06-12,,,,,,,,,,,,,,,,,,,,,missing
1990-06-13,,,,,,,,,,,,,,,,,,,,,missing
1990-06-14,,,,,,,,,,,,,,,,,,,,,missing
1990-06-15,,,,,,,,,,,,,,,,,,,,,missing
1990-06-18,,,,,,,,,,,,,,,,,,,,,missing
1990-06-19,,,,,,,,,,,,,,,,,,,,,missing
1990-06-20,,,,,,,,,,,,,,,,,,,,,missing
1990-06-21,,,,,,,,,,,,,,,,,,,,,missing
1990-06-22,,,,,,,,,,,,,,,,,,,,,missing
1990-06-25,,,,,,,,,,,,,,,,,,,,,missing
1990-06-26,,,,,,,,,,,,,,,,,,,,,missing
1990-06-27,,,,,,,,,,,,,,,,,,,,,missing
1990-06-28,,,,,,,,,,,,,,,,,,,,,missing
1990-06-29,,,,,,,,,,,,,,,,,,,,,missing
1990-07-02,,,,,,,,,,,,,,,,,,,,,missing
1990-07-03,,,,,,,,,,,,,,,,,,,,,missing
1990-07-05,,,,,,,,,,,,,,,,,,,,,missing
1990-07-06,,,,,,,,,,,,,,,,,,,,,missing
1990-07-09,,,,,,,,,,,,,,,,,,,,,missing
1990-07-10,,,,,,,,,,,,,,,,,,,,,missing
1990-07-11,,,,,,,,,,,,,,,,,,,,,missing
1990-07-12,,,,,,,,,,,,,,,,,,,,,missing
1990-07-13,,,,,,,,,,,,,,,,,,,,,missing
1990-07-16,,,,,,,,,,,,,,,,,,,,,missing
1990-07-17,,,,,,,,,,,,,,,,,,,,,missing
1990-07-18,,,,,,,,,,,,,,,,,,,,,missing
1990-07-19,,,,,,,,,,,,,,,,,,,,,missing
1990-07-20,,,,,,,,,,,,,,,,,,,,,missing
1990-07-23,,,,,,,,,,,,,,,,,,,,,missing
1990-07-24,,,,,,,,,,,,,,,,,,,,,missing
1990-07-25,,,,,,,,,,,,,,,,,,,,,missing
1990-07-26,,,,,,,,,,,,,,,,,,,,,missing
1990-07-27,,,,,,,,,,,,,,,,,,,,,missing
1990-07-30,,,,,,,,,,,,,,,,,,,,,missing
1990-07-31,,,,,,,,,,,,,,,,,,,,,missing
1990-08-01,,,,,,,,,,,,,,,,,,,,,missing
1990-08-02,,,,,,,,,,,,,,,,,,,,,missing
1990-08-03,,,,,,,,,,,,,,,,,,,,,missing
1990-08-06,,,,,,,,,,,,,,,,,,,,,missing
1990-08-07,,,,,,,,,,,,,,,,,,,,,missing
1990-08-08,,,,,,,,,,,,,,,,,,,,,missing
1990-08-09,,,,,,,,,,,,,,,,,,,,,missing
1990-08-10,,,,,,,,,,,,,,,,,,,,,missing
1990-08-13,,,,,,,,,,,,,,,,,,,,,missing
1990-08-14,,,,,,,,,,,,,,,,,,,,,missing
1990-08-15,,,,,,,,,,,,,,,,,,,,,missing
1990-08-16,,,,,,,,,,,,,,,,,,,,,missing
1990-08-17,,,,,,,,,,,,,,,,,,,,,missing
1990-08-20,,,,,,,,,,,,,,,,,,,,,missing
1990-08-21,,,,,,,,,,,,,,,,,,,,,missing
1990-08-22,,,,,,,,,,,,,,,,,,,,,missing
1990-08-23,,,,,,,,,,,,,,,,,,,,,missing
1990-08-24,,,,,,,,,,,,,,,,,,,,,missing
1990-08-27,,,,,,,,,,,,,,,,,,,,,missing
1990-08-28,,,,,,,,,,,,,,,,,,,,,missing
1990-08-29,,,,,,,,,,,,,,,,,,,,,missing
1990-08-30,,,,,,,,,,,,,,,,,,,,,missing
1990-08-31,,,,,,,,,,,,,,,,,,,,,missing
1990-09-04,,,,,,,,,,,,,,,,,,,,,missing
1990-09-05,,,,,,,,,,,,,,,,,,,,,missing
1990-09-06,,,,,,,,,,,,,,,,,,,,,missing
1990-09-07,,,,,,,,,,,,,,,,,,,,,missing
1990-09-10,,,,,,,,,,,,,,,,,,,,,missing
1990-09-11,,,,,,,,,,,,,,,,,,,,,missing
1990-09-12,,,,,,,,,,,,,,,,,,,,,missing
1990-09-13,,,,,,,,,,,,,,,,,,,,,missing
1990-09-14,,,,,,,,,,,,,,,,,,,,,missing
1990-09-17,,,,,,,,,,,,,,,,,,,,,missing
1990-09-18,,,,,,,,,,,,,,,,,,,,,missing
1990-09-19,,,,,,,,,,,,,,,,,,,,,missing
1990-09-20,,,,,,,,,,,,,,,,,,,,,missing
1990-09-21,,,,,,,,,,,,,,,,,,,,,missing
1990-09-24,,,,,,,,,,,,,,,,,,,,,missing
1990-09-25,,,,,,,,,,,,,,,,,,,,,missing
1990-09-26,,,,,,,,,,,,,,,,,,,,,missing
1990-09-27,,,,,,,,,,,,,,,,,,,,,missing
1990-09-28,,,,,,,,,,,,,,,,,,,,,missing
1990-10-01,,,,,,,,,,,,,,,,,,,,,missing
1990-10-02,,,,,,,,,,,,,,,,,,,,,missing
1990-10-03,,,,,,,,,,,,,,,,,,,,,missing
1990-10-04,,,,,,,,,,,,,,,,,,,,,missing
1990-10-05,,,,,,,,,,,,,,,,,,,,,missing
1990-10-08,,,,,,,,,,,,,,,,,,,,,missing
1990-10-09,,,,,,,,,,,,,,,,,,,,,missing
1990-10-10,,,,,,,,,,,,,,,,,,,,,missing
1990-10-11,,,,,,,,,,,,,,,,,,,,,missing
1990-10-12,,,,,,,,,,,,,,,,,,,,,missing
1990-10-15,,,,,,,,,,,,,,,,,,,,,missing
1990-10-16,,,,,,,,,,,,,,,,,,,,,missing
1990-10-17,,,,,,,,,,,,,,,,,,,,,missing
1990-10-18,,,,,,,,,,,,,,,,,,,,,missing
1990-10-19,,,,,,,,,,,,,,,,,,,,,missing
1990-10-22,,,,,,,,,,,,,,,,,,,,,missing
1990-10-23,,,,,,,,,,,,,,,,,,,,,missing
1990-10-24,,,,,,,,,,,,,,,,,,,,,missing
1990-10-25,,,,,,,,,,,,,,,,,,,,,missing
1990-10-26,,,,,,,,,,,,,,,,,,,,,missing
1990-10-29,,,,,,,,,,,,,,,,,,,,,missing
1990-10-30,,,,,,,,,,,,,,,,,,,,,missing
1990-10-31,,,,,,,,,,,,,,,,,,,,,missing
1990-11-01,,,,,,,,,,,,,,,,,,,,,missing
1990-11-02,,,,,,,,,,,,,,,,,,,,,missing
1990-11-05,,,,,,,,,,,,,,,,,,,,,missing
1990-11-06,,,,,,,,,,,,,,,,,,,,,missing
1990-11-07,,,,,,,,,,,,,,,,,,,,,missing
1990-11-08,,,,,,,,,,,,,,,,,,,,,missing
1990-11-09,,,,,,,,,,,,,,,,,,,,,missing
1990-11-12,,,,,,,,,,,,,,,,,,,,,missing
1990-11-13,,,,,,,,,,,,,,,,,,,,,missing
1990-11-14,,,,,,,,,,,,,,,,,,,,,missing
1990-11-15,,,,,,,,,,,,,,,,,,,,,missing
1990-11-16,,,,,,,,,,,,,,,,,,,,,missing
1990-11-19,,,,,,,,,,,,,,,,,,,,,missing
1990-11-20,,,,,,,,,,,,,,,,,,,,,missing
1990-11-21,,,,,,,,,,,,,,,,,,,,,missing
1990-11-23,,,,,,,,,,,,,,,,,,,,,missing
1990-11-26,,,,,,,,,,,,,,,,,,,,,missing
1990-11-27,,,,,,,,,,,,,,,,,,,,,missing
1990-11-28,,,,,,,,,,,,,,,,,,,,,missing
1990-11-29,,,,,,,,,,,,,,,,,,,,,missing
1990-11-30,,,,,,,,,,,,,,,,,,,,,missing
1990-12-03,,,,,,,,,,,,,,,,,,,,,missing
1990-12-04,,,,,,,,,,,,,,,,,,,,,missing
1990-12-05,,,,,,,,,,,,,,,,,,,,,missing
1990-12-06,,,,,,,,,,,,,,,,,,,,,missing
1990-12-07,,,,,,,,,,,,,,,,,,,,,missing
1990-12-10,,,,,,,,,,,,,,,,,,,,,missing
1990-12-11,,,,,,,,,,,,,,,,,,,,,missing
1990-12-12,,,,,,,,,,,,,,,,,,,,,missing
1990-12-13,,,,,,,,,,,,,,,,,,,,,missing
1990-12-14,,,,,,,,,,,,,,,,,,,,,missing
1990-12-17,,,,,,,,,,,,,,,,,,,,,missing
1990-12-18,,,,,,,,,,,,,,,,,,,,,missing
1990-12-19,,,,,,,,,,,,,,,,,,,,,missing
1990-12-20,,,,,,,,,,,,,,,,,,,,,missing
1990-12-21,,,,,,,,,,,,,,,,,,,,,missing
1990-12-24,,,,,,,,,,,,,,,,,,,,,missing
1990-12-26,,,,,,,,,,,,,,,,,,,,,missing
1990-12-27,,,,,,,,,,,,,,,,,,,,,missing
1990-12-28,,,,,,,,,,,,,,,,,,,,,missing
1990-12-31,,,,,,,,,,,,,,,,,,,,,missing
1991-01-02,0.13808524716448045,0.1364705586016516,-2.5477936336448792e-05,-0.011693418348344586,-0.0117185983605128,-0.0117185983605128,synthetic_calibrated,10.088468095170434,10.08590870034743,0.03347981900090602,-0.0002536950901623758,0.0332176302450435,0.0332176302450435,synthetic_calibrated,,,,,,,missing
1991-01-03,0.13640048295975749,0.12952658123285254,-0.0005134854184825066,-0.05039499551429716,-0.0508826038374186,-0.050882603837418605,synthetic_calibrated,10.204716255349656,10.201227580829174,0.01177955884115156,-0.00034186884115006144,0.0114336629358714,0.011433662935871336,synthetic_calibrated,,,,,,,missing
1991-01-04,0.12955058827589,0.13034153791139608,0.00018534452781016064,0.006105334186686129,0.0062918103047783,0.006291810304777989,synthetic_calibrated,9.980483952056554,9.975500459647938,-0.021638927964655608,-0.0004993237234341974,-0.0221274468580073,-0.022127446858007382,synthetic_calibrated,,,,,,,missing
1991-01-07,0.13024411900391816,0.12141530513858836,-0.0007474125980019286,-0.06778666041008885,-0.0684834084041238,-0.0684834084041237,synthetic_calibrated,9.544789487455578,9.53909722292935,-0.04317687858715824,-0.0005963740251904159,-0.0437475030434705,-0.043747503043470415,synthetic_calibrated,,,,,,,missing
1991-01-08,0.12142293007167121,0.12088976251786303,6.280042762440985e-05,-0.004390995617495563,-0.0043284709462738,-0.004328470946273755,synthetic_calibrated,9.387428267975638,9.383053582800528,-0.01589971790927358,-0.00046601529729217717,-0.0163583236947974,-0.016358323694797394,synthetic_calibrated,,,,,,,missing
1991-01-09,0.12089454747481777,0.1200929656543994,3.958115935609463e-05,-0.006630421612565551,-0.0065911028929837,-0.006591102892983924,synthetic_calibrated,9.174760089460035,9.170309577990915,-0.022198902681564325,-0.000485082053996444,-0.0226732164462515,-0.022673216446251643,synthetic_calibrated,,,,,,,missing
1991-01-10,0.1201973811185037,0.12832176937751683,0.00086945528853688,0.06759205719301997,0.0685202807531465,0.06852028075314642,synthetic_calibrated,9.396997716908109,9.394426618171297,0.024719791299222083,-0.0002736085305401481,0.0244394192229092,0.024439419222909375,synthetic_calibrated,,,,,,,missing
1991-01-11,0.12833928693551372,0.1285138969348398,0.00013651275291692855,0.0013605342798408415,0.0014972327630376,0.0014972327630375926,synthetic_calibrated,9.390816305483536,9.38725544635579,-0.00038430367647734887,-0.00037918526056868185,-0.0007633432147563,-0.0007633432147563513,synthetic_calibrated,,,,,,,missing
1991-01-14,0.128471121725593,0.12371528909021712,-0.00033284500950514495,-0.03701869004875713,-0.0373392135720211,-0.03733921357202108,synthetic_calibrated,9.296057526942999,9.292204443773995,-0.00971507805811278,-0.00041448572772240233,-0.0101255370246365,-0.010125537024636255,synthetic_calibrated,,,,,,,missing
1991-01-15,0.12376416206902535,0.12668092321782795,0.0003950439688387153,0.02356709002058177,0.023971444026196,0.02397144402619622,synthetic_calibrated,9.259660888601879,9.256080174661955,-0.0035022426991392352,-0.00038670033201004816,-0.0038875887127348,-0.0038875887127348685,synthetic_calibrated,,,,,,,missing
1991-01-16,0.12685156983361673,0.141473663829554,0.0013470585108963373,0.11526931842559107,0.1167716514529177,0.11677165145291779,synthetic_calibrated,9.252586269466153,9.24914104202796,-0.0003774713625931403,-0.00037235291170034657,-0.0007496837217326,-0.0007496837217325636,synthetic_calibrated,,,,,,,missing
1991-01-17,0.14163161460440038,0.1546218021619213,0.0011164676913766325,0.09171813506330917,0.0929370030891973,0.09293700308919717,synthetic_calibrated,9.765955286519981,9.764567249789508,0.05587699897143161,-0.0001421301541681963,0.0557269270107849,0.055726927010784966,synthetic_calibrated,,,,,,,missing
1991-01-18,0.15469624956965597,0.1595361123370209,0.00048148066245334853,0.03128623208919912,0.0317827764674046,0.03178277646740435,synthetic_calibrated,9.940591249772105,9.937706671199127,0.018026810147310002,-0.0002901817910523352,0.0177313973042021,0.017731397304202146,synthetic_calibrated,,,,,,,missing
1991-01-21,0.1596280213180818,0.16598960617396874,0.0005761014212677384,0.03985255723498926,0.0404516177711212,0.040451617771121384,synthetic_calibrated,9.75215622577513,9.747676482138386,-0.018671354625685255,-0.0004593592978856531,-0.0191221370632195,-0.019122137063219524,synthetic_calibrated,,,,,,,missing
1991-01-22,0.16594193428760334,0.1603947061295525,-0.0002871980207931335,-0.03342873024751303,-0.0337063276031414,-0.03370632760314152,synthetic_calibrated,9.684187914614613,9.680301741894084,-0.006513200108775541,-0.00040129051137716143,-0.0069118769347503,-0.006911876934750483,synthetic_calibrated,,,,,,,missing
1991-01-23,0.16051062364655885,0.16910360074754258,0.0007227016389974583,0.05353525458791619,0.0542966462431485,0.05429664624314845,synthetic_calibrated,9.765858270287554,9.762568199496574,0.008838208836321915,-0.0003368952016219451,0.0084983360845524,0.008498336084552083,synthetic_calibrated,,,,,,,missing
1991-01-24,0.16922658235102966,0.17835569793270506,0.0007272559717441673,0.05394610855367099,0.0547125971550131,0.05471259715501309,synthetic_calibrated,9.818679171259408,9.815234319741663,0.005747562589701216,-0.0003508467338284582,0.0053946993423107,0.005394699342310849,synthetic_calibrated,,,,,,,missing
1991-01-25,0.17841084341967323,0.18130327136420074,0.00030918825474790523,0.016212175723667732,0.0165263765927334,0.016526376592733483,synthetic_calibrated,9.631346639909932,9.626882015109397,-0.01873492510126551,-0.0004635514603986701,-0.019189791959773,-0.019189791959772995,synthetic_calibrated,,,,,,,missing
1991-01-28,0.1813587059382207,0.18426974675650948,0.00030575606056548743,0.01605128798879063,0.0163619518279383,0.016361951827938537,synthetic_calibrated,9.682368018700116,9.678912809254,0.005763652603577585,-0.0003568558269467781,0.0054047399836147,0.00540473998361457,synthetic_calibrated,,,,,,,missing
1991-01-29,0.18435397823088806,0.1897679246222502,0.0004571096225030047,0.02936712537107078,0.0298376589891663,0.029837658989166016,synthetic_calibrated,9.734599869091975,9.731137419565886,0.005753441624634981,-0.00035568483272563345,0.0053957103799876,0.0053957103799875394,synthetic_calibrated,,,,,,,missing
1991-01-30,0.1899240084003723,0.20190428324184456,0.0008224982089717336,0.06307930704693776,0.0639536878729788,0.06395368787297873,synthetic_calibrated,9.637911620500413,9.633826566206348,-0.009580154410113395,-0.00042385264099897846,-0.0099999464773645,-0.009999946477364463,synthetic_calibrated,,,,,,,missing
1991-01-31,0.20202125027599807,0.21017298557472092,0.000579319231248876,0.04035088035335921,0.0409535756255947,0.04095357562559454,synthetic_calibrated,9.883522995997625,9.880890327271878,0.02591871755997399,-0.0002663694642905945,0.0256454441407721,0.025645444140771856,synthetic_calibrated,,,,,,,missing
1991-02-01,0.21026070641126582,0.21561251657158692,0.00041737446087575236,0.025453211166584166,0.025881209147748,0.025881209147748052,synthetic_calibrated,10.240938665074644,10.238758016911357,0.036438855799159064,-0.00021293440324221535,0.0362181623099024,0.03621816230990249,synthetic_calibrated,,,,,,,missing
1991-02-04,0.21571411675063876,0.222234110055412,0.0004712165168672122,0.030225158200055224,0.030710617310691,0.030710617310691246,synthetic_calibrated,10.327991475418461,10.324605790076548,0.008715261983896605,-0.00032781643458656973,0.0083845885431998,0.0083845885431999,synthetic_calibrated,,,,,,,missing
1991-02-05,0.22240681228313663,0.23539206725159864,0.0007771184526155217,0.05838514942577855,0.0592076400553716,0.0592076400553716,synthetic_calibrated,10.414342386040648,10.410884984631604,0.00869152757874292,-0.0003319846113065683,0.0083566575140316,0.008356657514031474,synthetic_calibrated,,,,,,,missing
1991-02-06,0.23559654649101647,0.2513816316859437,0.000868675150379028,0.06700049482910875,0.0679273716444089,0.06792737164440887,synthetic_calibrated,10.438384314729083,10.434746397714274,0.002641401776897201,-0.00034851341980912665,0.0022919677931218,0.0022919677931216853,synthetic_calibrated,,,,,,,missing
1991-02-07,0.25127623278714034,0.24023709722807238,-0.00041927844169231676,-0.04393227101752739,-0.0443331296050874,-0.04433312960508751,synthetic_calibrated,10.30527646789397,10.300956742178778,-0.012407577998126085,-0.00041917611125230625,-0.0128215531490831,-0.012821553149083065,synthetic_calibrated,,,,,,,missing
1991-02-08,0.2403019752096015,0.24328500747175152,0.00027005813122826794,0.012413681824912537,0.0126870923718562,0.012687092371856279,synthetic_calibrated,10.514982498521873,10.512085110321806,0.020777269694448375,-0.0002755485518376455,0.0204959959960351,0.020495995996035132,synthetic_calibrated,,,,,,,missing
1991-02-11,0.24347399361403743,0.257643170851946,0.0007768096532123625,0.05819585503809477,0.0590178717932775,0.05901787179327789,synthetic_calibrated,10.445190484014404,10.441134291433052,-0.00636359253234331,-0.0003883311259436084,-0.0067494524772339,-0.006749452477233797,synthetic_calibrated,,,,,,,missing
1991-02-12,0.257633905987999,0.2541527105446348,-3.596006025063936e-05,-0.013512178958022592,-0.0135476531195037,-0.013547653119503789,synthetic_calibrated,10.468695045576942,10.46507273759158,0.0026396321869457395,-0.0003460133254040709,0.0022927055136307,0.0022927055136308105,synthetic_calibrated,,,,,,,missing
1991-02-13,0.25425847860394546,0.2606475370847883,0.0004161594778353539,0.025128202276373246,0.025554819093747,0.025554819093746906,synthetic_calibrated,10.461235680707365,10.457453576594544,-0.00036665362777954513,-0.00036153512149583733,-0.0007280561911116,-0.0007280561911114924,synthetic_calibrated,,,,,,,missing
1991-02-14,0.26049551308470975,0.24576074060737815,-0.0005832550799400593,-0.05656440029560139,-0.0571146639017254,-0.05711466390172537,synthetic_calibrated,10.359400085545383,10.355203926685618,-0.00937642135640171,-0.00040505809459179254,-0.009777681455625,-0.009777681455624743,synthetic_calibrated,,,,,,,missing
1991-02-15,0.24588378423319862,0.2539393409036913,0.0005006642863965016,0.032761642641926825,0.0332787095127578,0.0332787095127578,synthetic_calibrated,10.41377617943981,10.410280031112466,0.00565631089149754,-0.00033572339822762753,0.005318688537356,0.005318688537355953,synthetic_calibrated,,,,,,,missing
1991-02-19,0.254056269584458,0.2614825461624667,0.0004604591015735515,0.029230833744647855,0.0297047524496657,0.02970475244966564,synthetic_calibrated,10.343799656517783,10.339701567915007,-0.006386031345554377,-0.0003961879327577522,-0.0067796892097548,-0.006779689209754691,synthetic_calibrated,,,,,,,missing
1991-02-20,0.25903149516616875,0.2518613032035898,-0.009373669609194724,-0.027680772787800567,-0.0367949719783552,-0.03679497197835502,synthetic_calibrated,10.211276697085493,10.207020106508072,-0.012420558754619004,-0.00041685194747853593,-0.012832233167992,-0.012832233167991758,synthetic_calibrated,,,,,,,missing
1991-02-21,0.2518589852778223,0.24903757365810264,-9.203183410910754e-06,-0.011202346490070236,-0.0112114465762319,-0.011211446576231743,synthetic_calibrated,10.141526991235473,10.137548362686838,-0.00641647754086816,-0.00039231060096511783,-0.0068062708896733,-0.006806270889673116,synthetic_calibrated,,,,,,,missing
1991-02-22,0.24912919611671383,0.2543614377987523,0.0003679061647821058,0.02100212164449511,0.021377754619304,0.02137775461930369,synthetic_calibrated,10.041606237131928,10.037524945375226,-0.00946403628593706,-0.0004064381395089134,-0.0098666278801457,-0.009866627880145695,synthetic_calibrated,,,,,,,missing
1991-02-25,0.2544414163098379,0.25860844297872265,0.0003144286011973474,0.01637715561137454,0.0166967336587025,0.01669673365870228,synthetic_calibrated,10.094781595227378,10.091304891815327,0.0057042597815442075,-0.0003444060061382759,0.0053578891940767,0.005357889194076648,synthetic_calibrated,,,,,,,missing
1991-02-26,0.258555593891452,0.2516069542211174,-0.00020435948131436454,-0.02687483788593581,-0.0270737052393195,-0.02707370523931929,synthetic_calibrated,9.842624707359874,9.837892138057503,-0.024643015657682454,-0.0004808239106010026,-0.025111990617126,-0.02511199061712588,synthetic_calibrated,,,,,,,missing
1991-02-27,0.25170332532315054,0.2573600579066293,0.00038302241021703765,0.022473809498608555,0.0228654398815068,0.022865439881506466,synthetic_calibrated,9.804093115513247,9.80031442614951,-0.0034355959660816726,-0.00038541957111337677,-0.0038196913912714,-0.0038196913912711405,synthetic_calibrated,,,,,,,missing
1991-02-28,0.2574048696418307,0.25853042865898807,0.00017412078457668123,0.004372718428845346,0.0045476005945858,0.004547600594585477,synthetic_calibrated,9.884135810524468,9.8808309296422,0.008552928072522059,-0.00033436214815552034,0.0082157061489632,0.008215706148963164,synthetic_calibrated,,,,,,,missing
1991-03-01,0.2586411813083968,0.2655178789439121,0.00042839309083730903,0.02658779085653684,0.0270275739732779,0.02702757397327793,synthetic_calibrated,9.634327085026651,9.629646810066973,-0.02494768368883271,-0.00048579157821537766,-0.0254213558924162,-0.02542135589241601,synthetic_calibrated,,,,,,,missing
1991-03-04,0.2655853119903634,0.26857368581178864,0.0002539680066724337,0.011252029711393385,0.0115088553736227,0.011508855373622673,synthetic_calibrated,9.596209801333929,9.592503902167282,-0.003472298558041431,-0.0003861836332643698,-0.0038571412464328,-0.0038571412464329935,synthetic_calibrated,,,,,,,missing
1991-03-05,0.2689024922691878,0.2964871160870263,0.0012242690731421035,0.10258225420322487,0.103932111557641,0.10393211155764126,synthetic_calibrated,9.64830050562629,9.644951435106469,0.0058166881168952855,-0.0003471150714956517,0.005467553985288,0.005467553985288198,synthetic_calibrated,,,,,,,missing
1991-03-06,0.29657641809910656,0.29970076858549294,0.00030120031271119174,0.010534723247423994,0.0108390966220714,0.010839096622071498,synthetic_calibrated,9.61145020040426,9.607699472374675,-0.003473447733522983,-0.00039023539126559204,-0.0038623276625531,-0.0038623276625532332,synthetic_calibrated,,,,,,,missing
1991-03-07,0.2997916255883967,0.3044575537720239,0.0003031590587259103,0.015563904343456558,0.0158717817407731,0.015871781740773194,synthetic_calibrated,9.723067177344507,9.719956743083484,0.01200783864041055,-0.000319902578506448,0.0116840947233607,0.011684094723360738,synthetic_calibrated,,,,,,,missing
1991-03-08,0.3044235967033111,0.29849334303524894,-0.00011153301434652096,-0.019480269375575787,-0.0195896296967585,-0.019589629696758704,synthetic_calibrated,9.536490435915999,9.532166972158334,-0.0188752184826374,-0.000453360047568685,-0.0193200212602569,-0.019320021260256892,synthetic_calibrated,,,,,,,missing
1991-03-11,0.29819421620093717,0.2722545675552186,-0.0010021222961626997,-0.08698910722077591,-0.0879040557930693,-0.08790405579306948,synthetic_calibrated,9.676512054177394,9.673659471551222,0.015142945191860768,-0.0002947945096539728,0.0148436866251041,0.014843686625104269,synthetic_calibrated,,,,,,,missing
1991-03-12,0.27210930070890554,0.257750706539609,-0.0005335699144278783,-0.052767744916800696,-0.0532731595500887,-0.05327315955008871,synthetic_calibrated,9.610360564563038,9.606597335910376,-0.0065434293169339686,-0.0003915803811294083,-0.0069324474195176,-0.0069324474195174846,synthetic_calibrated,,,,,,,missing
1991-03-13,0.2579969981135793,0.2774284516583159,0.0009555417995814608,0.07531658773867678,0.0763440976860445,0.07634409768604455,synthetic_calibrated,9.751662765563607,9.748775945094824,0.015100604780317273,-0.0002960336650460471,0.0148001008278936,0.014800100827893736,synthetic_calibrated,,,,,,,missing
1991-03-14,0.27741359976035546,0.27323174677090944,-5.353415582176613e-05,-0.015074433960910683,-0.0151271611196357,-0.015127161119635968,synthetic_calibrated,9.775258136614372,9.771915073965419,0.0027164632430467517,-0.00034199226273434746,0.0023735419709014,0.0023735419709012273,synthetic_calibrated,,,,,,,missing
1991-03-15,0.2732209190461052,0.2694304114165073,-3.962835553417143e-05,-0.013873416584761045,-0.0139124951596105,-0.013912495159610239,synthetic_calibrated,9.498023503998692,9.493431956181343,-0.02802844354393097,-0.00048342139976975673,-0.0284983153942893,-0.028498315394289153,synthetic_calibrated,,,,,,,missing
1991-03-18,0.2694997142272378,0.2725212452264214,0.0002572197042127744,0.011211629696334047,0.0114717332526214,0.011471733252621075,synthetic_calibrated,9.401576700442426,9.397778002189922,-0.009675663781327004,-0.0004040490625711879,-0.0100758034010177,-0.010075803401017658,synthetic_calibrated,,,,,,,missing
1991-03-19,0.27248628174299294,0.26677536981225314,-0.00012829635869093803,-0.020958530074282056,-0.0210841375298808,-0.02108413752988092,synthetic_calibrated,9.18954042306961,9.185281519587,-0.022158171758450362,-0.0004634511941334907,-0.0226113537214225,-0.022611353721422645,synthetic_calibrated,,,,,,,missing
1991-03-20,0.26688818010384313,0.2737701291103518,0.0004228662176324338,0.02578588907096213,0.0262196592699744,0.026219659269974382,synthetic_calibrated,9.2970965993469,9.29422963973806,0.012173288267916638,-0.00030837149837115163,0.0118611628744021,0.011861162874402309,synthetic_calibrated,,,,,,,missing
1991-03-21,0.27368176502628566,0.2636949004351816,-0.00032276744125925294,-0.03649079283796941,-0.0368017822393949,-0.0368017822393949,synthetic_calibrated,9.377866732173509,9.3748440351763,0.008998819232726163,-0.00032232245174035334,0.0086735962595079,0.008673596259508143,synthetic_calibrated,,,,,,,missing
1991-03-22,0.26370097712159063,0.2614393777233945,2.304438348632587e-05,-0.008576378528750594,-0.00855353178262,-0.008553531782619972,synthetic_calibrated,9.400576873396087,9.39731898251161,0.0027448817413102677,-0.00034656286825296423,0.0023973675989681,0.0023973675989679144,synthetic_calibrated,,,,,,,missing
1991-03-25,0.26159351306834655,0.2722705122479228,0.0005895643812123819,0.040815229148234655,0.0414288567347638,0.04142885673476382,synthetic_calibrated,9.423061132840678,9.419767708392829,0.002739307921437284,-0.00034950685360302103,0.0023888436609414,0.0023888436609416086,synthetic_calibrated,,,,,,,missing
1991-03-26,0.272605104214569,0.300607986940786,0.001228895350744219,0.102723251668009,0.1040783831451418,0.10407838314514128,synthetic_calibrated,9.445569549582844,9.442248811199606,0.002739116503587047,-0.0003515657119251836,0.0023865878122181,0.0023865878122182327,synthetic_calibrated,,,,,,,missing
