feature,direction,threshold,available_n,skipped_n,skipped_loss_n,skipped_win_n,skipped_loss_rate,skipped_avg_return_pct,kept_n,kept_win_rate,kept_avg_return_pct,loss_recall_total,win_cost_total,score
QQQ_PREV_CLOSE_RET_5D,>=,0.008941058099073463,97,68,23,45,0.3382352941176471,3.8311687094470273,29,0.6896551724137931,3.1826121986175138,0.71875,0.6923076923076923,1.8740237289822101
SPY_PREV_CLOSE_RET_5D,<=,0.016217897238097346,97,68,23,45,0.3382352941176471,3.8906496082318616,29,0.6896551724137931,3.0431397462944565,0.71875,0.6923076923076923,1.867050106366057
TLT_PREV_CLOSE_RET_5D,<=,0.002856090204356488,97,58,18,40,0.3103448275862069,2.7430280358305734,39,0.6410256410256411,4.967169228823912,0.5625,0.6153846153846154,1.8663955967197103
XLY_XLP_PREV_CLOSE_RATIO_SMA20,<=,0.01467532848768549,97,49,14,35,0.2857142857142857,2.4393303523330134,48,0.625,4.860167473708086,0.4375,0.5384615384615384,1.8652611209381513
IWM_SPY_PREV_CLOSE_RATIO_SMA20,<=,0.002999248763981832,97,49,15,34,0.30612244897959184,4.370043349416849,48,0.6458333333333334,2.8892312891850054,0.46875,0.5230769230769231,1.8650070903619191
^VIX_PREV_CLOSE_SMA20_RATIO,>=,-0.06940231574653066,97,49,15,34,0.30612244897959184,4.378292143673692,48,0.6458333333333334,2.8808106450478115,0.46875,0.5230769230769231,1.8645860581550595
IEF_TLT_PREV_CLOSE_RET_20D,>=,0.014315623253460209,97,20,3,17,0.15,9.509170359423235,77,0.6233766233766234,2.1121015430368972,0.09375,0.26153846153846155,1.8641964857432534
QQQ_PREV_CLOSE_SMA20_RATIO,<=,0.03051713372488485,97,68,22,46,0.3235294117647059,2.782221039288671,29,0.6551724137931034,5.642213632092282,0.6875,0.7076923076923077,1.8634650270563227
HYG_TLT_PREV_CLOSE_RATIO_SMA20,<=,0.007738310373662793,97,49,14,35,0.2857142857142857,2.50010357053936,48,0.625,4.798128146789108,0.4375,0.5384615384615384,1.8621591545922027
HYG_PREV_CLOSE_RET_5D,<=,0.004405496382777359,97,68,22,46,0.3235294117647059,2.822630135318821,29,0.6551724137931034,5.547461268987103,0.6875,0.7076923076923077,1.8587274089010637
XLY_XLP_PREV_CLOSE_RET_20D,<=,0.03671520157461741,97,58,18,40,0.3103448275862069,2.865927847691912,39,0.6410256410256411,4.78439514964551,0.5625,0.6153846153846154,1.8572568927607902
UVIX_OPEN_SMA50_RATIO,<=,-0.36916110809271935,97,39,11,28,0.28205128205128205,6.312723889583651,58,0.6379310344827587,1.8382585225610952,0.34375,0.4307692307692308,1.8569880808583819
IEF_TLT_PREV_CLOSE_RET_20D,>=,0.018181290816059206,97,10,0,10,0.0,15.582092314118924,87,0.632183908045977,2.2643023317369724,0.0,0.15384615384615385,1.8559206868786258
UVIX_PREV_CLOSE_RET_20D,<=,-0.3171071162343032,97,39,11,28,0.28205128205128205,6.351241499548731,58,0.6379310344827587,1.8123587503431957,0.34375,0.4307692307692308,1.8556930922474868
^VIX3M_PREV_CLOSE_RET_10D,<=,-0.08131001425089295,97,29,6,23,0.20689655172413793,5.276663350493509,68,0.6176470588235294,2.9381174829116774,0.1875,0.35384615384615387,1.852897448494156
HYG_LQD_PREV_CLOSE_RATIO_SMA20,>=,-0.0009777382996437145,97,68,23,45,0.3382352941176471,4.012858097802957,29,0.6896551724137931,2.756581908679475,0.71875,0.6923076923076923,1.852722214485308
UVIX_OPEN,<=,3.2645131110314023e-09,97,49,15,34,0.30612244897959184,4.618356699741332,48,0.6458333333333334,2.635744744062095,0.46875,0.5230769230769231,1.8523327631057738
UVIX_CLOSE,<=,3.153922310085319e-09,97,49,15,34,0.30612244897959184,4.618356699741332,48,0.6458333333333334,2.635744744062095,0.46875,0.5230769230769231,1.8523327631057738
XLY_PREV_CLOSE_SMA20_RATIO,<=,0.023541174316288993,97,49,14,35,0.2857142857142857,2.711447702720908,48,0.625,4.582381011853778,0.4375,0.5384615384615384,1.8513717978454363
QQQ_PREV_CLOSE_RET_5D,>=,0.011657146032985602,97,58,19,39,0.3275862068965517,4.420229828414789,39,0.6666666666666666,2.4728691270320016,0.59375,0.6,1.8512296632481515
TLT_PREV_CLOSE_RET_5D,<=,0.00624386233884766,97,68,22,46,0.3235294117647059,2.901668649401473,29,0.6551724137931034,5.362129580793299,0.6875,0.7076923076923077,1.8494608244913735
UUP_SPY_PREV_CLOSE_RET_20D,>=,-0.03605888337095964,97,49,14,35,0.2857142857142857,2.7923861617084595,48,0.625,4.499756334970653,0.4375,0.5384615384615384,1.8472405640012797
UVIX_OPEN_GAP_FROM_PREV_CLOSE,>=,-0.025545323577618094,97,68,22,46,0.3235294117647059,2.92498462456544,29,0.6551724137931034,5.307457639029514,0.6875,0.7076923076923077,1.8467272274031843
UVIX_PREV_CLOSE_SMA5_RATIO,<=,-0.07096268931332382,97,29,6,23,0.20689655172413793,5.606228814891704,68,0.6176470588235294,2.797567505447741,0.1875,0.35384615384615387,1.8458699496209596
^VIX3M_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.0016180829000712604,97,49,15,34,0.30612244897959184,4.771239104552306,48,0.6458333333333334,2.4796772891508927,0.46875,0.5230769230769231,1.8445293903602136
^VIX3M_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.013963255330408385,97,20,3,17,0.15,11.058832758099154,77,0.6233766233766234,1.7095918290951,0.09375,0.26153846153846155,1.8440710000461635
HYG_LQD_PREV_CLOSE_RATIO_SMA20,<=,0.00797722371610288,97,77,26,51,0.33766233766233766,3.594538052933191,20,0.7,3.801789796322507,0.8125,0.7846153846153846,1.843136442863078
XLY_PREV_CLOSE_SMA20_RATIO,>=,0.01609169206627521,97,68,23,45,0.3382352941176471,4.112943417230777,29,0.6896551724137931,2.5218990907107908,0.71875,0.6923076923076923,1.840988073586874
^VIX_PREV_CLOSE_RET_5D,>=,-0.04868618092705845,97,49,15,34,0.30612244897959184,4.862964065498334,48,0.6458333333333334,2.3860413915184906,0.46875,0.5230769230769231,1.8398475954785933
SPY_PREV_CLOSE_SMA20_RATIO,>=,0.020009498903028167,97,49,15,34,0.30612244897959184,4.874842112678156,48,0.6458333333333334,2.3739158850224205,0.46875,0.5230769230769231,1.83924132015379
TLT_PREV_CLOSE_RET_5D,>=,-0.009955078911851784,97,68,23,45,0.3382352941176471,4.136577993311335,29,0.6896551724137931,2.466480084728793,0.71875,0.6923076923076923,1.8382171232877742
UVIX_PREV_CLOSE_SMA5_RATIO,<=,-0.025123799607700444,97,68,22,46,0.3235294117647059,3.0004088084829075,29,0.6551724137931034,5.130600931912692,0.6875,0.7076923076923077,1.8378843920473433
SPY_PREV_CLOSE_RET_20D,>=,0.030184976144996423,97,77,26,51,0.33766233766233766,3.6220742668114023,20,0.7,3.6957753728913945,0.8125,0.7846153846153846,1.8378357216915222
UVIX_PREV_CLOSE_RET_20D,<=,-0.2965283399164893,97,49,15,34,0.30612244897959184,4.960047749519402,48,0.6458333333333334,2.2869351307469823,0.46875,0.5230769230769231,1.834892282440018
QQQ_SPY_PREV_CLOSE_RATIO_SMA20,<=,0.005034303061024037,97,49,14,35,0.2857142857142857,3.03661123436612,48,0.625,4.250443239965957,0.4375,0.5384615384615384,1.834774909251045
FNG_PREV_CHANGE_5D,>=,13.0,82,37,8,29,0.21621621621621623,6.150373012593779,45,0.6444444444444445,2.5085669930312564,0.25,0.4461538461538462,1.8288240530472664
^VIX3M_PREV_CLOSE_RET_10D,<=,-0.0649204900565757,97,39,10,29,0.2564102564102564,4.425492718152965,58,0.6206896551724138,3.1072587930058657,0.3125,0.4461538461538462,1.8276883154239452
^VIX3M_PREV_CLOSE_SMA20_RATIO,<=,-0.02376192121100185,97,68,22,46,0.3235294117647059,3.0882452144484906,29,0.6551724137931034,4.924639704131326,0.6875,0.7076923076923077,1.8275863306582747
HYG_LQD_PREV_CLOSE_RET_20D,<=,0.010796600991927096,97,68,22,46,0.3235294117647059,3.1045407849640037,29,0.6551724137931034,4.886429400853573,0.6875,0.7076923076923077,1.825675815494387
TLT_PREV_CLOSE_RET_5D,<=,-0.0018063980544323899,97,49,14,35,0.2857142857142857,3.2496993488605703,48,0.625,4.032915789752873,0.4375,0.5384615384615384,1.823898536740391
GLD_PREV_CLOSE_RET_5D,<=,-0.0027353892331531734,97,29,6,23,0.20689655172413793,6.662632257390697,68,0.6176470588235294,2.3470425079114063,0.1875,0.35384615384615387,1.8233436997441426
HYG_LQD_PREV_CLOSE_RET_20D,<=,0.006706629168573968,97,58,18,40,0.3103448275862069,3.3387651080513474,39,0.6410256410256411,4.081201275264812,0.5625,0.6153846153846154,1.8220971990417554
IEF_TLT_PREV_CLOSE_RET_20D,>=,0.010074993668797827,97,29,6,23,0.20689655172413793,6.7274532185225295,68,0.6176470588235294,2.319398274487536,0.1875,0.35384615384615387,1.821961488072949
QQQ_PREV_CLOSE_SMA20_RATIO,>=,0.02496322488875302,97,49,15,34,0.30612244897959184,5.229224029893247,48,0.6458333333333334,2.0121510111986822,0.46875,0.5230769230769231,1.8211530764626032
XLY_XLP_PREV_CLOSE_RATIO_SMA20,>=,0.006328031671587065,97,68,23,45,0.3382352941176471,4.306640024960504,29,0.6896551724137931,2.067713941551433,0.71875,0.6923076923076923,1.8182788161289059
SPY_GLD_PREV_CLOSE_RATIO_SMA20,<=,-0.002473324740741396,97,20,2,18,0.1,5.181943059761118,77,0.6103896103896104,3.2360566858062785,0.0625,0.27692307692307694,1.8160485885360682
GLD_PREV_CLOSE_RET_20D,>=,0.03837397477051444,97,20,2,18,0.1,5.191994411818,77,0.6103896103896104,3.233445945012283,0.0625,0.27692307692307694,1.8159180514963684
^VIX3M_PREV_CLOSE_SMA20_RATIO,>=,-0.07803873667012909,97,77,26,51,0.33766233766233766,3.7575028103386248,20,0.7,3.1743754803115842,0.8125,0.7846153846153846,1.8117657270625318
GLD_PREV_CLOSE_RET_5D,>=,-0.00777645511306415,97,77,26,51,0.33766233766233766,3.763855634306506,20,0.7,3.149917108035244,0.8125,0.7846153846153846,1.810542808448715
UUP_PREV_CLOSE_RET_20D,<=,0.008644635188781294,97,68,23,45,0.3382352941176471,4.381469852315201,29,0.6896551724137931,1.8922508980990398,0.71875,0.6923076923076923,1.8095056639562863
HYG_TLT_PREV_CLOSE_RATIO_SMA20,>=,-0.0011445045153588118,97,68,23,45,0.3382352941176471,4.383438412650289,29,0.6896551724137931,1.8876349635202136,0.71875,0.6923076923076923,1.809274867227345
IEF_TLT_PREV_CLOSE_RATIO_SMA20,<=,0.009687836341995224,97,77,26,51,0.33766233766233766,3.773250818279328,20,0.7,3.113745649739877,0.8125,0.7846153846153846,1.8087342355339464
HYG_PREV_CLOSE_SMA20_RATIO,<=,0.002573341243973326,97,39,10,29,0.2564102564102564,5.022472070435419,58,0.6206896551724138,2.7058416423331804,0.3125,0.4461538461538462,1.8076174578903108
IEF_TLT_PREV_CLOSE_RET_20D,>=,-0.005452125438455211,97,68,23,45,0.3382352941176471,4.397854138483832,29,0.6896551724137931,1.8538325719105258,0.71875,0.6923076923076923,1.8075847476468605
FNG_PREV_SMA20_RATIO,>=,0.29198966408268734,81,41,10,31,0.24390243902439024,6.403485341395018,40,0.65,1.810485637071018,0.3125,0.47692307692307695,1.8075036439548642
UUP_PREV_CLOSE_RET_5D,<=,0.0023386895996181166,97,58,19,39,0.3275862068965517,5.013300983939877,39,0.6666666666666666,1.5908658700972556,0.59375,0.6,1.8071295004014143
IWM_SPY_PREV_CLOSE_RET_20D,>=,-0.011749111715446896,97,77,26,51,0.33766233766233766,3.790375472116612,20,0.7,3.047815732466334,0.8125,0.7846153846153846,1.8054377396702694
^VIX3M_OPEN_SMA20_RATIO,<=,-0.05512209785878847,97,39,10,29,0.2564102564102564,5.1328159804331595,58,0.6206896551724138,2.631644875265735,0.3125,0.4461538461538462,1.8039076195369386
UUP_PREV_CLOSE_RET_5D,>=,0.0,97,50,15,35,0.3,4.688338151339841,47,0.6382978723404256,2.519113158198166,0.46875,0.5384615384615384,1.8023877364696466
UVIX_PREV_CLOSE_SMA5_RATIO,<=,-0.0820693134292491,97,20,2,18,0.1,6.284049529422755,77,0.6103896103896104,2.949795265114944,0.0625,0.27692307692307694,1.8017355175015015
UVIX_PREV_CLOSE_SMA20_RATIO,>=,-0.21322598975041088,97,77,26,51,0.33766233766233766,3.817312290555436,20,0.7,2.9441089814768633,0.8125,0.7846153846153846,1.8002524021207957
UVIX_PREV_CLOSE_RET_5D,<=,-0.06498872767038892,97,68,23,45,0.3382352941176471,4.462806985649564,29,0.6896551724137931,1.7015293440736363,0.71875,0.6923076923076923,1.7999695862550162
HYG_TLT_PREV_CLOSE_RATIO_SMA20,>=,0.005016772209744549,97,58,19,39,0.3275862068965517,5.150765783853997,39,0.6666666666666666,1.386431039455744,0.59375,0.6,1.7969077588693385
XLY_PREV_CLOSE_SMA20_RATIO,>=,0.02227442765332506,97,58,19,39,0.3275862068965517,5.157905199954117,39,0.6666666666666666,1.3758134462812075,0.59375,0.6,1.7963768792106118
^VIX_PREV_CLOSE_RET_5D,>=,-0.03366028582110746,97,39,10,29,0.2564102564102564,5.426541411404133,58,0.6206896551724138,2.4341398440955966,0.3125,0.4461538461538462,1.7940323679784316
UVIX_PREV_CLOSE_RET_20D,<=,-0.28582016343675304,97,58,19,39,0.3275862068965517,5.209432023312228,39,0.6666666666666666,1.2991838115435017,0.59375,0.6,1.7925453974737264
TLT_PREV_CLOSE_SMA20_RATIO,<=,0.0071504462467606895,97,77,26,51,0.33766233766233766,3.8617931186093273,20,0.7,2.7728577934693845,0.8125,0.7846153846153846,1.7916898427204218
HYG_PREV_CLOSE_RET_20D,<=,0.005987151038752049,97,39,10,29,0.2564102564102564,5.497769333080165,58,0.6206896551724138,2.386245207106541,0.3125,0.4461538461538462,1.7916376361289787
UVIX_OPEN_SMA5_RATIO,<=,-0.05507313778326117,97,49,14,35,0.2857142857142857,3.8844712119693834,48,0.625,3.3849195128292933,0.4375,0.5384615384615384,1.7914987228942119
IEF_TLT_PREV_CLOSE_RATIO_SMA20,>=,-0.001031308468139168,97,58,19,39,0.3275862068965517,5.2457603678672795,39,0.6666666666666666,1.2451570427180423,0.59375,0.6,1.7898440590324536
IWM_PREV_CLOSE_RET_20D,>=,0.02236423622881102,97,77,26,51,0.33766233766233766,3.876863297347863,20,0.7,2.7148376053260193,0.8125,0.7846153846153846,1.7887888333132538
^VIX3M_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.008614788220197388,97,29,6,23,0.20689655172413793,8.31002166599052,68,0.6176470588235294,1.6444793777732465,0.1875,0.35384615384615387,1.7882155432372349
^VIX_OPEN_SMA20_RATIO,<=,-0.036579315400420004,97,68,22,46,0.3235294117647059,3.425973210268419,29,0.6551724137931034,4.132725782898389,0.6875,0.7076923076923077,1.7879906345966279
VIX3M_VIX_PREV_CLOSE_RATIO,<=,0.18100708618328887,97,49,14,35,0.2857142857142857,3.9791582110890693,48,0.625,3.288259867894613,0.4375,0.5384615384615384,1.7866657406474777
VIX_VIX3M_PREV_CLOSE_RATIO,>=,-0.1532650297368302,97,49,14,35,0.2857142857142857,3.9791582110890693,48,0.625,3.288259867894613,0.4375,0.5384615384615384,1.7866657406474777
SPY_GLD_PREV_CLOSE_RATIO_SMA20,<=,0.024133950738464627,97,58,18,40,0.3103448275862069,3.826423352052849,39,0.6410256410256411,3.355965938031809,0.5625,0.6153846153846154,1.785835432180105
UVIX_OPEN_SMA20_RATIO,<=,-0.18946039290859512,97,39,10,29,0.2564102564102564,5.73742391691596,58,0.6206896551724138,2.2250981593548858,0.3125,0.4461538461538462,1.783580283741396
UVIX_OPEN_SMA50_RATIO,<=,-0.39682336673955987,97,29,6,23,0.20689655172413793,8.59430506994912,68,0.6176470588235294,1.52324086726149,0.1875,0.35384615384615387,1.7821536177116468
GLD_PREV_CLOSE_SMA20_RATIO,>=,0.0017070972310229138,97,49,14,35,0.2857142857142857,4.097751338830912,48,0.625,3.1671960499914804,0.4375,0.5384615384615384,1.780612549752321
IWM_PREV_CLOSE_SMA20_RATIO,<=,0.026241706463166193,97,58,18,40,0.3103448275862069,3.9068591255962835,39,0.6410256410256411,3.2363435055825995,0.5625,0.6153846153846154,1.7798543105576448
XLY_PREV_CLOSE_RET_20D,>=,0.02144926379998049,97,77,26,51,0.33766233766233766,3.9264209716064284,20,0.7,2.5240405594305395,0.8125,0.7846153846153846,1.7792489810184797
UVIX_PREV_CLOSE_RET_10D,<=,-0.1656334332936905,97,49,14,35,0.2857142857142857,4.1564811916312205,48,0.625,3.107242658591167,0.4375,0.5384615384615384,1.7776148801823055
XLY_XLP_PREV_CLOSE_RATIO_SMA20,<=,0.00980253467371557,97,39,9,30,0.23076923076923078,3.3448127117990976,58,0.603448275862069,3.8339229352093285,0.28125,0.46153846153846156,1.7712717435774423
UVIX_PREV_CLOSE_SMA20_RATIO,<=,-0.16167047067695617,97,49,14,35,0.2857142857142857,4.3007447222278765,48,0.625,2.959973637773747,0.4375,0.5384615384615384,1.7702514291414344
UVIX_PREV_CLOSE_SMA5_RATIO,<=,-0.012729835114436792,97,77,25,52,0.3246753246753247,3.0543921934091305,20,0.65,5.881351355490136,0.78125,0.8,1.7687428924498316
