feature,direction,threshold,available_n,skipped_n,skipped_loss_n,skipped_win_n,skipped_loss_rate,skipped_avg_return_pct,kept_n,kept_win_rate,kept_avg_return_pct,loss_recall_total,win_cost_total,score
^VIX_PREV_CLOSE_RET_5D,<=,-0.03366028582110746,97,58,22,36,0.3793103448275862,2.4341398440955966,39,0.7435897435897436,5.426541411404133,0.6875,0.5538461538461539,2.3275604923208704
UVIX_PREV_CLOSE_RET_10D,>=,-0.1656334332936905,97,49,19,30,0.3877551020408163,3.0346654001797657,48,0.7291666666666666,4.252429612364527,0.59375,0.46153846153846156,2.326338121120581
QQQ_SPY_PREV_CLOSE_RET_20D,>=,0.026625488578369706,97,10,3,7,0.3,12.273665251383303,87,0.6666666666666666,2.6445813044652047,0.09375,0.1076923076923077,2.3245367575309523
FNG_PREV_CHANGE_5D,<=,13.0,82,51,17,34,0.3333333333333333,4.353313151094975,31,0.7741935483870968,3.8203337240817,0.53125,0.5230769230769231,2.3238537416217855
QQQ_PREV_CLOSE_RET_5D,>=,0.019415026663050616,97,29,11,18,0.3793103448275862,5.351184963160392,68,0.6911764705882353,2.906336206921389,0.34375,0.27692307692307694,2.3212334900152847
UVIX_OPEN_SMA10_RATIO,>=,-0.10238413396066437,97,49,19,30,0.3877551020408163,3.1558718989253203,48,0.7291666666666666,4.128697978228441,0.59375,0.46153846153846156,2.320151539413777
QQQ_PREV_CLOSE_RET_20D,>=,0.061356412526514505,97,29,11,18,0.3793103448275862,5.544643602030569,68,0.6911764705882353,2.8238317874032255,0.34375,0.27692307692307694,2.3171082690393763
FNG_PREV_VALUE,>=,68.0,85,43,14,29,0.32558139534883723,4.5436775157466265,42,0.7380952380952381,4.424587087554072,0.4375,0.4461538461538462,2.314942617858409
UUP_PREV_CLOSE_SMA20_RATIO,>=,0.005181048392055709,97,29,10,19,0.3448275862068966,1.316768515865697,68,0.6764705882352942,4.626896162385302,0.3125,0.2923076923076923,2.3132764667243517
^VIX3M_OPEN_SMA20_RATIO,>=,-0.05512209785878847,97,58,22,36,0.3793103448275862,2.631644875265735,39,0.7435897435897436,5.1328159804331595,0.6875,0.5538461538461539,2.312874220772321
UVIX_OPEN,<=,5.4031431771819713e-11,97,29,10,19,0.3448275862068966,1.3877163713253728,68,0.6764705882352942,4.596638988733382,0.3125,0.2923076923076923,2.3117636080417556
UVIX_CLOSE,<=,5.2778496287017205e-11,97,29,10,19,0.3448275862068966,1.3877163713253728,68,0.6764705882352942,4.596638988733382,0.3125,0.2923076923076923,2.3117636080417556
XLY_PREV_CLOSE_SMA20_RATIO,>=,0.031640040384544176,97,29,11,18,0.3793103448275862,5.822887572455877,68,0.6911764705882353,2.7051689176630203,0.34375,0.27692307692307694,2.3111751255523663
QQQ_PREV_CLOSE_SMA20_RATIO,<=,0.019951091133543344,97,29,10,19,0.3448275862068966,1.4341142593748166,68,0.6764705882352942,4.576851654124062,0.3125,0.2923076923076923,2.3107742413112895
TLT_PREV_CLOSE_SMA20_RATIO,>=,0.002830575228488809,97,29,10,19,0.3448275862068966,1.4642835370812017,68,0.6764705882352942,4.563985344513986,0.3125,0.2923076923076923,2.3101309258307863
UUP_SPY_PREV_CLOSE_RET_20D,>=,-0.025847840267970938,97,29,10,19,0.3448275862068966,1.522540318976153,68,0.6764705882352942,4.539140540470549,0.3125,0.2923076923076923,2.308888685628614
HYG_PREV_CLOSE_SMA20_RATIO,>=,0.002573341243973326,97,58,22,36,0.3793103448275862,2.7058416423331804,39,0.7435897435897436,5.022472070435419,0.6875,0.5538461538461539,2.3073570252724345
FNG_VALUE,<=,57.6,85,17,4,13,0.23529411764705882,6.647022253816469,68,0.6911764705882353,3.944285478522,0.125,0.2,2.306037803337864
TLT_PREV_CLOSE_RET_20D,<=,0.007642008689188494,97,68,26,42,0.38235294117647056,3.5681597151593256,29,0.7931034482758621,3.7993229438438503,0.8125,0.6461538461538462,2.3054755870424035
UVIX_OPEN_SMA10_RATIO,>=,-0.14707925654952006,97,77,28,49,0.36363636363636365,3.045995358863794,20,0.8,5.913679168489687,0.875,0.7538461538461538,2.3054741682146944
IWM_PREV_CLOSE_RET_20D,>=,0.05348798963782145,97,39,15,24,0.38461538461538464,4.013643714361073,58,0.7068965517241379,3.3841917438314497,0.46875,0.36923076923076925,2.3052838577486017
TLT_PREV_CLOSE_SMA20_RATIO,>=,0.00025923680317179473,97,39,14,25,0.358974358974359,1.3214589196710387,58,0.6896551724137931,5.194453933364403,0.4375,0.38461538461538464,2.303047188268574
SPY_PREV_CLOSE_RET_5D,<=,0.007759243139889494,97,29,10,19,0.3448275862068966,1.824074038769203,68,0.6764705882352942,4.410545277617631,0.3125,0.2923076923076923,2.302458922485968
UUP_PREV_CLOSE_RET_5D,>=,0.004288079151701394,97,29,10,19,0.3448275862068966,1.8495170839114339,68,0.6764705882352942,4.399694567189326,0.3125,0.2923076923076923,2.301916386964553
UUP_PREV_CLOSE_RET_20D,<=,-0.010580465377232872,97,29,11,18,0.3793103448275862,6.390015066126098,68,0.6911764705882353,2.4633057218330734,0.34375,0.27692307692307694,2.2990819657608688
QQQ_PREV_CLOSE_SMA20_RATIO,>=,0.03342219468272276,97,20,7,13,0.35,8.271799378603221,77,0.6753246753246753,2.433496602990148,0.21875,0.2,2.2976488561235335
^VIX_PREV_CLOSE_RET_10D,>=,-0.04406136450157382,97,39,15,24,0.38461538461538464,4.262529126451802,58,0.7068965517241379,3.2168377598394047,0.46875,0.36923076923076925,2.296916158548999
XLY_PREV_CLOSE_RET_20D,>=,0.05292989042679191,97,39,15,24,0.38461538461538464,4.270405957907258,58,0.7068965517241379,3.211541269722807,0.46875,0.36923076923076925,2.2966513340431693
^VIX_PREV_CLOSE_RET_5D,<=,-0.07740038384250453,97,29,10,19,0.3448275862068966,2.1181920226019426,68,0.6764705882352942,4.285112608041905,0.3125,0.2923076923076923,2.2961872890071815
FNG_PREV_SMA20_RATIO,>=,0.6417910447761195,81,17,4,13,0.23529411764705882,4.835506118466687,64,0.6875,3.949355007282856,0.125,0.2,2.2952618680112016
^VIX3M_PREV_CLOSE_SMA20_RATIO,<=,-0.061773799131273226,97,29,10,19,0.3448275862068966,2.2104723549343204,68,0.6764705882352942,4.245757760429567,0.3125,0.2923076923076923,2.2942195466265654
FNG_VALUE,>=,72.0,85,39,12,27,0.3076923076923077,3.9219549683158275,46,0.717391304347826,4.962055371523015,0.375,0.4153846153846154,2.2925843739273213
XLY_PREV_CLOSE_RET_5D,<=,0.012070621220089709,97,39,14,25,0.358974358974359,1.698143308829101,58,0.6896551724137931,4.9411661544477745,0.4375,0.38461538461538464,2.290382799322743
SPY_PREV_CLOSE_SMA20_RATIO,>=,0.023655999441173046,97,29,10,19,0.3448275862068966,2.482039954339561,68,0.6764705882352942,4.1299421665655665,0.3125,0.2923076923076923,2.2884287669333654
FNG_PREV_CHANGE_20D,<=,1.0,81,26,7,19,0.2692307692307692,2.8051669857462396,55,0.6909090909090909,4.764145142738804,0.21875,0.2923076923076923,2.28785760678729
^VIX_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.004692550878483724,97,39,14,25,0.358974358974359,1.817306934719121,58,0.6896551724137931,4.8610388887631055,0.4375,0.38461538461538464,2.286376436038509
QQQ_PREV_CLOSE_SMA20_RATIO,<=,0.02496322488875302,97,49,18,31,0.3673469387755102,1.9448112652067502,48,0.7083333333333334,5.364989041816147,0.5625,0.47692307692307695,2.2836733139432406
UVIX_PREV_CLOSE_RET_5D,>=,-0.03272698133448831,97,20,6,14,0.3,1.4813925397943626,77,0.6623376623376623,4.1972386390443965,0.1875,0.2153846153846154,2.281490303580591
^VIX_PREV_CLOSE_SMA20_RATIO,>=,-0.019331240885530288,97,20,6,14,0.3,1.5382235311942893,77,0.6623376623376623,4.182477342576883,0.1875,0.2153846153846154,2.2807522387572154
HYG_TLT_PREV_CLOSE_RET_20D,>=,0.028139930324911147,97,29,10,19,0.3448275862068966,2.844879451808244,68,0.6764705882352942,3.9752017926450995,0.3125,0.2923076923076923,2.2806917482373414
QQQ_SPY_PREV_CLOSE_RATIO_SMA20,<=,-0.0022645642558965394,97,20,6,14,0.3,1.5793442925434682,77,0.6623376623376623,4.171796625343331,0.1875,0.2153846153846154,2.280218202895538
UVIX_OPEN,<=,1.5702260135448e-13,97,20,6,14,0.3,1.6341883383054892,77,0.6623376623376623,4.157551418651898,0.1875,0.2153846153846154,2.279505942560966
UVIX_CLOSE,<=,1.550658651030397e-13,97,20,6,14,0.3,1.6341883383054892,77,0.6623376623376623,4.157551418651898,0.1875,0.2153846153846154,2.279505942560966
HYG_LQD_PREV_CLOSE_RATIO_SMA20,>=,0.004559696397905811,97,39,15,24,0.38461538461538464,4.7961049862825815,58,0.7068965517241379,2.858053992022158,0.46875,0.36923076923076925,2.278976970158137
SPY_PREV_CLOSE_RET_20D,>=,0.04307949198570089,97,39,15,24,0.38461538461538464,4.832544148369952,58,0.7068965517241379,2.8335517968254775,0.46875,0.36923076923076925,2.277751860398303
^VIX3M_PREV_CLOSE_RET_10D,>=,-0.0649204900565757,97,58,22,36,0.3793103448275862,3.1072587930058657,39,0.7435897435897436,4.425492718152965,0.6875,0.5538461538461539,2.277508057658311
HYG_TLT_PREV_CLOSE_RATIO_SMA20,<=,-0.004839894177333925,97,20,6,14,0.3,1.8087634157377515,77,0.6623376623376623,4.112207242695465,0.1875,0.2153846153846154,2.2772387337631446
IWM_PREV_CLOSE_RET_20D,<=,0.032954736635081444,97,29,10,19,0.3448275862068966,3.0249215634015165,68,0.6764705882352942,3.8984191274067928,0.3125,0.2923076923076923,2.276852614975426
^VIX3M_OPEN_GAP_FROM_PREV_CLOSE,>=,-0.0016180829000712604,97,49,18,31,0.3673469387755102,2.104046557073441,48,0.7083333333333334,5.202436348035568,0.5625,0.47692307692307695,2.2755456792542117
XLY_PREV_CLOSE_RET_20D,<=,0.033313115609109635,97,29,10,19,0.3448275862068966,3.164375532640393,68,0.6764705882352942,3.8389461111137413,0.3125,0.2923076923076923,2.273878964160774
SPY_PREV_CLOSE_SMA20_RATIO,<=,0.0164471295134788,97,29,10,19,0.3448275862068966,3.178450866051552,68,0.6764705882352942,3.832943395394277,0.3125,0.2923076923076923,2.2735788283748004
UVIX_OPEN_SMA50_RATIO,>=,-0.4214638789253513,97,77,27,50,0.35064935064935066,2.293904886936276,20,0.75,8.809227485410627,0.84375,0.7692307692307693,2.271879955689113
GLD_PREV_CLOSE_RET_5D,>=,0.006841255132266837,97,39,14,25,0.358974358974359,2.2550199980170396,58,0.6896551724137931,4.566714587580022,0.4375,0.38461538461538464,2.271660220979355
UUP_PREV_CLOSE_RET_20D,>=,0.0028447160285326252,97,39,14,25,0.358974358974359,2.2687116387047714,58,0.6896551724137931,4.557508139531375,0.4375,0.38461538461538464,2.271199898576923
QQQ_SPY_PREV_CLOSE_RATIO_SMA20,>=,0.005034303061024037,97,49,19,30,0.3877551020408163,4.116181191861755,48,0.7291666666666666,3.148382241689163,0.59375,0.46153846153846156,2.2711357525868126
GLD_PREV_CLOSE_RET_5D,>=,0.017817845288474302,97,20,6,14,0.3,2.280892171388008,77,0.6623376623376623,3.9895763970720206,0.1875,0.2153846153846154,2.2711071914819723
FNG_PREV_VALUE,>=,72.0,85,35,11,24,0.3142857142857143,6.152500835024261,50,0.72,3.3174652325705365,0.34375,0.36923076923076925,2.270928206683472
UVIX_OPEN,>=,3.2645131110314023e-09,97,49,18,31,0.3673469387755102,2.2143979213429392,48,0.7083333333333334,5.089785997010455,0.5625,0.47692307692307695,2.2699131617029558
UVIX_CLOSE,>=,3.153922310085319e-09,97,49,18,31,0.3673469387755102,2.2143979213429392,48,0.7083333333333334,5.089785997010455,0.5625,0.47692307692307695,2.2699131617029558
^VIX3M_PREV_CLOSE_RET_5D,<=,-0.026209700290543814,97,49,18,31,0.3673469387755102,2.2270603744927877,48,0.7083333333333334,5.076859742753317,0.5625,0.47692307692307695,2.269266848990099
SPY_PREV_CLOSE_SMA20_RATIO,<=,0.018053664104327186,97,39,14,25,0.358974358974359,2.328665359591834,58,0.6896551724137931,4.51719443065904,0.4375,0.38461538461538464,2.2691842131333058
XLY_PREV_CLOSE_SMA20_RATIO,>=,0.02773551943156583,97,39,15,24,0.38461538461538464,5.100357748060001,58,0.7068965517241379,2.6534702384132034,0.46875,0.36923076923076925,2.268747782477689
UUP_SPY_PREV_CLOSE_RATIO_SMA20,>=,-0.018499546579702097,97,49,18,31,0.3673469387755102,2.2404596957491174,48,0.7083333333333334,5.063181268970815,0.5625,0.47692307692307695,2.268582925300974
XLY_PREV_CLOSE_RET_20D,<=,0.02144926379998049,97,20,6,14,0.3,2.5240405594305395,77,0.6623376623376623,3.9264209716064284,0.1875,0.2153846153846154,2.2679494202086925
TLT_PREV_CLOSE_SMA20_RATIO,<=,-0.011208648378167485,97,29,10,19,0.3448275862068966,3.4994685595660866,68,0.6764705882352942,3.696038790807196,0.3125,0.2923076923076923,2.2667335981454464
IWM_PREV_CLOSE_RET_20D,<=,0.02236423622881102,97,20,6,14,0.3,2.7148376053260193,77,0.6623376623376623,3.876863297347863,0.1875,0.2153846153846154,2.2654715364957645
XLY_XLP_PREV_CLOSE_RET_20D,>=,0.0024212282814009894,97,77,28,49,0.36363636363636365,3.256830271155046,20,0.8,5.101964756168362,0.875,0.7538461538461538,2.2648884475986284
TLT_PREV_CLOSE_SMA20_RATIO,>=,0.0071504462467606895,97,20,6,14,0.3,2.7728577934693845,77,0.6623376623376623,3.8617931186093273,0.1875,0.2153846153846154,2.2647180275588377
SPY_PREV_CLOSE_RET_20D,<=,0.035277175817427515,97,39,14,25,0.358974358974359,2.4681925652650443,58,0.6896551724137931,4.423374413051191,0.4375,0.38461538461538464,2.2644932122529133
UVIX_PREV_CLOSE_RET_20D,>=,-0.3171071162343032,97,58,21,37,0.3620689655172414,1.8123587503431957,39,0.717948717948718,6.351241499548731,0.65625,0.5692307692307692,2.2642464251100627
UVIX_PREV_CLOSE_SMA20_RATIO,<=,-0.21322598975041088,97,20,6,14,0.3,2.9441089814768633,77,0.6623376623376623,3.817312290555436,0.1875,0.2153846153846154,2.262493986156143
UVIX_OPEN_SMA50_RATIO,>=,-0.36916110809271935,97,58,21,37,0.3620689655172414,1.8382585225610952,39,0.717948717948718,6.312723889583651,0.65625,0.5692307692307692,2.262320544611809
IWM_SPY_PREV_CLOSE_RET_20D,<=,-0.011749111715446896,97,20,6,14,0.3,3.047815732466334,77,0.6623376623376623,3.790375472116612,0.1875,0.2153846153846154,2.261147145234202
IEF_TLT_PREV_CLOSE_RATIO_SMA20,>=,0.009687836341995224,97,20,6,14,0.3,3.113745649739877,77,0.6623376623376623,3.773250818279328,0.1875,0.2153846153846154,2.2602909125423376
UUP_PREV_CLOSE_SMA20_RATIO,>=,9.161879398988937e-05,97,49,18,31,0.3673469387755102,2.409179563825612,48,0.7083333333333334,4.890946403642727,0.5625,0.47692307692307695,2.2599711820345694
GLD_PREV_CLOSE_RET_5D,<=,-0.00777645511306415,97,20,6,14,0.3,3.149917108035244,77,0.6623376623376623,3.763855634306506,0.1875,0.2153846153846154,2.2598211533436965
^VIX3M_PREV_CLOSE_SMA20_RATIO,<=,-0.07803873667012909,97,20,6,14,0.3,3.1743754803115842,77,0.6623376623376623,3.7575028103386248,0.1875,0.2153846153846154,2.2595035121453027
UVIX_PREV_CLOSE_RET_5D,>=,-0.1406807957236547,97,77,28,49,0.36363636363636365,3.2880395321039284,20,0.8,4.981809101515169,0.875,0.7538461538461538,2.2588806648659685
FNG_PREV_VALUE,<=,55.0,85,27,7,20,0.25925925925925924,3.9221495279265755,58,0.6896551724137931,4.746771613799284,0.21875,0.3076923076923077,2.257871049498295
FNG_VALUE,>=,64.2,85,59,19,40,0.3220338983050847,4.317516529260172,26,0.7692307692307693,4.864512139539456,0.59375,0.6153846153846154,2.25756719758975
^VIX_OPEN_SMA20_RATIO,>=,-0.036579315400420004,97,29,10,19,0.3448275862068966,4.132725782898389,68,0.6764705882352942,3.425973210268419,0.3125,0.2923076923076923,2.253230319118508
SPY_PREV_CLOSE_RET_20D,<=,0.030184976144996423,97,20,6,14,0.3,3.6957753728913945,77,0.6623376623376623,3.6220742668114023,0.1875,0.2153846153846154,2.252732084968941
HYG_LQD_PREV_CLOSE_RATIO_SMA20,>=,0.00797722371610288,97,20,6,14,0.3,3.801789796322507,77,0.6623376623376623,3.594538052933191,0.1875,0.2153846153846154,2.251355274275031
FNG_PREV_CHANGE_20D,<=,10.0,81,35,10,25,0.2857142857142857,2.658931252145291,46,0.6956521739130435,5.258689796846766,0.3125,0.38461538461538464,2.2509899126803696
FNG_VALUE,<=,66.0,85,35,10,25,0.2857142857142857,3.820663932234786,50,0.7,4.949751064523169,0.3125,0.38461538461538464,2.2485864543250593
GLD_PREV_CLOSE_RET_5D,>=,0.00448307399137704,97,49,18,31,0.3673469387755102,2.6727895622845064,48,0.7083333333333334,4.621844530215938,0.5625,0.47692307692307695,2.2465160883632302
FNG_VALUE,>=,87.60000000000001,85,9,1,8,0.1111111111111111,7.915905889790228,76,0.6842105263157895,4.078521550608736,0.03125,0.12307692307692308,2.2445918445119935
UVIX_PREV_CLOSE_SMA50_RATIO,<=,-0.29537878959260305,97,68,26,42,0.38235294117647056,4.091859217240282,29,0.7931034482758621,2.5713379044816063,0.8125,0.6461538461538462,2.244076335074291
IWM_SPY_PREV_CLOSE_RATIO_SMA20,>=,0.002999248763981832,97,49,18,31,0.3673469387755102,2.757052420179237,48,0.7083333333333334,4.535826196115067,0.5625,0.47692307692307695,2.2422151716581866
QQQ_SPY_PREV_CLOSE_RET_20D,<=,0.017468044394210788,97,68,24,44,0.35294117647058826,1.8303864183815581,29,0.7241379310344828,7.874101708702065,0.75,0.676923076923077,2.242136978086063
UVIX_OPEN_SMA50_RATIO,>=,-0.2351452907416742,97,10,2,8,0.2,0.5659577246074752,87,0.6551724137931034,3.990294813290012,0.0625,0.12307692307692308,2.2419550589668877
SPY_GLD_PREV_CLOSE_RATIO_SMA20,>=,0.03799750903247836,97,20,6,14,0.3,4.578124714900443,77,0.6623376623376623,3.392892619536325,0.1875,0.2153846153846154,2.2412730026051877
^VIX3M_PREV_CLOSE_RET_5D,<=,-0.08461930452991336,97,10,2,8,0.2,0.9942381503846291,87,0.6551724137931034,3.941067178143213,0.0625,0.12307692307692308,2.239493677209548
^VIX3M_OPEN_SMA20_RATIO,>=,-0.0801074680249088,97,77,28,49,0.36363636363636365,3.3928554609998822,20,0.8,4.578267775265745,0.875,0.7538461538461538,2.2387035985534975
IWM_PREV_CLOSE_SMA20_RATIO,>=,0.026241706463166193,97,39,14,25,0.358974358974359,3.2363435055825995,58,0.6896551724137931,3.9068591255962835,0.4375,0.38461538461538464,2.238667447880168
^VIX_OPEN_SMA20_RATIO,>=,-0.011409921981346226,97,20,6,14,0.3,4.882582060968302,77,0.6623376623376623,3.3138127893888285,0.1875,0.2153846153846154,2.2373190110978127
HYG_LQD_PREV_CLOSE_RET_20D,>=,0.010796600991927096,97,29,10,19,0.3448275862068966,4.886429400853573,68,0.6764705882352942,3.1045407849640037,0.3125,0.2923076923076923,2.237158697853287
^VIX_PREV_CLOSE_SMA20_RATIO,>=,0.005644536805285807,97,10,2,8,0.2,1.539768969803499,87,0.6551724137931034,3.8783624862559862,0.0625,0.12307692307692308,2.236358442615187
^VIX3M_PREV_CLOSE_SMA20_RATIO,>=,-0.02376192121100185,97,29,10,19,0.3448275862068966,4.924639704131326,68,0.6764705882352942,3.0882452144484906,0.3125,0.2923076923076923,2.2363439193275116
UVIX_PREV_CLOSE_SMA50_RATIO,>=,-0.22089642315808286,97,10,2,8,0.2,1.6205006107582087,87,0.6551724137931034,3.8690829872956747,0.0625,0.12307692307692308,2.2358944676671713
SPY_GLD_PREV_CLOSE_RATIO_SMA20,>=,0.024133950738464627,97,39,14,25,0.358974358974359,3.355965938031809,58,0.6896551724137931,3.826423352052849,0.4375,0.38461538461538464,2.234645659202996
SPY_GLD_PREV_CLOSE_RATIO_SMA20,>=,0.04523613824177463,97,10,2,8,0.2,2.101516886206054,87,0.6551724137931034,3.8137937602327043,0.0625,0.12307692307692308,2.2331300063140227
UVIX_PREV_CLOSE_SMA5_RATIO,>=,-0.025123799607700444,97,29,10,19,0.3448275862068966,5.130600931912692,68,0.6764705882352942,3.0004088084829075,0.3125,0.2923076923076923,2.2319520990292316
QQQ_PREV_CLOSE_RET_5D,<=,0.0034241239900670187,97,10,2,8,0.2,2.329087155457301,87,0.6551724137931034,3.7876362580199174,0.0625,0.12307692307692308,2.231822131203383
FNG_PREV_CHANGE_20D,>=,48.0,81,17,4,13,0.23529411764705882,9.61367145632747,64,0.6875,2.6801548394135852,0.125,0.2,2.231801859617738
FNG_PREV_CHANGE_20D,>=,35.0,81,25,7,18,0.28,7.241188476309321,56,0.6964285714285714,2.748796653076847,0.21875,0.27692307692307694,2.2298024700164802
UVIX_PREV_CLOSE_RET_20D,<=,-0.37898377817903656,97,20,6,14,0.3,5.485001036646112,77,0.6623376623376623,3.157340328173812,0.1875,0.2153846153846154,2.229495388037062
IWM_SPY_PREV_CLOSE_RET_20D,>=,-0.0025821230141289215,97,68,25,43,0.36764705882352944,3.0855816396327094,29,0.7586206896551724,4.930885327837297,0.78125,0.6615384615384615,2.2285149326424496
UVIX_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.025545323577618094,97,29,10,19,0.3448275862068966,5.307457639029514,68,0.6764705882352942,2.92498462456544,0.3125,0.2923076923076923,2.228180889833359
UVIX_PREV_CLOSE_SMA20_RATIO,>=,-0.12721413753772254,97,29,9,20,0.3103448275862069,0.9082416061732497,68,0.6617647058823529,4.801120873871788,0.28125,0.3076923076923077,2.228002681234547
UUP_PREV_CLOSE_RET_20D,>=,0.0222565070704162,97,10,2,8,0.2,3.0322876163045014,87,0.6551724137931034,3.706808618842078,0.0625,0.12307692307692308,2.2277807492444914
HYG_LQD_PREV_CLOSE_RET_20D,>=,-0.0056869026432513564,97,77,28,49,0.36363636363636365,3.452080717220382,20,0.8,4.350250538816824,0.875,0.7538461538461538,2.2273027367310516
TLT_PREV_CLOSE_RET_5D,>=,0.00624386233884766,97,29,10,19,0.3448275862068966,5.362129580793299,68,0.6764705882352942,2.901668649401473,0.3125,0.2923076923076923,2.2270150910751605
HYG_LQD_PREV_CLOSE_RET_20D,<=,-0.01017298304551548,97,10,2,8,0.2,3.384981064331309,87,0.6551724137931034,3.666269142057388,0.0625,0.12307692307692308,2.225753775405257
IWM_PREV_CLOSE_SMA20_RATIO,<=,0.0017952402502344092,97,10,2,8,0.2,3.4278065411087013,87,0.6551724137931034,3.6613466734622846,0.0625,0.12307692307692308,2.2255076519755015
HYG_PREV_CLOSE_RET_20D,>=,0.00017146180131253413,97,77,28,49,0.36363636363636365,3.4622189319198666,20,0.8,4.311218412223806,0.875,0.7538461538461538,2.2253511304014006
UVIX_PREV_CLOSE_SMA20_RATIO,>=,-0.08929210358288536,97,10,2,8,0.2,3.4601626479877523,87,0.6551724137931034,3.6576275807175667,0.0625,0.12307692307692308,2.225321697338266
HYG_TLT_PREV_CLOSE_RET_20D,<=,-0.026434534063986815,97,10,2,8,0.2,3.4949325155593938,87,0.6551724137931034,3.6536310442150794,0.0625,0.12307692307692308,2.2251218705131413
UVIX_PREV_CLOSE_SMA20_RATIO,>=,-0.16167047067695617,97,49,18,31,0.3673469387755102,3.098948361996995,48,0.7083333333333334,4.1868074221761065,0.5625,0.47692307692307695,2.2247642329612383
UVIX_OPEN_SMA50_RATIO,>=,-0.31212794244343534,97,29,9,20,0.3103448275862069,1.071556732521452,68,0.6617647058823529,4.731471775870348,0.28125,0.3076923076923077,2.2245202263344757
GLD_PREV_CLOSE_RET_20D,<=,0.025149240863535243,97,68,25,43,0.36764705882352944,3.1240626104723157,29,0.7586206896551724,4.840654085868563,0.78125,0.6615384615384615,2.224003370544013
HYG_PREV_CLOSE_RET_5D,>=,0.004405496382777359,97,29,10,19,0.3448275862068966,5.547461268987103,68,0.6764705882352942,2.822630135318821,0.3125,0.2923076923076923,2.2230631653710278
UVIX_OPEN_SMA5_RATIO,<=,-0.12378273734387088,97,10,2,8,0.2,3.9736434307582487,87,0.6551724137931034,3.5986068010887733,0.0625,0.12307692307692308,2.222370658356826
QQQ_PREV_CLOSE_SMA20_RATIO,>=,0.03051713372488485,97,29,10,19,0.3448275862068966,5.642213632092282,68,0.6764705882352942,2.782221039288671,0.3125,0.2923076923076923,2.2210427105695203
^VIX3M_PREV_CLOSE_RET_5D,>=,-0.06227541212728381,97,77,28,49,0.36363636363636365,3.4859227168234863,20,0.8,4.219958840344871,0.875,0.7538461538461538,2.220788151807454
FNG_PREV_CHANGE_20D,>=,17.0,81,41,13,28,0.3170731707317073,5.064744220287076,40,0.725,3.1826952862066586,0.40625,0.4307692307692308,2.2204387042728095
UVIX_PREV_CLOSE_SMA10_RATIO,<=,-0.1524532447762754,97,10,2,8,0.2,4.374992089081869,87,0.6551724137931034,3.5524747713964033,0.0625,0.12307692307692308,2.2200640568722076
^VIX_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.024203496787884134,97,10,2,8,0.2,4.422497874822698,87,0.6551724137931034,3.5470143362537794,0.0625,0.12307692307692308,2.2197910351150765
VIX3M_VIX_PREV_CLOSE_RATIO,<=,0.13205754364426295,97,10,2,8,0.2,4.548995023968193,87,0.6551724137931034,3.532474434053148,0.0625,0.12307692307692308,2.219064040005045
VIX_VIX3M_PREV_CLOSE_RATIO,>=,-0.1166521728271877,97,10,2,8,0.2,4.548995023968193,87,0.6551724137931034,3.532474434053148,0.0625,0.12307692307692308,2.219064040005045
IWM_PREV_CLOSE_SMA20_RATIO,<=,0.009275322498794394,97,20,6,14,0.3,6.428975791708846,77,0.6623376623376623,2.91215208010557,0.1875,0.2153846153846154,2.21723597563365
UVIX_PREV_CLOSE_SMA5_RATIO,<=,-0.10226407211222305,97,10,2,8,0.2,4.932744346087734,87,0.6551724137931034,3.4883653165681427,0.0625,0.12307692307692308,2.2168585841307946
TLT_PREV_CLOSE_RET_20D,<=,-0.03349529591835152,97,10,2,8,0.2,5.105941944708368,87,0.6551724137931034,3.4684575466117487,0.0625,0.12307692307692308,2.215863195632975
VIX3M_VIX_PREV_CLOSE_RATIO,>=,0.18100708618328887,97,49,18,31,0.3673469387755102,3.2842984479523687,48,0.7083333333333334,3.997595876096663,0.5625,0.47692307692307695,2.2153036556572663
VIX_VIX3M_PREV_CLOSE_RATIO,<=,-0.1532650297368302,97,49,18,31,0.3673469387755102,3.2842984479523687,48,0.7083333333333334,3.997595876096663,0.5625,0.47692307692307695,2.2153036556572663
^VIX_PREV_CLOSE_RET_10D,<=,-0.18793865501494733,97,10,2,8,0.2,5.587428470979104,87,0.6551724137931034,3.413114267730055,0.0625,0.12307692307692308,2.2130960316888904
XLY_XLP_PREV_CLOSE_RATIO_SMA20,<=,-0.00571910086658944,97,10,2,8,0.2,5.599070513981325,87,0.6551724137931034,3.4117761018677304,0.0625,0.12307692307692308,2.2130291233957737
IEF_TLT_PREV_CLOSE_RATIO_SMA20,<=,-0.001031308468139168,97,39,13,26,0.3333333333333333,1.2451570427180423,58,0.6724137931034483,5.2457603678672795,0.40625,0.4,2.2128627310370423
UVIX_PREV_CLOSE_RET_5D,>=,-0.06498872767038892,97,29,9,20,0.3103448275862069,1.7015293440736363,68,0.6617647058823529,4.462806985649564,0.28125,0.3076923076923077,2.211086986823436
UVIX_PREV_CLOSE_RET_20D,>=,-0.28582016343675304,97,39,13,26,0.3333333333333333,1.2991838115435017,58,0.6724137931034483,5.209432023312228,0.40625,0.4,2.2110463138092897
