Date,gspc_open_implied_rsi14,TQQQ_OPEN,selected_leg,base_target_regime_at_open,effective_state,action,strategy_return,strategy_equity
2010-05-12,44.98073436950152,0.2660733896663055,above,above,base,,0.05388133650285276,1.1047180059363624
2010-05-13,48.885940456091646,0.2739629409800893,above,above,base,,-0.0452061455095466,1.054777963012987
2010-05-14,45.82735476271297,0.2576377208808326,above,above,base,,-0.06153358949314469,0.9898736888305305
2010-05-17,41.43807588076074,0.2502683303164811,above,above,base,,0.013515265897702022,1.0032520949402144
2010-05-18,42.13926676698403,0.2573395332519116,above,above,base,,-0.038221865053618465,0.9649059287526495
2010-05-19,37.96622033325971,0.2374415118868967,below,below,base,,-0.026392619682778395,0.9394395335454228
2010-05-20,35.535337475155,0.2209914723196527,below,below,base,,-0.10114980026884202,0.8444154123626492
2010-05-21,29.19167614004111,0.1985619883109076,below,below,base,,0.007745685931241697,0.8509559889423102
2010-05-24,34.41091206597525,0.2142431922421827,below,below,base,,0.008267576283516043,0.8579913324948055
2010-05-25,31.705178684114912,0.1988849909258826,below,below,base,,-0.00704667740587428,0.8519453443576784
2010-05-26,33.315174208139766,0.2166250654993175,below,below,base,,-0.030937038954862994,0.8255886780518708
2010-05-27,34.066719942258715,0.2204950649400647,below,below,base,,0.10825904980759482,0.9149661238696746
2010-05-28,42.700315301344354,0.2306179736333846,below,below,base,,-0.01397251325075588,0.9021817475799128
2010-06-01,39.67026807071593,0.2235219627238945,below,below,base,,-0.02767499915073368,0.8772138684818312
2010-06-02,37.37127862600245,0.2232990268929929,below,below,base,,0.07037175179171973,0.938944945102889
2010-06-03,44.36868359714668,0.2368461033692955,below,below,base,,0.025959396774312804,0.9633193894820502
2010-06-04,44.42615768522862,0.2260781492065235,below,below,base,,-0.09874536478592666,0.868196064962289
2010-06-07,38.50820015848743,0.2195032844664128,below,below,base,,-0.05797682289749562,0.8178608154636677
2010-06-08,36.030269143234385,0.206253504703487,below,below,base,,-0.005573363519353891,0.8133025798308535
2010-06-09,39.3154322981399,0.2077674117157106,below,below,base,,-0.022053862433250693,0.795366116618656
2010-06-10,38.90666233707114,0.2061048184780168,below,below,base,,0.08297111856444817,0.8613585329827672
2010-06-11,45.26059205802117,0.2089831031525857,below,below,base,,0.02611557964999278,0.8838534103580796
2010-06-14,48.09940452628364,0.2278893234365756,below,below,base,,0.000559581981285362,0.8843479988006137
2010-06-15,47.24104600141844,0.2251101747531843,below,below,base,,0.0730525395934678,0.9489518659973994
2010-06-16,52.6431333186442,0.237416767673048,below,below,base,,0.020152308431723442,0.9680754366878386
2010-06-17,53.12803953513416,0.2461991028140706,below,below,base,,0.01003023590596519,0.9777854616925878
2010-06-18,53.17389987153023,0.246100104032142,below,below,base,,0.0027359350674167615,0.9804606192256429
2010-06-21,54.9388510010714,0.2544613608526764,below,below,base,,-0.02627653988493106,0.954697506658956
2010-06-22,52.393083094707336,0.2418079572244687,below,below,base,,-0.023661918416906236,0.932107532143568
2010-06-23,47.021887191634086,0.2342650719411037,below,below,base,,-0.013393335407859364,0.9196235033293771
2010-06-24,45.7034873073632,0.2275168320534345,below,below,base,,-0.04848700278530682,0.8750337159620121
2010-06-25,41.702829740257975,0.2219594584084784,below,below,base,,-0.0006784570108457899,0.8744400432026912
2010-06-28,42.564624886612,0.2191307575834584,below,below,base,,-0.008954961614544454,0.8666094661815905
2010-06-29,40.71668652376697,0.2067994170459952,below,below,base,,-0.11159113752801486,0.7699035300578411
2010-06-30,33.74691063215721,0.1899034898160701,below,below,base,,-0.04942075117494993,0.7318543192701369
2010-07-01,32.0184968893889,0.1842708646750882,below,below,base,,-0.009748182324177512,0.7247200699311548
2010-07-02,31.34166556712884,0.1819395606052883,below,below,base,,-0.005470392676954039,0.7207555665677617
2010-07-06,32.780839286134494,0.1873730497530678,below,below,base,,0.005226279886616725,0.7245224368884818
2010-07-07,32.99329515207813,0.1829808638841961,below,below,base,,0.09449755194775156,0.7929880335056627
2010-07-08,46.03710844597343,0.2033257270235674,below,below,base,,0.016870504968455435,0.8063661420648457
2010-07-09,48.41341005653616,0.2013907356464053,below,below,base,,0.028019260709463367,0.8289599252266447
2010-07-12,50.4715660451468,0.2067994556602547,below,below,base,,0.011355635983024692,0.8383732923820338
2010-07-13,51.58986479446425,0.2148387036476563,below,below,base,,0.03415650689569705,0.867009195524449
2010-07-14,56.06060889920995,0.2189573824898097,below,below,base,,0.01599617272434606,0.8808780243696545
2010-07-15,55.63586664244942,0.2196519488426436,below,below,base,,0.0034902338577615932,0.8839524946748676
2010-07-16,55.219254710373626,0.2194032749478245,below,below,base,,-0.08048453250048815,0.8128079913883206
2010-07-19,46.084901116096965,0.2046910080980159,below,below,base,,0.022553945141130294,0.8311400182363651
2010-07-20,45.49994568650678,0.1977931674688255,below,below,base,,0.0315925348957915,0.8573978382657862
2010-07-21,52.66687283130034,0.2228026401033977,below,below,base,,-0.03501838820922443,0.8273731479156451
2010-07-22,48.06911444721869,0.2152607422017086,below,below,base,,0.06742301754770574,0.8831571421860621
2010-07-23,54.00989946407268,0.2180389283479195,below,below,base,,0.026030867780495903,0.9061464889837081
2010-07-26,56.97922498253704,0.2278893273368806,below,below,base,,0.021977612057923368,0.9260614249862413
2010-07-27,60.62581404797826,0.2353074024862893,below,below,base,,-0.00021354097853309995,0.925863672923368
2010-07-28,59.19962005878549,0.2313630355549569,below,below,base,,-0.020441129899403387,0.9069379733160027
2010-07-29,57.22170778160023,0.2302464437503028,below,below,base,,-0.023816954097580112,0.8853374732361831
2010-07-30,53.70184926861405,0.2160543759481945,below,below,base,,0.006829020932580088,0.8913834613733105
2010-08-02,56.909195694438,0.2314620822910233,below,below,base,,0.05380069234349705,0.9393405087387374
2010-08-03,61.84812398760834,0.2347614669007282,above,above,base,,-0.010337066180385324,0.9296304837339883
2010-08-04,59.97584322976396,0.2358285196302947,below,below,base,,0.028883793311606842,0.9564817384823299
2010-08-05,61.02980035291733,0.235902850806589,above,above,base,,-0.005903278219852037,0.9508353606678609
2010-08-06,59.27248095616987,0.2295261698581364,above,above,base,,-0.004689907454846209,0.9463760308215333
2010-08-09,59.46693951137456,0.2402196867528951,above,above,base,,0.017484993189869735,0.9629234092755038
2010-08-10,58.633360441856695,0.2357047031104305,above,above,base,,-0.021199208446533002,0.9425101952042262
2010-08-11,55.73474263303748,0.2234724070853085,below,below,base,,-0.08231474295797914,0.8649277107507156
2010-08-12,42.80713401338064,0.2035991458227721,below,below,base,,-0.028185238156276604,0.8405495172352436
2010-08-13,42.99586919639674,0.2087354359745041,below,below,base,,-0.019921788298829846,0.8238042676981995
2010-08-16,41.482137129492145,0.2032018637055548,below,below,base,,0.0056530690380045545,0.8284612900973002
2010-08-17,42.98117258764819,0.2120843069500236,below,below,base,,0.03803738658791578,0.8599737924618547
2010-08-18,47.76089802992937,0.214243198959278,below,below,base,,0.00898602217386224,0.8677015360298573
2010-08-19,47.90600215474016,0.2141936738979767,below,below,base,,-0.03677308921958977,0.8357934700294563
2010-08-20,41.84293024102357,0.2071719607796761,below,below,base,,-0.003437059104358098,0.8329207984739284
2010-08-23,41.37599637783609,0.2132256990192136,below,below,base,,-0.027596307107889184,0.8099352603226936
2010-08-24,37.73460862190882,0.1961801231849251,below,below,base,,-0.05737930221695775,0.7634617402444674
2010-08-25,33.617353376506216,0.1874473312567378,below,below,base,,0.029982667545501274,0.7863523597859272
2010-08-26,36.788033206172315,0.1994309347893187,below,below,base,,-0.03263710723432833,0.7606880934956268
2010-08-27,35.036901349833855,0.193798281159495,below,below,base,,0.03308271994282186,0.7858537246565818
2010-08-30,42.0304378323796,0.1937487321387349,below,below,base,,-0.03240110245942107,0.7603911976058662
2010-08-31,37.16873193895708,0.187571196627622,below,below,base,,-0.004953701873956051,0.7566244463053463
2010-09-01,38.16342859348903,0.1967508699890462,below,below,base,,0.08381521507534195,0.8200410870036904
2010-09-02,50.89331706457619,0.2066012351484036,below,below,base,,0.03431673926535117,0.8481822231732712
2010-09-03,55.13895206338914,0.2188335322396077,below,below,base,,0.050933911392781805,0.8913834613733113
2010-09-07,57.562874636723514,0.2201978226766807,below,below,base,,-0.024343781152586397,0.8696838174666044
2010-09-08,53.72504698333703,0.2201978208656519,below,below,base,,0.03531990507219951,0.900400967342353
2010-09-09,56.43531739152122,0.232478715401298,below,below,base,,0.012652293710713192,0.9117931048385787
2010-09-10,57.46762295664493,0.2299729923472974,below,below,base,,0.01076208944296031,0.9216059037863259
2010-09-13,60.151290285262114,0.2367964978373901,below,below,base,,0.04408077824454848,0.9622310092599976
2010-09-14,62.18592760145375,0.2399224728669975,above,above,base,,0.0126656196145698,0.9744182612046284
2010-09-15,61.32941131473408,0.2420566246672656,above,above,base,,0.01698204677929005,0.9909658776989998
2010-09-16,62.71078015505798,0.2479854969804219,above,above,base,,0.014098914596883061,1.0049374209771034
2010-09-17,63.68601977944299,0.2567688504486865,above,above,base,,0.010646990277279889,1.0156369799275213
2010-09-20,63.76852066902656,0.2571661339537001,above,above,base,,0.05209662925877834,1.0685482431323108
2010-09-21,68.65252006357113,0.267785428697182,above,above,base,,-0.003151303209568801,1.0651809236241487
2010-09-22,66.68916961569087,0.2637410882009281,above,above,base,,-0.004743574028772901,1.060128159058901
2010-09-23,61.70530287030574,0.260019649698078,above,above,base,,-0.0029934452496922503,1.056954723457101
2010-09-24,60.84553472551181,0.2741116221859639,above,above,base,,0.056626201443280344,1.1168060545440095
2010-09-27,65.97147793618198,0.2809351093912327,above,above,base,,-0.011447532710129105,1.1040213807037467
2010-09-28,62.641410483583954,0.2790496979586971,above,above,base,,0.0025126359488378824,1.1067953845131886
2010-09-29,63.74771598500084,0.2749557357020514,above,above,base,,-0.008054866519492832,1.097880295426544
2010-09-30,63.069999261402494,0.279074435229948,above,above,base,,-0.013540511771112707,1.0830144343630483
2010-10-01,61.525940634188395,0.2775357282369968,above,above,base,,-0.0031093200806162624,1.0796469958346862
2010-10-04,61.7154085762131,0.2676358544149507,above,above,base,,-0.03469228289680526,1.0421915768265033
2010-10-05,58.7615408597338,0.270216781460888,above,above,base,,0.07444509894790419,1.1197776318860246
2010-10-06,64.78070121693952,0.2792230574850319,above,above,base,,-0.025484521697280327,1.091240634530096
2010-10-07,65.37239527467361,0.2778836073216764,above,above,base,,0.009805167304300477,1.1019404315209147
2010-10-08,63.86448938419573,0.276419130124203,above,above,base,,0.020144123756592913,1.1241380559458654
2010-10-11,66.13270204474875,0.2822747524877611,above,above,base,,0.0020276476227736318,1.1264174118026733
2010-10-12,65.42243337158803,0.2801910555735782,above,above,base,,0.02076048336838876,1.1498023817462661
2010-10-13,68.16636930741994,0.2932160324938183,above,above,base,,0.02429951043236067,1.1777420167166628
2010-10-14,70.08633610583959,0.2952510749540548,UVIX,above,base,,0.03440716688657597,1.2182647828351656
2010-10-15,68.49313210603925,0.3037609764148985,above,above,base,,0.057564591042293944,1.288393696840301
2010-10-18,68.29614035540315,0.3124700223090571,above,above,base,,0.0,1.288393696840301
2010-10-19,66.37150178882871,0.299617580080887,above,above,base,,-0.039764920000733506,1.237160824555997
2010-10-20,58.85892183419458,0.3024957213876647,above,above,base,,0.020789939506555832,1.262881323258397
2010-10-21,63.62671414933497,0.3119736292234447,above,above,base,,0.006975862529371657,1.2716910097603586
2010-10-22,63.87254752907623,0.3083017862422419,above,above,base,,0.019498687041175744,1.2964873147727527
2010-10-25,65.3933793907614,0.3177053339241471,above,above,base,,0.015174215406020375,1.3161604925582875
2010-10-26,65.17141736756241,0.313685640237202,above,above,base,,0.005993716486689893,1.324049185401664
2010-10-27,64.32839943299477,0.3165143255760729,above,above,base,,0.010293839052876619,1.337678734614281
2010-10-28,64.19537335995963,0.3283989506917097,above,above,base,,0.005744933561870891,1.3453636100717676
2010-10-29,63.93609029294581,0.3256941409137612,above,above,base,,-0.004799207243417869,1.3389069312892803
2010-11-01,64.67753419735885,0.3275052765713677,above,above,base,,0.002298016493432087,1.3419837615005537
2010-11-02,65.80297642371835,0.3327653086376221,above,above,base,,0.03031051190758638,1.3826599762833038
2010-11-03,68.4646011596882,0.3364867376398952,above,above,base,,0.014450504815648024,1.4026401109289894
2010-11-04,70.3765145305916,0.3514723771101954,UVIX,above,base,,0.028831795508343028,1.4430807437790936
2010-11-05,77.66117872321493,0.3525147760577442,UVIX,above,base,,-0.01201292352093597,1.4257451251695399
2010-11-08,76.44174708575143,0.3503062758119055,UVIX,above,base,,0.012285408627899619,1.4432609866314836
2010-11-09,76.54909212866175,0.3579977871959806,UVIX,above,base,,0.03665979626458893,1.4961706403580235
2010-11-10,67.94193098046179,0.3491153420441163,above,above,base,,-0.0012924399010539878,1.4942369297236393
2010-11-11,65.56963006756814,0.3361895002691286,above,above,base,,-0.01681804680987653,1.469106783094501
2010-11-12,62.53309876699669,0.3409284108948241,above,above,base,,-0.05088579738442789,1.3943501129938656
2010-11-15,56.72923212385833,0.334650858472607,above,above,base,,-0.010708105616932029,1.379419264716946
2010-11-16,53.36265388397814,0.3185237672720083,above,above,base,,-0.04962236182031754,1.3109692228612455
2010-11-17,44.90534468828059,0.3098890339423903,above,above,base,,0.009461300211765833,1.323372696247121
2010-11-18,48.03895778623501,0.3223195105045645,above,above,base,,0.04648231974018113,1.3848861290495054
2010-11-19,53.96466120136468,0.3257188217615371,above,above,base,,0.0023526429043381203,1.38814427157433
2010-11-22,54.67163445344968,0.3236599564853662,above,above,base,,0.026361142733196452,1.4247373408515698
2010-11-23,51.51722210155954,0.3262400618525835,above,above,base,,-0.04723320342054893,1.3574424322102756
2010-11-24,47.44900637614668,0.3294154742397082,above,above,base,,0.05840279855717778,1.4367208691316178
2010-11-26,51.993820368138174,0.3331121275912317,above,above,base,,-0.006292192001302377,1.4276807455707636
2010-11-29,49.75701244806667,0.331226631291423,above,above,base,,-0.013920001415434258,1.4078074275716304
2010-11-30,46.9895246083465,0.3216496535092712,above,above,base,,-0.03801563149441356,1.354288739189969
2010-12-01,48.96917944533469,0.3342287053688215,above,above,base,,0.06358642950841253,1.4404031246385087
2010-12-02,56.97703898947433,0.3413990254544974,above,above,base,,0.03036621275367435,1.484142712372339
2010-12-03,60.90105256033144,0.3459893856027384,above,above,base,,0.008360225373178931,1.4965504799337328
2010-12-06,62.192013994604864,0.3532093048845781,above,above,base,,-0.0017562307793579368,1.4939221919180103
2010-12-07,63.163429389486616,0.365540545420183,above,above,base,,0.0009159288257190035,1.4952905183169694
2010-12-08,62.474566237666245,0.3563351972444301,above,above,base,,0.013852296899536931,1.5160037265277584
2010-12-09,64.25157274409437,0.3637047161634125,above,above,base,,0.0010388006929782367,1.517578552249433
2010-12-10,65.51316381060187,0.3605539468783051,above,above,base,,0.020994472747149606,1.5494393138062925
2010-12-13,68.3293477577289,0.370205197023673,above,above,base,,-0.011739486752443185,1.5312496915081488
2010-12-14,68.14735271280578,0.3641763201685256,above,above,base,,0.004187486978283861,1.5376617796518404
2010-12-15,68.05331951179163,0.3625385119566739,above,above,base,,-0.010188302064921495,1.5219956169670628
2010-12-16,63.837043382546064,0.3595116484302714,above,above,base,,0.020864584957546395,1.5537514238222854
2010-12-17,66.66080348820046,0.3677986029581744,above,above,base,,0.0030456489683909904,1.5584836052433857
2010-12-20,67.50574011257962,0.3696841251965252,above,above,base,,0.002697087298073164,1.562686971579343
2010-12-21,68.94225203390158,0.3730082256394952,above,above,base,,0.01648442817194895,1.5884469727175832
2010-12-22,70.93178641488345,0.3748699108776566,UVIX,above,base,,-0.04692540491935049,1.513908455329894
2010-12-23,71.08727313738517,0.3732568719434455,UVIX,above,base,,0.0694405780889491,1.61903513364175
2010-12-27,68.47379796937872,0.3693611676392263,above,above,base,,0.11974084499823112,1.812899768625837
2010-12-28,71.35592443545777,0.3752909668124938,UVIX,above,base,,0.03796663961363911,1.8817294807969038
2010-12-29,71.23545313232921,0.3741743067861221,UVIX,above,base,,-0.02364756093839282,1.8372311682301887
2010-12-30,71.27512531448826,0.3732569108922421,UVIX,above,base,,-0.01582325288263653,1.8081601948514208
2010-12-31,68.25915444682825,0.3694859449620515,above,above,base,,0.007928612242103172,1.8224963959080034
2011-01-03,69.23834598805281,0.3766563511332677,above,above,base,,0.045172376401001246,1.904822889093428
2011-01-04,75.93269274461557,0.388292096394472,UVIX,above,base,,0.020462700601485917,1.9438007095718042
2011-01-05,71.97763264325312,0.3790876575612725,UVIX,above,base,,-0.031042225726596984,1.883460809177757
2011-01-06,75.77328931350604,0.3937751964147842,UVIX,above,base,,0.012938914060091511,1.9078307467232583
2011-01-07,73.21372645506486,0.3979433778258792,UVIX,above,base,,0.0021488343932691834,1.9119303590483536
2011-01-10,69.49391575483924,0.3920135192682345,UVIX,above,base,,-0.006990513408820176,1.8985649842366958
2011-01-11,69.7638178650636,0.4043200362379718,UVIX,above,base,,-0.0552495792057941,1.7936700677627633
2011-01-12,71.29446848722586,0.4068506250691294,UVIX,above,base,,-0.08851149072856912,1.6349096561898675
2011-01-13,75.41516518574778,0.4108948524801287,UVIX,above,base,,-0.010537611659657942,1.6176816131343137
2011-01-14,72.07523879201644,0.4105224370555426,UVIX,above,base,,-0.0960394121683934,1.4623204219332757
2011-01-18,76.69302870123556,0.4089103927583727,UVIX,above,base,,-0.05814022637271676,1.3773007815726284
2011-01-19,76.71853307179266,0.4251365361320946,UVIX,above,base,,0.11390093045418848,1.5341766221090318
2011-01-20,62.94499500144529,0.4039228661161645,above,above,base,,-0.004253595507023644,1.527650855322248
2011-01-21,64.23693660134202,0.4054615101908008,above,above,base,,-0.02284647015745711,1.4927494256451146
2011-01-24,64.03391364376012,0.392683304782878,above,above,base,,0.04129840877177737,1.5543976016192425
2011-01-25,65.22083514534364,0.4011445608383778,above,above,base,,0.0034769462122139494,1.5598021584724668
2011-01-26,68.3798708679599,0.4106719962295275,above,above,base,,0.015506226191144723,1.5839888035551766
2011-01-27,70.95093941645706,0.4192314090312199,UVIX,above,base,,-0.04072413464202296,1.5194822302477387
2011-01-28,71.88471020439793,0.4225070463642838,UVIX,above,base,,0.1620172922650691,1.7656646268373655
2011-01-31,52.22761517697671,0.3920382730481555,above,above,base,,-0.00301134668451275,1.7603475985173773
2011-02-01,58.94505954129661,0.4054119520221703,above,above,base,,0.055532496899490136,1.8581040960740685
2011-02-02,65.12779361248559,0.4160807722220488,above,above,base,,-0.0045076660674922,1.849728383290327
2011-02-03,63.04015387344958,0.4140952872475953,above,above,base,,0.0038737042443557357,1.856893683979584
2011-02-04,64.99245152418563,0.4190828521287468,above,above,base,,0.018044342477121722,1.8904001095569158
2011-02-07,66.86012176759895,0.4282129717578097,above,above,base,,0.014516391648794258,1.9178418979201677
2011-02-08,69.16639688786478,0.4318848210124172,above,above,base,,0.021321753944663513,1.958733650972388
2011-02-09,69.52989373271774,0.4380138059145149,UVIX,above,base,,-0.034792908105411136,1.8905836110511294
2011-02-10,66.11620348459986,0.4309673400263712,above,above,base,,0.08496571465363112,2.0512183986765313
2011-02-11,65.96624585072476,0.4363264933982216,above,above,base,,0.020506557929960367,2.0932818275959924
2011-02-14,70.95041029964872,0.4493276522300661,UVIX,above,base,,-0.032409739937476645,2.0254391079477605
2011-02-15,70.68500343029424,0.449748765203188,UVIX,above,base,,0.02482795031969154,2.075726609495448
2011-02-16,69.19117608333433,0.4546372914715187,UVIX,above,base,,0.01882332357884886,2.1147986831272076
2011-02-17,69.94296755169542,0.4526517523053142,UVIX,above,base,,0.03523933165087478,2.189322775296761
2011-02-18,73.07093845553149,0.4593010110467035,UVIX,above,base,,0.01793305067326667,2.2285840115662943
2011-02-22,70.06442786279221,0.4382120441045712,UVIX,above,base,,0.24710419630883118,2.779276472651094
2011-02-23,53.7068554611682,0.4161054687700815,above,above,base,,-0.024724972372732523,2.71055893864861
2011-02-24,49.2856977907016,0.4088113087312404,above,above,base,,0.014238697852342774,2.7491537683869947
2011-02-25,49.48129391766177,0.4194048593802186,above,above,base,,0.04284522261588264,2.866941873598828
2011-02-28,56.45943127083971,0.4342914817640397,above,above,base,,0.007280200616759158,2.887813785595215
2011-03-01,59.44940128930324,0.4383110681397523,above,above,base,,-0.04807289735854581,2.7489882098897027
2011-03-02,47.86555455811145,0.4109197306965205,above,above,base,,0.014102118278333853,2.7877547667713127
2011-03-03,51.125303921881674,0.4296773023049647,above,above,base,,0.059662851717198206,2.954080166045102
2011-03-04,58.30508917016593,0.4426279563003446,above,above,base,,-0.014804779584029482,2.910345660313251
2011-03-07,54.46606274001251,0.4413379072987137,above,above,base,,-0.039844883920706065,2.794383275308939
2011-03-08,49.58962368665187,0.4161302919256615,above,above,base,,0.010433290538379492,2.8235378878958257
2011-03-09,52.9306485094558,0.4194048581071553,above,above,base,,-0.020182322820614274,2.766552334746077
2011-03-10,51.04561591009333,0.3996554159308697,above,above,base,,-0.04574902911737988,2.6399852514290236
2011-03-11,42.90363472490534,0.3887884971605005,above,above,base,,0.01669176775883119,2.6840512721326166
2011-03-14,46.10794908529289,0.395437688204644,above,above,base,,-0.009750476499593819,2.6578804932799827
2011-03-15,41.8536500479983,0.3626375717014962,above,above,base,,-0.0408892748718831,2.549201687213641
2011-03-16,39.17342894638484,0.3722641539628978,above,above,base,,-0.07343346556037034,2.3620049729092
2011-03-17,35.60090237665503,0.3699317363455071,above,above,base,,0.02609171163768198,2.423633725549118
2011-03-18,41.59488550024798,0.375688252408086,above,above,base,,-0.005469810865778024,2.4103769074624433
2011-03-21,43.48956338039607,0.3768296721041859,above,above,base,,0.05580814622663555,2.544895574375413
2011-03-22,49.24250740458749,0.3829328961625043,above,above,base,,-0.0027348173303722856,2.5379357498546233
