signal,start,signal_window,below_entry_drawdown_pct,cagr,annualized_vol,max_drawdown,final_multiple,below_regime_share,wait_regime_share
TQQQ,2010-02-12,160,48.5,0.3014898485554032,0.49531073712329865,-0.745083801410793,70.44584356087732,0.05505038092897518,0.18677807815188008
TQQQ,2010-02-12,160,49.0,0.3014898485554032,0.49531073712329865,-0.745083801410793,70.44584356087732,0.05505038092897518,0.18677807815188008
TQQQ,2010-02-12,160,49.5,0.3058366011785998,0.49476751239462474,-0.7309835236704478,74.34244160116901,0.054804620299827966,0.18702383878102727
TQQQ,2010-02-12,160,50.0,0.3058366011785998,0.49476751239462474,-0.7309835236704478,74.34244160116901,0.054804620299827966,0.18702383878102727
TQQQ,2010-02-12,160,50.5,0.31022500708442724,0.49510910681190434,-0.7309835236704478,78.4808146737237,0.05406733841238633,0.18776112066846892
TQQQ,2010-02-12,160,51.0,0.2582867323398763,0.48114175729255976,-0.7309835236704483,40.843604219518944,0.045465716392233964,0.19636274268862128
TQQQ,2010-02-12,160,51.5,0.2582867323398763,0.48114175729255976,-0.7309835236704483,40.843604219518944,0.045465716392233964,0.19636274268862128
TQQQ,2010-02-12,160,52.0,0.2582867323398763,0.48114175729255976,-0.7309835236704483,40.843604219518944,0.045465716392233964,0.19636274268862128
TQQQ,2010-02-12,160,52.5,0.2582867323398763,0.48114175729255976,-0.7309835236704483,40.843604219518944,0.045465716392233964,0.19636274268862128
TQQQ,2010-02-12,160,53.0,0.2640705635957903,0.48056154849740684,-0.7103066517270792,43.982883960578505,0.04497419513393954,0.19685426394691571
TQQQ,2010-02-12,160,53.5,0.2640705635957903,0.48056154849740684,-0.7103066517270792,43.982883960578505,0.04497419513393954,0.19685426394691571
TQQQ,2010-02-12,160,54.0,0.2640705635957903,0.48056154849740684,-0.7103066517270792,43.982883960578505,0.04497419513393954,0.19685426394691571
TQQQ,2010-02-12,160,54.5,0.2640705635957903,0.48056154849740684,-0.7103066517270792,43.982883960578505,0.04497419513393954,0.19685426394691571
TQQQ,2010-02-12,160,55.0,0.2640705635957903,0.48056154849740684,-0.7103066517270792,43.982883960578505,0.04497419513393954,0.19685426394691571
TQQQ,2010-02-12,160,55.5,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,56.0,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,56.5,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,57.0,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,57.5,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,58.0,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,58.5,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,59.0,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,59.5,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,60.0,0.27659361038295804,0.48031879544982153,-0.6603209929056346,51.57198962953393,0.04472843450479233,0.1971000245760629
TQQQ,2010-02-12,160,60.5,0.277463537922511,0.4774141017016035,-0.6565640982272619,52.142382645721874,0.04276234947161465,0.1990661096092406
TQQQ,2010-02-12,160,61.0,0.28114325667273143,0.47763312741881087,-0.64023739843255,54.621194626773914,0.04251658884246744,0.1993118702383878
TQQQ,2010-02-12,160,61.5,0.28114325667273143,0.47763312741881087,-0.64023739843255,54.621194626773914,0.04251658884246744,0.1993118702383878
TQQQ,2010-02-12,160,62.0,0.27924088093767274,0.47359885776113503,-0.6487669171779503,53.32619480901817,0.03956746129270091,0.20226099778815435
TQQQ,2010-02-12,160,62.5,0.27924088093767274,0.47359885776113503,-0.6487669171779503,53.32619480901817,0.03956746129270091,0.20226099778815435
TQQQ,2010-02-12,160,63.0,0.27924088093767274,0.47359885776113503,-0.6487669171779503,53.32619480901817,0.03956746129270091,0.20226099778815435
TQQQ,2010-02-12,160,63.5,0.27924088093767274,0.47359885776113503,-0.6487669171779503,53.32619480901817,0.03956746129270091,0.20226099778815435
TQQQ,2010-02-12,160,64.0,0.27924088093767274,0.47359885776113503,-0.6487669171779503,53.32619480901817,0.03956746129270091,0.20226099778815435
TQQQ,2010-02-12,160,64.5,0.27924088093767274,0.47359885776113503,-0.6487669171779503,53.32619480901817,0.03956746129270091,0.20226099778815435
TQQQ,2010-02-12,160,65.0,0.2798595207058481,0.47335432351948203,-0.6460142139946554,53.74412578813978,0.0393217006635537,0.20250675841730154
TQQQ,2010-02-12,160,65.5,0.2798595207058481,0.47335432351948203,-0.6460142139946554,53.74412578813978,0.0393217006635537,0.20250675841730154
TQQQ,2010-02-12,160,66.0,0.28003845361519986,0.4725601511807415,-0.6452142677769813,53.865578151048496,0.03883017940525928,0.20299827967559597
TQQQ,2010-02-12,160,66.5,0.28003845361519986,0.4725601511807415,-0.6452142677769813,53.865578151048496,0.03883017940525928,0.20299827967559597
TQQQ,2010-02-12,160,67.0,0.2874912640114995,0.47210898868618717,-0.6103481662978992,59.159147039166385,0.038584418776112066,0.2032440403047432
TQQQ,2010-02-12,160,67.5,0.2874912640114995,0.47210898868618717,-0.6103481662978992,59.159147039166385,0.038584418776112066,0.2032440403047432
TQQQ,2010-02-12,160,68.0,0.2874912640114995,0.47210898868618717,-0.6103481662978992,59.159147039166385,0.038584418776112066,0.2032440403047432
TQQQ,2010-02-12,160,68.5,0.2786582198844405,0.46173331035797993,-0.6513411555681425,52.93535936499542,0.021872695994101746,0.2199557630867535
TQQQ,2010-02-12,160,69.0,0.2786582198844405,0.46173331035797993,-0.6513411555681425,52.93535936499542,0.021872695994101746,0.2199557630867535
TQQQ,2010-02-12,160,69.5,0.2764231666575456,0.46231883395247586,-0.6610525447697342,51.46092128453508,0.021381174735807324,0.22044728434504793
TQQQ,2010-02-12,160,70.0,0.2814923861730718,0.4613313928700052,-0.638651086590293,54.86203747007433,0.020889653477512902,0.22093880560334234
TQQQ,2010-02-12,160,70.5,0.2814923861730718,0.4613313928700052,-0.638651086590293,54.86203747007433,0.020889653477512902,0.22093880560334234
TQQQ,2010-02-12,160,71.0,0.2833230854271034,0.4613549779026634,-0.6302251188427525,56.141315589178944,0.02064389284836569,0.22118456623248955
TQQQ,2010-02-12,160,71.5,0.2801716862868895,0.4596768326606484,-0.6446175301904167,53.95617822930806,0.01941508970262964,0.22241336937822562
