feature,direction,threshold,threshold_pct_if_ratio,n,loss_rate,avg_return_pct,median_return_pct,avg_tqqq_episode_return_pct,tqqq_up_rate
GSPC_SMA50_RATIO,<=,0.03787440380552365,3.787440380552365,29,0.27586206896551724,2.959862848127828,3.4312482302532477,1.494204991904467,0.5172413793103449
GSPC_SMA50_RATIO,>=,0.04963202029046583,4.963202029046583,29,0.27586206896551724,6.900737252834025,4.723273300064967,2.5044709207174796,0.4827586206896552
GSPC_SMA160_RATIO,>=,0.10466641280141929,10.466641280141928,20,0.25,7.250461717411706,4.493617543248252,2.0435762702722204,0.5
GSPC_CLOSE_RET_10D,<=,0.012286904210377791,1.2286904210377791,20,0.25,3.6796453328146734,4.485877657352322,0.8739209243946031,0.35
GSPC_SMA20_RATIO,>=,0.02533624977809836,2.5336249778098363,29,0.2413793103448276,7.083400226113957,3.440716688657597,1.5780625519395033,0.4482758620689655
GSPC_BB20_Z,>=,2.0371715366530934,,29,0.2413793103448276,5.156073265294839,4.039056942957586,2.1820166110406207,0.4482758620689655
GSPC_SMA160_Z,<=,1.5736558458088084,,20,0.2,8.495848396154233,6.7677327588365195,2.002992918120214,0.45
GSPC_SMA160_Z,<=,1.3544677638586997,,10,0.2,14.568225356621706,10.327776603262539,3.118830809685276,0.4
GSPC_SMA50_RATIO,>=,0.05897555042879579,5.8975550428795795,10,0.2,15.39736234445974,11.08716007135375,3.7067832588108014,0.5
GSPC_BB20_Z,>=,2.5644966344714892,,10,0.2,1.6944305144786789,3.5094638766403286,1.30805459657362,0.4
GSPC_SMA160_SLOPE_20D,<=,0.0011670745686652058,0.11670745686652058,10,0.2,9.090541808009045,8.694838214587818,2.137735820498334,0.5
GSPC_BB20_Z,>=,2.22523737827378,,20,0.15,4.4585977283015845,4.1515093646945616,2.738844605387778,0.5
GSPC_CLOSE_RET_10D,<=,0.008880104194360383,0.8880104194360383,10,0.1,4.978880699067766,5.495789335625279,0.6034980748339179,0.2
