Date,gspc_open,gspc_close_sma160_prev,signal_below_prev_close_sma_open,tqqq_open,tqqq_peak_open,tqqq_drawdown_from_peak,target_regime_at_open,overnight_regime,close_to_open_return,open_to_close_return,strategy_return,strategy_equity
2019-07-24,2998.77001953125,2793.486306762695,False,8.096565902924398,8.637991164221006,-0.06267953404944637,above,above,-0.0109346671184969,0.032576751668143,0.02128586861435311,43.1116779409779
2019-07-25,3016.260009765625,2795.1074951171877,False,8.275590561965771,8.637991164221006,-0.0419542686911184,above,above,-0.0101353895271321,-0.0186038845437305,-0.02855071645429408,41.880808648216195
2019-07-26,3013.25,2796.4406188964845,False,8.270814281593967,8.637991164221006,-0.04250720747989456,above,above,0.0183684563723611,0.011111062181214,0.029683611614501393,43.1239823062311
2019-07-29,3024.469970703125,2798.47686920166,False,8.349585089077951,8.637991164221006,-0.033388095641686544,above,above,-0.0015696731611748,-0.0077187095853921,-0.009276266895291818,42.723952736770656
2019-07-30,3007.659912109375,2800.5082443237307,False,8.094179777355416,8.637991164221006,-0.06295577021635357,above,above,-0.0230481750303013,0.0098790647590705,-0.013396804684933539,42.15158828658781
2019-07-31,3016.219970703125,2802.883868408203,False,8.238590341243519,8.637991164221006,-0.04623769756003282,above,above,0.007884329896526,-0.0496885465135557,-0.0421959775098214,40.3729608152437
2019-08-01,2980.320068359375,2805.0254928588865,False,7.872192621095722,8.637991164221006,-0.08865470322512725,above,above,0.0054878802895943,-0.0194056821871333,-0.014024297958319942,39.80675838331115
2019-08-02,2943.89990234375,2807.0053680419924,False,7.542793148813002,8.637991164221006,-0.1267885084143603,above,above,-0.0228817755625059,-0.0234177139931968,-0.045763650679923495,37.98505579795718
2019-08-05,2898.070068359375,2808.7614929199217,False,6.915021673186974,8.637991164221006,-0.19946414140485103,above,above,-0.0612444767230648,-0.046599879396572,-0.10499037089063579,33.99699070142816
2019-08-06,2861.179931640625,2809.975242614746,False,6.769418264760887,8.637991164221006,-0.2163203068787385,above,above,0.0267922940949965,0.0139280162875194,0.04109347389105111,35.394045151191605
2019-08-07,2858.64990234375,2811.736618041992,False,6.636941769543413,8.637991164221006,-0.23165680036419123,above,above,-0.033037715733955,0.0492716747652668,0.014606135446681101,35.911015368675855
2019-08-08,2896.2099609375,2813.8493682861326,False,7.070175225960641,8.637991164221006,-0.18150237809391812,above,above,0.0152528584723861,0.0501349986808901,0.06615255919266905,38.28662093852103
