Date,signal_date,gspc_prev_close_rsi14,GSPC_CLOSE_BB20_Z,GSPC_SIGNAL_CLOSE,base_target_regime_at_open,selected_leg,action,strategy_return,strategy_equity
2012-11-29,2012-11-28,53.47957368706782,0.7512460787652715,1409.9300537109375,TQQQ,TQQQ,,0.017281172685105428,12.710863720580383
2012-11-30,2012-11-29,55.718722138421185,1.0321552253860835,1415.949951171875,TQQQ,TQQQ,,-0.0035857233999428972,12.665286079104012
2012-12-03,2012-11-30,55.80628434937035,1.0257152141251853,1416.1800537109375,TQQQ,TQQQ,,-0.004924946025144705,12.602910228771409
2012-12-04,2012-12-03,52.53878761825663,0.7747303290436877,1409.4599609375,TQQQ,TQQQ,,-0.00647313905112612,12.521329838411711
2012-12-05,2012-12-04,51.377040100712605,0.6800621591697003,1407.050048828125,TQQQ,TQQQ,,-0.030849032231336948,12.135058930647347
2012-12-06,2012-12-05,52.42535510166666,0.8280255144122378,1409.280029296875,TQQQ,TQQQ,,0.018387601074454585,12.358193553279088
2012-12-07,2012-12-06,54.62681618142253,1.1719772246308067,1413.93994140625,TQQQ,TQQQ,,-0.017084589753210366,12.147058886330546
2012-12-10,2012-12-07,56.54602609657965,1.2933252853011716,1418.0699462890625,TQQQ,TQQQ,,0.008887212354790952,12.255012378139517
2012-12-11,2012-12-10,56.77491629101428,1.1886253219460974,1418.550048828125,TQQQ,TQQQ,,0.03856691526523792,12.727650402101666
2012-12-12,2012-12-11,61.050204390977775,1.5187803572676382,1427.8399658203125,TQQQ,TQQQ,,-0.006786012759846027,12.641280404070145
2012-12-13,2012-12-12,61.333945437621544,1.3855300555150578,1428.47998046875,TQQQ,TQQQ,,-0.022585224050706953,12.355774253856408
2012-12-14,2012-12-13,55.221574561796764,0.8358851187194605,1419.449951171875,TQQQ,TQQQ,,-0.028348773093312962,12.005503213141635
2012-12-17,2012-12-14,51.6202507769569,0.472211446310362,1413.5799560546875,TQQQ,TQQQ,,0.038969616591753464,12.473353070348828
2012-12-18,2012-12-17,59.70930583692901,1.4680476405520695,1430.3599853515625,TQQQ,TQQQ,,0.04635490003568399,13.05155410503464
2012-12-19,2012-12-18,65.7480949324208,2.969429481395414,1446.7900390625,TQQQ,TQQQ,,-0.014338120508573193,12.86441934945249
2012-12-20,2012-12-19,59.346509299199845,1.6675537998503078,1435.81005859375,TQQQ,TQQQ,,0.0007445166522177527,12.873997123879269
2012-12-21,2012-12-20,62.191596608082534,2.187464190171159,1443.68994140625,TQQQ,TQQQ,,-0.03112040881128586,12.473353070348827
2012-12-24,2012-12-21,55.061044930219474,0.899511532377273,1430.1500244140625,TQQQ,TQQQ,,-0.008464352785795826,12.367774209539604
2012-12-26,2012-12-24,53.36271434498718,0.5345613151706277,1426.6600341796875,TQQQ,TQQQ,,-0.02366581396104772,12.075080765984396
