Date,signal_source,signal_price,signal_sma,signal_below_sma,drawdown_trigger,target_regime,realized_regime,strategy_return,strategy_equity,tecl_buy_hold_return,tecl_buy_hold_equity
2017-07-28,TECH_UNDERLIER,13.64536770698131,12.583925058956023,False,False,above,above,-0.011924985493326878,1513534.6984373718,-0.004103233478851442,0.9448913641644359
2017-07-31,TECH_UNDERLIER,13.578847562682478,12.597954311942884,False,False,above,above,-0.004103233478851442,1507324.3121913401,-0.011512230756272612,0.9340135567405656
2017-08-01,TECH_UNDERLIER,13.64774462752778,12.611900828954731,False,False,above,above,-0.011512230756272612,1489971.6468848535,0.012259512777129222,0.9454641078734385
2017-08-02,TECH_UNDERLIER,13.685755573328754,12.626304906881078,False,False,above,above,0.012259512777129222,1508237.9733273985,0.010536414526335358,0.9554259096337648
2017-08-03,TECH_UNDERLIER,13.65487143257868,12.63962132480861,False,False,above,above,0.010536414526335358,1524129.3938187358,-0.010186933689597444,0.9456930492470024
2017-08-04,TECH_UNDERLIER,13.685755573328752,12.653380089331392,False,False,above,above,-0.010186933689597444,1508603.188749538,0.008233293277312148,0.9534792174717686
2017-08-07,TECH_UNDERLIER,13.768898335098836,12.6673358301402,False,False,above,above,0.008233293277312148,1521023.9612416013,0.016332749143756375,0.9690521543445201
2017-08-08,TECH_UNDERLIER,13.749895829639732,12.681694302201816,False,False,above,above,0.016332749143756375,1545866.464042203,-0.004844826213475817,0.9643572650649266
2017-08-09,TECH_UNDERLIER,13.742765068000322,12.695492620245343,False,False,above,above,-0.004844826213475817,1538377.009674678,0.0009499235802450379,0.9652733307707924
2017-08-10,TECH_UNDERLIER,13.471950432654602,12.707333187384027,False,False,above,above,0.0009499235802450379,1539838.3502714748,-0.05931204514103117,0.9080209954026817
2017-08-11,TECH_UNDERLIER,13.564596920022057,12.719900091440323,False,False,above,above,-0.05931204514103117,1448507.388530282,0.02017666317353628,0.9263418291814207
